,condition,outcome,persona,response
0,orchid orangutan; defiant dragonfly,gender,p0016,2
1440,orchid orangutan; defiant dragonfly,race,p2237,3
1441,orchid orangutan; defiant dragonfly,race,p2238,3
1442,orchid orangutan; defiant dragonfly,race,p2244,3
1443,orchid orangutan; defiant dragonfly,race,p2248,3
1444,orchid orangutan; defiant dragonfly,race,p2252,3
1445,orchid orangutan; defiant dragonfly,race,p2255,3
1446,orchid orangutan; defiant dragonfly,race,p2261,3
1447,orchid orangutan; defiant dragonfly,race,p2263,3
1448,orchid orangutan; defiant dragonfly,race,p2273,3
1449,orchid orangutan; defiant dragonfly,race,p2275,3
1450,orchid orangutan; defiant dragonfly,race,p2276,3
1451,orchid orangutan; defiant dragonfly,race,p2283,3
1452,orchid orangutan; defiant dragonfly,race,p2287,3
1453,orchid orangutan; defiant dragonfly,race,p2296,3
1454,orchid orangutan; defiant dragonfly,race,p2298,3
1455,orchid orangutan; defiant dragonfly,race,p2304,3
1456,orchid orangutan; defiant dragonfly,race,p2310,3
1457,orchid orangutan; defiant dragonfly,race,p2322,3
1458,orchid orangutan; defiant dragonfly,race,p2326,3
1459,orchid orangutan; defiant dragonfly,race,p2330,3
1460,orchid orangutan; defiant dragonfly,race,p2331,3
1461,orchid orangutan; defiant dragonfly,race,p2333,3
1462,orchid orangutan; defiant dragonfly,race,p2347,3
1463,orchid orangutan; defiant dragonfly,race,p2350,3
1464,orchid orangutan; defiant dragonfly,race,p2351,3
1465,orchid orangutan; defiant dragonfly,race,p2353,3
1466,orchid orangutan; defiant dragonfly,race,p2355,3
1467,orchid orangutan; defiant dragonfly,race,p2363,3
1468,orchid orangutan; defiant dragonfly,race,p2378,3
1469,orchid orangutan; defiant dragonfly,race,p2380,3
1470,orchid orangutan; defiant dragonfly,race,p2387,3
1471,orchid orangutan; defiant dragonfly,race,p2398,3
1472,orchid orangutan; defiant dragonfly,race,p2400,3
1473,orchid orangutan; defiant dragonfly,race,p2403,3
1474,orchid orangutan; defiant dragonfly,race,p2408,3
1475,orchid orangutan; defiant dragonfly,race,p2418,3
1476,orchid orangutan; defiant dragonfly,race,p2426,3
1477,orchid orangutan; defiant dragonfly,race,p2428,3
1478,orchid orangutan; defiant dragonfly,race,p2434,3
1479,orchid orangutan; defiant dragonfly,race,p2446,3
1480,orchid orangutan; defiant dragonfly,race,p2452,3
1481,orchid orangutan; defiant dragonfly,race,p2454,3
1482,orchid orangutan; defiant dragonfly,race,p2462,3
1483,orchid orangutan; defiant dragonfly,race,p2467,3
1484,orchid orangutan; defiant dragonfly,race,p2482,3
1485,orchid orangutan; defiant dragonfly,race,p2489,3
1486,orchid orangutan; defiant dragonfly,race,p2490,3
1487,orchid orangutan; defiant dragonfly,race,p2494,3
1488,orchid orangutan; defiant dragonfly,race,p2502,3
1489,orchid orangutan; defiant dragonfly,race,p2503,3
1490,orchid orangutan; defiant dragonfly,race,p2522,3
1491,orchid orangutan; defiant dragonfly,race,p2524,3
1492,orchid orangutan; defiant dragonfly,race,p2533,3
1493,orchid orangutan; defiant dragonfly,race,p2566,3
1494,orchid orangutan; defiant dragonfly,race,p2571,3
1495,orchid orangutan; defiant dragonfly,race,p2573,3
1496,orchid orangutan; defiant dragonfly,race,p2582,3
1497,orchid orangutan; defiant dragonfly,race,p2591,3
1498,orchid orangutan; defiant dragonfly,race,p2592,3
1499,orchid orangutan; defiant dragonfly,race,p2595,3
1500,orchid orangutan; defiant dragonfly,education,p0016,4
1501,orchid orangutan; defiant dragonfly,education,p0022,4
1502,orchid orangutan; defiant dragonfly,education,p0023,5
1503,orchid orangutan; defiant dragonfly,education,p0026,4
1504,orchid orangutan; defiant dragonfly,education,p0034,3
1505,orchid orangutan; defiant dragonfly,education,p0036,3
1506,orchid orangutan; defiant dragonfly,education,p0037,4
1507,orchid orangutan; defiant dragonfly,education,p0042,3
1508,orchid orangutan; defiant dragonfly,education,p0057,3
1509,orchid orangutan; defiant dragonfly,education,p0066,4
1510,orchid orangutan; defiant dragonfly,education,p0069,3
1511,orchid orangutan; defiant dragonfly,education,p0072,4
1512,orchid orangutan; defiant dragonfly,education,p0073,4
1513,orchid orangutan; defiant dragonfly,education,p0082,4
1514,orchid orangutan; defiant dragonfly,education,p0091,4
1515,orchid orangutan; defiant dragonfly,education,p0092,2
1516,orchid orangutan; defiant dragonfly,education,p0093,4
1517,orchid orangutan; defiant dragonfly,education,p0095,3
1518,orchid orangutan; defiant dragonfly,education,p0107,3
1519,orchid orangutan; defiant dragonfly,education,p0114,5
1520,orchid orangutan; defiant dragonfly,education,p0116,2
1521,orchid orangutan; defiant dragonfly,education,p0118,3
1522,orchid orangutan; defiant dragonfly,education,p0119,3
1523,orchid orangutan; defiant dragonfly,education,p0126,3
1524,orchid orangutan; defiant dragonfly,education,p0129,5
1525,orchid orangutan; defiant dragonfly,education,p0136,3
1526,orchid orangutan; defiant dragonfly,education,p0138,2
1527,orchid orangutan; defiant dragonfly,education,p0144,4
1528,orchid orangutan; defiant dragonfly,education,p0150,2
1529,orchid orangutan; defiant dragonfly,education,p0152,3
1530,orchid orangutan; defiant dragonfly,education,p0158,2
1531,orchid orangutan; defiant dragonfly,education,p0161,3
1532,orchid orangutan; defiant dragonfly,education,p0164,2
1533,orchid orangutan; defiant dragonfly,education,p0175,3
1534,orchid orangutan; defiant dragonfly,education,p0177,4
1535,orchid orangutan; defiant dragonfly,education,p0178,6
1536,orchid orangutan; defiant dragonfly,education,p0181,4
1537,orchid orangutan; defiant dragonfly,education,p0186,3
1538,orchid orangutan; defiant dragonfly,education,p0196,4
1539,orchid orangutan; defiant dragonfly,education,p0198,5
1540,orchid orangutan; defiant dragonfly,education,p0202,4
1541,orchid orangutan; defiant dragonfly,education,p0205,5
1542,orchid orangutan; defiant dragonfly,education,p0207,4
1543,orchid orangutan; defiant dragonfly,education,p0211,3
1544,orchid orangutan; defiant dragonfly,education,p0227,5
1545,orchid orangutan; defiant dragonfly,education,p0229,2
1546,orchid orangutan; defiant dragonfly,education,p0232,5
1547,orchid orangutan; defiant dragonfly,education,p0233,2
1548,orchid orangutan; defiant dragonfly,education,p0237,5
1549,orchid orangutan; defiant dragonfly,education,p0258,4
1550,orchid orangutan; defiant dragonfly,education,p0268,2
1551,orchid orangutan; defiant dragonfly,education,p0274,5
1552,orchid orangutan; defiant dragonfly,education,p0275,4
1553,orchid orangutan; defiant dragonfly,education,p0277,4
1554,orchid orangutan; defiant dragonfly,education,p0288,4
1555,orchid orangutan; defiant dragonfly,education,p0291,4
1556,orchid orangutan; defiant dragonfly,education,p0307,3
1557,orchid orangutan; defiant dragonfly,education,p0308,3
1558,orchid orangutan; defiant dragonfly,education,p0317,3
1559,orchid orangutan; defiant dragonfly,education,p0325,4
1560,orchid orangutan; defiant dragonfly,education,p0327,5
1561,orchid orangutan; defiant dragonfly,education,p0334,6
1562,orchid orangutan; defiant dragonfly,education,p0336,4
1563,orchid orangutan; defiant dragonfly,education,p0338,1
1564,orchid orangutan; defiant dragonfly,education,p0342,4
1565,orchid orangutan; defiant dragonfly,education,p0349,5
1566,orchid orangutan; defiant dragonfly,education,p0356,4
1567,orchid orangutan; defiant dragonfly,education,p0358,4
1568,orchid orangutan; defiant dragonfly,education,p0363,4
1569,orchid orangutan; defiant dragonfly,education,p0364,5
1570,orchid orangutan; defiant dragonfly,education,p0369,5
1571,orchid orangutan; defiant dragonfly,education,p0370,2
1572,orchid orangutan; defiant dragonfly,education,p0371,4
1573,orchid orangutan; defiant dragonfly,education,p0379,3
1574,orchid orangutan; defiant dragonfly,education,p0386,5
1575,orchid orangutan; defiant dragonfly,education,p0396,5
1576,orchid orangutan; defiant dragonfly,education,p0403,3
1577,orchid orangutan; defiant dragonfly,education,p0405,4
1578,orchid orangutan; defiant dragonfly,education,p0412,4
1579,orchid orangutan; defiant dragonfly,education,p0415,3
1580,orchid orangutan; defiant dragonfly,education,p0416,4
1581,orchid orangutan; defiant dragonfly,education,p0417,2
1582,orchid orangutan; defiant dragonfly,education,p0418,2
1583,orchid orangutan; defiant dragonfly,education,p0430,5
1584,orchid orangutan; defiant dragonfly,education,p0431,5
1585,orchid orangutan; defiant dragonfly,education,p0434,2
1586,orchid orangutan; defiant dragonfly,education,p0438,4
1587,orchid orangutan; defiant dragonfly,education,p0441,5
1588,orchid orangutan; defiant dragonfly,education,p0442,3
1589,orchid orangutan; defiant dragonfly,education,p0449,5
1590,orchid orangutan; defiant dragonfly,education,p0450,4
1591,orchid orangutan; defiant dragonfly,education,p0465,5
1592,orchid orangutan; defiant dragonfly,education,p0471,3
1593,orchid orangutan; defiant dragonfly,education,p0477,3
1594,orchid orangutan; defiant dragonfly,education,p0483,5
1595,orchid orangutan; defiant dragonfly,education,p0486,3
1596,orchid orangutan; defiant dragonfly,education,p0487,4
1597,orchid orangutan; defiant dragonfly,education,p0489,5
1598,orchid orangutan; defiant dragonfly,education,p0497,6
1599,orchid orangutan; defiant dragonfly,education,p0502,5
1600,orchid orangutan; defiant dragonfly,education,p0503,4
1601,orchid orangutan; defiant dragonfly,education,p0506,3
1602,orchid orangutan; defiant dragonfly,education,p0511,4
1603,orchid orangutan; defiant dragonfly,education,p0523,5
1604,orchid orangutan; defiant dragonfly,education,p0534,6
1605,orchid orangutan; defiant dragonfly,education,p0536,3
1606,orchid orangutan; defiant dragonfly,education,p0542,4
1607,orchid orangutan; defiant dragonfly,education,p0547,2
1608,orchid orangutan; defiant dragonfly,education,p0553,4
1609,orchid orangutan; defiant dragonfly,education,p0559,4
1610,orchid orangutan; defiant dragonfly,education,p0566,4
1611,orchid orangutan; defiant dragonfly,education,p0568,3
1612,orchid orangutan; defiant dragonfly,education,p0570,1
1613,orchid orangutan; defiant dragonfly,education,p0573,3
1614,orchid orangutan; defiant dragonfly,education,p0578,2
1615,orchid orangutan; defiant dragonfly,education,p0594,2
1616,orchid orangutan; defiant dragonfly,education,p0597,2
1617,orchid orangutan; defiant dragonfly,education,p0601,2
1618,orchid orangutan; defiant dragonfly,education,p0602,2
1619,orchid orangutan; defiant dragonfly,education,p0605,3
1620,orchid orangutan; defiant dragonfly,education,p0615,3
1621,orchid orangutan; defiant dragonfly,education,p0620,4
1622,orchid orangutan; defiant dragonfly,education,p0626,3
1623,orchid orangutan; defiant dragonfly,education,p0629,4
1624,orchid orangutan; defiant dragonfly,education,p0633,3
1625,orchid orangutan; defiant dragonfly,education,p0638,4
1626,orchid orangutan; defiant dragonfly,education,p0639,4
1627,orchid orangutan; defiant dragonfly,education,p0640,2
1628,orchid orangutan; defiant dragonfly,education,p0655,3
1629,orchid orangutan; defiant dragonfly,education,p0656,3
1630,orchid orangutan; defiant dragonfly,education,p0658,5
1631,orchid orangutan; defiant dragonfly,education,p0661,4
1632,orchid orangutan; defiant dragonfly,education,p0669,4
1633,orchid orangutan; defiant dragonfly,education,p0670,2
1634,orchid orangutan; defiant dragonfly,education,p0672,5
1635,orchid orangutan; defiant dragonfly,education,p0674,4
1636,orchid orangutan; defiant dragonfly,education,p0678,5
1637,orchid orangutan; defiant dragonfly,education,p0683,2
1638,orchid orangutan; defiant dragonfly,education,p0686,3
1639,orchid orangutan; defiant dragonfly,education,p0687,4
1640,orchid orangutan; defiant dragonfly,education,p0698,2
1641,orchid orangutan; defiant dragonfly,education,p0700,4
1642,orchid orangutan; defiant dragonfly,education,p0703,2
1643,orchid orangutan; defiant dragonfly,education,p0718,2
1644,orchid orangutan; defiant dragonfly,education,p0744,4
1645,orchid orangutan; defiant dragonfly,education,p0745,4
1646,orchid orangutan; defiant dragonfly,education,p0753,4
1647,orchid orangutan; defiant dragonfly,education,p0770,4
1648,orchid orangutan; defiant dragonfly,education,p0771,4
1649,orchid orangutan; defiant dragonfly,education,p0777,5
1650,orchid orangutan; defiant dragonfly,education,p0779,4
1651,orchid orangutan; defiant dragonfly,education,p0780,3
1652,orchid orangutan; defiant dragonfly,education,p0783,3
1653,orchid orangutan; defiant dragonfly,education,p0785,4
1654,orchid orangutan; defiant dragonfly,education,p0786,3
1655,orchid orangutan; defiant dragonfly,education,p0794,4
1656,orchid orangutan; defiant dragonfly,education,p0798,5
1657,orchid orangutan; defiant dragonfly,education,p0800,4
1658,orchid orangutan; defiant dragonfly,education,p0820,3
1659,orchid orangutan; defiant dragonfly,education,p0841,3
1660,orchid orangutan; defiant dragonfly,education,p0849,3
1661,orchid orangutan; defiant dragonfly,education,p0862,5
1662,orchid orangutan; defiant dragonfly,education,p0867,5
1663,orchid orangutan; defiant dragonfly,education,p0869,3
1664,orchid orangutan; defiant dragonfly,education,p0872,4
1665,orchid orangutan; defiant dragonfly,education,p0880,2
1666,orchid orangutan; defiant dragonfly,education,p0891,3
1667,orchid orangutan; defiant dragonfly,education,p0916,5
1668,orchid orangutan; defiant dragonfly,education,p0917,4
1669,orchid orangutan; defiant dragonfly,education,p0919,4
1670,orchid orangutan; defiant dragonfly,education,p0922,2
1671,orchid orangutan; defiant dragonfly,education,p0925,2
1672,orchid orangutan; defiant dragonfly,education,p0927,4
1673,orchid orangutan; defiant dragonfly,education,p0929,3
1674,orchid orangutan; defiant dragonfly,education,p0930,4
1675,orchid orangutan; defiant dragonfly,education,p0931,2
1676,orchid orangutan; defiant dragonfly,education,p0933,2
1677,orchid orangutan; defiant dragonfly,education,p0934,3
1678,orchid orangutan; defiant dragonfly,education,p0936,4
1679,orchid orangutan; defiant dragonfly,education,p0938,2
1680,orchid orangutan; defiant dragonfly,education,p0939,2
1681,orchid orangutan; defiant dragonfly,education,p0946,4
1682,orchid orangutan; defiant dragonfly,education,p0951,3
1683,orchid orangutan; defiant dragonfly,education,p0956,3
1684,orchid orangutan; defiant dragonfly,education,p0962,2
1685,orchid orangutan; defiant dragonfly,education,p0963,3
1686,orchid orangutan; defiant dragonfly,education,p0969,4
1687,orchid orangutan; defiant dragonfly,education,p0972,3
1688,orchid orangutan; defiant dragonfly,education,p0975,3
1689,orchid orangutan; defiant dragonfly,education,p0985,2
1690,orchid orangutan; defiant dragonfly,education,p0993,2
1691,orchid orangutan; defiant dragonfly,education,p0996,2
1692,orchid orangutan; defiant dragonfly,education,p1011,2
1693,orchid orangutan; defiant dragonfly,education,p1017,2
1694,orchid orangutan; defiant dragonfly,education,p1020,2
1695,orchid orangutan; defiant dragonfly,education,p1022,4
1696,orchid orangutan; defiant dragonfly,education,p1024,1
1697,orchid orangutan; defiant dragonfly,education,p1027,4
1698,orchid orangutan; defiant dragonfly,education,p1028,5
1699,orchid orangutan; defiant dragonfly,education,p1029,2
1700,orchid orangutan; defiant dragonfly,education,p1032,4
1701,orchid orangutan; defiant dragonfly,education,p1040,4
1702,orchid orangutan; defiant dragonfly,education,p1047,3
1703,orchid orangutan; defiant dragonfly,education,p1048,3
1704,orchid orangutan; defiant dragonfly,education,p1053,3
1705,orchid orangutan; defiant dragonfly,education,p1057,3
1706,orchid orangutan; defiant dragonfly,education,p1058,4
1707,orchid orangutan; defiant dragonfly,education,p1063,4
1708,orchid orangutan; defiant dragonfly,education,p1064,2
1709,orchid orangutan; defiant dragonfly,education,p1065,3
1710,orchid orangutan; defiant dragonfly,education,p1069,3
1711,orchid orangutan; defiant dragonfly,education,p1072,3
1712,orchid orangutan; defiant dragonfly,education,p1073,4
1713,orchid orangutan; defiant dragonfly,education,p1075,3
1714,orchid orangutan; defiant dragonfly,education,p1076,2
1715,orchid orangutan; defiant dragonfly,education,p1083,2
1716,orchid orangutan; defiant dragonfly,education,p1089,4
1717,orchid orangutan; defiant dragonfly,education,p1093,4
1718,orchid orangutan; defiant dragonfly,education,p1096,4
1719,orchid orangutan; defiant dragonfly,education,p1100,4
1720,orchid orangutan; defiant dragonfly,education,p1106,5
1721,orchid orangutan; defiant dragonfly,education,p1107,1
1722,orchid orangutan; defiant dragonfly,education,p1113,3
1723,orchid orangutan; defiant dragonfly,education,p1117,1
1724,orchid orangutan; defiant dragonfly,education,p1120,3
1725,orchid orangutan; defiant dragonfly,education,p1134,4
1726,orchid orangutan; defiant dragonfly,education,p1136,2
1727,orchid orangutan; defiant dragonfly,education,p1138,4
1728,orchid orangutan; defiant dragonfly,education,p1144,3
1729,orchid orangutan; defiant dragonfly,education,p1145,5
1730,orchid orangutan; defiant dragonfly,education,p1147,5
1731,orchid orangutan; defiant dragonfly,education,p1148,4
1732,orchid orangutan; defiant dragonfly,education,p1154,3
1733,orchid orangutan; defiant dragonfly,education,p1159,2
1734,orchid orangutan; defiant dragonfly,education,p1167,5
1735,orchid orangutan; defiant dragonfly,education,p1175,3
1736,orchid orangutan; defiant dragonfly,education,p1178,4
1737,orchid orangutan; defiant dragonfly,education,p1184,4
1738,orchid orangutan; defiant dragonfly,education,p1186,4
1739,orchid orangutan; defiant dragonfly,education,p1196,2
1740,orchid orangutan; defiant dragonfly,education,p1197,3
1741,orchid orangutan; defiant dragonfly,education,p1203,4
1742,orchid orangutan; defiant dragonfly,education,p1219,2
1743,orchid orangutan; defiant dragonfly,education,p1225,5
1744,orchid orangutan; defiant dragonfly,education,p1234,3
1745,orchid orangutan; defiant dragonfly,education,p1242,3
1746,orchid orangutan; defiant dragonfly,education,p1244,4
1747,orchid orangutan; defiant dragonfly,education,p1249,3
1748,orchid orangutan; defiant dragonfly,education,p1250,4
1749,orchid orangutan; defiant dragonfly,education,p1256,5
1750,orchid orangutan; defiant dragonfly,education,p1258,3
1751,orchid orangutan; defiant dragonfly,education,p1260,2
1752,orchid orangutan; defiant dragonfly,education,p1262,4
1753,orchid orangutan; defiant dragonfly,education,p1264,2
1754,orchid orangutan; defiant dragonfly,education,p1265,5
1755,orchid orangutan; defiant dragonfly,education,p1269,4
1756,orchid orangutan; defiant dragonfly,education,p1272,3
1757,orchid orangutan; defiant dragonfly,education,p1278,4
1758,orchid orangutan; defiant dragonfly,education,p1281,3
1759,orchid orangutan; defiant dragonfly,education,p1292,4
1760,orchid orangutan; defiant dragonfly,education,p1299,2
1761,orchid orangutan; defiant dragonfly,education,p1312,2
1762,orchid orangutan; defiant dragonfly,education,p1322,3
1763,orchid orangutan; defiant dragonfly,education,p1326,4
1764,orchid orangutan; defiant dragonfly,education,p1330,3
1765,orchid orangutan; defiant dragonfly,education,p1335,3
1766,orchid orangutan; defiant dragonfly,education,p1337,4
1767,orchid orangutan; defiant dragonfly,education,p1340,4
1768,orchid orangutan; defiant dragonfly,education,p1345,2
1769,orchid orangutan; defiant dragonfly,education,p1351,3
1770,orchid orangutan; defiant dragonfly,education,p1355,2
1771,orchid orangutan; defiant dragonfly,education,p1362,2
1772,orchid orangutan; defiant dragonfly,education,p1365,4
1773,orchid orangutan; defiant dragonfly,education,p1366,3
1774,orchid orangutan; defiant dragonfly,education,p1367,3
1775,orchid orangutan; defiant dragonfly,education,p1370,2
1776,orchid orangutan; defiant dragonfly,education,p1371,4
1777,orchid orangutan; defiant dragonfly,education,p1373,3
1778,orchid orangutan; defiant dragonfly,education,p1375,4
1779,orchid orangutan; defiant dragonfly,education,p1376,3
1780,orchid orangutan; defiant dragonfly,education,p1379,5
1781,orchid orangutan; defiant dragonfly,education,p1381,2
1782,orchid orangutan; defiant dragonfly,education,p1393,5
1783,orchid orangutan; defiant dragonfly,education,p1396,4
1784,orchid orangutan; defiant dragonfly,education,p1398,5
1785,orchid orangutan; defiant dragonfly,education,p1404,2
1786,orchid orangutan; defiant dragonfly,education,p1406,2
1787,orchid orangutan; defiant dragonfly,education,p1407,2
1788,orchid orangutan; defiant dragonfly,education,p1409,4
1789,orchid orangutan; defiant dragonfly,education,p1412,2
1790,orchid orangutan; defiant dragonfly,education,p1414,5
1791,orchid orangutan; defiant dragonfly,education,p1424,2
1792,orchid orangutan; defiant dragonfly,education,p1425,3
1793,orchid orangutan; defiant dragonfly,education,p1429,3
1794,orchid orangutan; defiant dragonfly,education,p1434,4
1795,orchid orangutan; defiant dragonfly,education,p1441,2
1796,orchid orangutan; defiant dragonfly,education,p1445,2
1797,orchid orangutan; defiant dragonfly,education,p1450,2
1798,orchid orangutan; defiant dragonfly,education,p1454,5
1799,orchid orangutan; defiant dragonfly,education,p1456,4
1800,orchid orangutan; defiant dragonfly,education,p1457,3
1801,orchid orangutan; defiant dragonfly,education,p1458,5
1802,orchid orangutan; defiant dragonfly,education,p1469,3
1803,orchid orangutan; defiant dragonfly,education,p1470,4
1804,orchid orangutan; defiant dragonfly,education,p1481,4
1805,orchid orangutan; defiant dragonfly,education,p1488,4
1806,orchid orangutan; defiant dragonfly,education,p1492,5
1807,orchid orangutan; defiant dragonfly,education,p1495,2
1808,orchid orangutan; defiant dragonfly,education,p1497,2
1809,orchid orangutan; defiant dragonfly,education,p1499,4
1810,orchid orangutan; defiant dragonfly,education,p1503,4
1811,orchid orangutan; defiant dragonfly,education,p1511,4
1812,orchid orangutan; defiant dragonfly,education,p1512,2
1813,orchid orangutan; defiant dragonfly,education,p1518,3
1814,orchid orangutan; defiant dragonfly,education,p1519,4
1815,orchid orangutan; defiant dragonfly,education,p1520,3
1816,orchid orangutan; defiant dragonfly,education,p1524,2
1817,orchid orangutan; defiant dragonfly,education,p1526,5
1818,orchid orangutan; defiant dragonfly,education,p1537,2
1819,orchid orangutan; defiant dragonfly,education,p1545,3
1820,orchid orangutan; defiant dragonfly,education,p1547,2
1821,orchid orangutan; defiant dragonfly,education,p1552,4
1822,orchid orangutan; defiant dragonfly,education,p1567,4
1823,orchid orangutan; defiant dragonfly,education,p1568,3
1824,orchid orangutan; defiant dragonfly,education,p1579,2
1825,orchid orangutan; defiant dragonfly,education,p1587,1
1826,orchid orangutan; defiant dragonfly,education,p1596,2
1827,orchid orangutan; defiant dragonfly,education,p1600,4
1828,orchid orangutan; defiant dragonfly,education,p1603,3
1829,orchid orangutan; defiant dragonfly,education,p1604,2
1830,orchid orangutan; defiant dragonfly,education,p1610,2
1831,orchid orangutan; defiant dragonfly,education,p1618,4
1832,orchid orangutan; defiant dragonfly,education,p1619,5
1833,orchid orangutan; defiant dragonfly,education,p1622,5
1834,orchid orangutan; defiant dragonfly,education,p1623,4
1835,orchid orangutan; defiant dragonfly,education,p1630,4
1836,orchid orangutan; defiant dragonfly,education,p1641,4
1837,orchid orangutan; defiant dragonfly,education,p1649,3
1838,orchid orangutan; defiant dragonfly,education,p1652,4
1839,orchid orangutan; defiant dragonfly,education,p1665,4
1840,orchid orangutan; defiant dragonfly,education,p1669,4
1841,orchid orangutan; defiant dragonfly,education,p1685,4
1842,orchid orangutan; defiant dragonfly,education,p1693,3
1843,orchid orangutan; defiant dragonfly,education,p1698,5
1844,orchid orangutan; defiant dragonfly,education,p1704,5
1845,orchid orangutan; defiant dragonfly,education,p1711,4
1846,orchid orangutan; defiant dragonfly,education,p1718,2
1847,orchid orangutan; defiant dragonfly,education,p1732,2
1848,orchid orangutan; defiant dragonfly,education,p1739,4
1849,orchid orangutan; defiant dragonfly,education,p1741,4
1850,orchid orangutan; defiant dragonfly,education,p1746,2
1851,orchid orangutan; defiant dragonfly,education,p1751,3
1852,orchid orangutan; defiant dragonfly,education,p1754,2
1853,orchid orangutan; defiant dragonfly,education,p1769,4
1854,orchid orangutan; defiant dragonfly,education,p1771,2
1855,orchid orangutan; defiant dragonfly,education,p1776,1
1856,orchid orangutan; defiant dragonfly,education,p1780,4
1857,orchid orangutan; defiant dragonfly,education,p1785,3
1858,orchid orangutan; defiant dragonfly,education,p1791,5
1859,orchid orangutan; defiant dragonfly,education,p1793,6
1860,orchid orangutan; defiant dragonfly,education,p1796,4
1861,orchid orangutan; defiant dragonfly,education,p1805,3
1862,orchid orangutan; defiant dragonfly,education,p1812,3
1863,orchid orangutan; defiant dragonfly,education,p1816,3
1864,orchid orangutan; defiant dragonfly,education,p1819,5
1865,orchid orangutan; defiant dragonfly,education,p1825,5
1866,orchid orangutan; defiant dragonfly,education,p1836,4
1867,orchid orangutan; defiant dragonfly,education,p1839,2
1868,orchid orangutan; defiant dragonfly,education,p1861,4
1869,orchid orangutan; defiant dragonfly,education,p1863,5
1870,orchid orangutan; defiant dragonfly,education,p1873,5
1871,orchid orangutan; defiant dragonfly,education,p1875,2
1872,orchid orangutan; defiant dragonfly,education,p1876,4
1873,orchid orangutan; defiant dragonfly,education,p1877,4
1874,orchid orangutan; defiant dragonfly,education,p1880,2
1875,orchid orangutan; defiant dragonfly,education,p1883,2
1876,orchid orangutan; defiant dragonfly,education,p1889,4
1877,orchid orangutan; defiant dragonfly,education,p1893,3
1878,orchid orangutan; defiant dragonfly,education,p1896,4
1879,orchid orangutan; defiant dragonfly,education,p1913,3
1880,orchid orangutan; defiant dragonfly,education,p1922,5
1881,orchid orangutan; defiant dragonfly,education,p1930,4
1882,orchid orangutan; defiant dragonfly,education,p1935,3
1883,orchid orangutan; defiant dragonfly,education,p1940,5
1884,orchid orangutan; defiant dragonfly,education,p1948,4
1885,orchid orangutan; defiant dragonfly,education,p1950,2
1886,orchid orangutan; defiant dragonfly,education,p1954,3
1887,orchid orangutan; defiant dragonfly,education,p1956,3
1888,orchid orangutan; defiant dragonfly,education,p1958,3
1889,orchid orangutan; defiant dragonfly,education,p1967,5
1890,orchid orangutan; defiant dragonfly,education,p1973,5
1891,orchid orangutan; defiant dragonfly,education,p1978,3
1892,orchid orangutan; defiant dragonfly,education,p1983,5
1893,orchid orangutan; defiant dragonfly,education,p1984,3
1894,orchid orangutan; defiant dragonfly,education,p1995,3
1895,orchid orangutan; defiant dragonfly,education,p1996,3
1896,orchid orangutan; defiant dragonfly,education,p1997,4
1897,orchid orangutan; defiant dragonfly,education,p2001,2
1898,orchid orangutan; defiant dragonfly,education,p2002,3
1899,orchid orangutan; defiant dragonfly,education,p2013,5
1900,orchid orangutan; defiant dragonfly,education,p2014,2
1901,orchid orangutan; defiant dragonfly,education,p2016,5
1902,orchid orangutan; defiant dragonfly,education,p2018,2
1903,orchid orangutan; defiant dragonfly,education,p2023,3
1904,orchid orangutan; defiant dragonfly,education,p2025,4
1905,orchid orangutan; defiant dragonfly,education,p2028,3
1906,orchid orangutan; defiant dragonfly,education,p2030,3
1907,orchid orangutan; defiant dragonfly,education,p2033,3
1908,orchid orangutan; defiant dragonfly,education,p2040,5
1909,orchid orangutan; defiant dragonfly,education,p2051,3
1910,orchid orangutan; defiant dragonfly,education,p2052,4
1911,orchid orangutan; defiant dragonfly,education,p2066,2
1912,orchid orangutan; defiant dragonfly,education,p2067,3
1913,orchid orangutan; defiant dragonfly,education,p2073,4
1914,orchid orangutan; defiant dragonfly,education,p2077,3
1915,orchid orangutan; defiant dragonfly,education,p2078,5
1916,orchid orangutan; defiant dragonfly,education,p2086,4
1917,orchid orangutan; defiant dragonfly,education,p2089,4
1918,orchid orangutan; defiant dragonfly,education,p2093,4
1919,orchid orangutan; defiant dragonfly,education,p2094,3
1920,orchid orangutan; defiant dragonfly,education,p2111,2
1921,orchid orangutan; defiant dragonfly,education,p2117,4
1922,orchid orangutan; defiant dragonfly,education,p2121,4
1923,orchid orangutan; defiant dragonfly,education,p2127,3
1924,orchid orangutan; defiant dragonfly,education,p2141,4
1925,orchid orangutan; defiant dragonfly,education,p2142,3
1926,orchid orangutan; defiant dragonfly,education,p2143,4
1927,orchid orangutan; defiant dragonfly,education,p2153,4
1928,orchid orangutan; defiant dragonfly,education,p2155,3
1929,orchid orangutan; defiant dragonfly,education,p2169,3
1930,orchid orangutan; defiant dragonfly,education,p2187,4
1931,orchid orangutan; defiant dragonfly,education,p2188,4
1932,orchid orangutan; defiant dragonfly,education,p2197,3
1933,orchid orangutan; defiant dragonfly,education,p2213,3
1934,orchid orangutan; defiant dragonfly,education,p2214,3
1935,orchid orangutan; defiant dragonfly,education,p2215,4
1936,orchid orangutan; defiant dragonfly,education,p2220,5
1937,orchid orangutan; defiant dragonfly,education,p2223,3
