,condition,outcome,persona,response
0,limping llama; friendly frog,gender,p0016,2
1834,limping llama; friendly frog,education,p1623,4
1835,limping llama; friendly frog,education,p1630,4
1836,limping llama; friendly frog,education,p1641,4
1837,limping llama; friendly frog,education,p1649,3
1838,limping llama; friendly frog,education,p1652,4
1839,limping llama; friendly frog,education,p1665,4
1840,limping llama; friendly frog,education,p1669,4
1841,limping llama; friendly frog,education,p1685,4
1842,limping llama; friendly frog,education,p1693,3
1843,limping llama; friendly frog,education,p1698,5
1844,limping llama; friendly frog,education,p1704,5
1845,limping llama; friendly frog,education,p1711,4
1846,limping llama; friendly frog,education,p1718,2
1847,limping llama; friendly frog,education,p1732,2
1848,limping llama; friendly frog,education,p1739,4
1849,limping llama; friendly frog,education,p1741,4
1850,limping llama; friendly frog,education,p1746,2
1851,limping llama; friendly frog,education,p1751,3
1852,limping llama; friendly frog,education,p1754,2
1853,limping llama; friendly frog,education,p1769,4
1854,limping llama; friendly frog,education,p1771,2
1855,limping llama; friendly frog,education,p1776,1
1856,limping llama; friendly frog,education,p1780,4
1857,limping llama; friendly frog,education,p1785,3
1858,limping llama; friendly frog,education,p1791,5
1859,limping llama; friendly frog,education,p1793,6
1860,limping llama; friendly frog,education,p1796,4
1861,limping llama; friendly frog,education,p1805,3
1862,limping llama; friendly frog,education,p1812,3
1863,limping llama; friendly frog,education,p1816,3
1864,limping llama; friendly frog,education,p1819,5
1865,limping llama; friendly frog,education,p1825,5
1866,limping llama; friendly frog,education,p1836,4
1867,limping llama; friendly frog,education,p1839,2
1868,limping llama; friendly frog,education,p1861,4
1869,limping llama; friendly frog,education,p1863,5
1870,limping llama; friendly frog,education,p1873,5
1871,limping llama; friendly frog,education,p1875,2
1872,limping llama; friendly frog,education,p1876,4
1873,limping llama; friendly frog,education,p1877,4
1874,limping llama; friendly frog,education,p1880,2
1875,limping llama; friendly frog,education,p1883,2
1876,limping llama; friendly frog,education,p1889,4
1877,limping llama; friendly frog,education,p1893,3
1878,limping llama; friendly frog,education,p1896,4
1879,limping llama; friendly frog,education,p1913,3
1880,limping llama; friendly frog,education,p1922,5
1881,limping llama; friendly frog,education,p1930,4
1882,limping llama; friendly frog,education,p1935,3
1883,limping llama; friendly frog,education,p1940,5
1884,limping llama; friendly frog,education,p1948,4
1885,limping llama; friendly frog,education,p1950,2
1886,limping llama; friendly frog,education,p1954,3
1887,limping llama; friendly frog,education,p1956,3
1888,limping llama; friendly frog,education,p1958,3
1889,limping llama; friendly frog,education,p1967,5
1890,limping llama; friendly frog,education,p1973,5
1891,limping llama; friendly frog,education,p1978,3
1892,limping llama; friendly frog,education,p1983,5
1893,limping llama; friendly frog,education,p1984,3
1894,limping llama; friendly frog,education,p1995,3
1895,limping llama; friendly frog,education,p1996,3
1896,limping llama; friendly frog,education,p1997,4
1897,limping llama; friendly frog,education,p2001,2
1898,limping llama; friendly frog,education,p2002,3
1899,limping llama; friendly frog,education,p2013,5
1900,limping llama; friendly frog,education,p2014,2
1901,limping llama; friendly frog,education,p2016,5
1902,limping llama; friendly frog,education,p2018,2
1903,limping llama; friendly frog,education,p2023,3
1904,limping llama; friendly frog,education,p2025,4
1905,limping llama; friendly frog,education,p2028,3
1906,limping llama; friendly frog,education,p2030,3
1907,limping llama; friendly frog,education,p2033,3
1908,limping llama; friendly frog,education,p2040,5
1909,limping llama; friendly frog,education,p2051,3
1910,limping llama; friendly frog,education,p2052,4
1911,limping llama; friendly frog,education,p2066,2
1912,limping llama; friendly frog,education,p2067,3
1913,limping llama; friendly frog,education,p2073,4
1914,limping llama; friendly frog,education,p2077,3
1915,limping llama; friendly frog,education,p2078,5
1916,limping llama; friendly frog,education,p2086,4
1917,limping llama; friendly frog,education,p2089,4
1918,limping llama; friendly frog,education,p2093,4
1919,limping llama; friendly frog,education,p2094,3
1920,limping llama; friendly frog,education,p2111,2
1921,limping llama; friendly frog,education,p2117,4
1922,limping llama; friendly frog,education,p2121,4
1923,limping llama; friendly frog,education,p2127,3
1924,limping llama; friendly frog,education,p2141,4
1925,limping llama; friendly frog,education,p2142,3
1926,limping llama; friendly frog,education,p2143,4
1927,limping llama; friendly frog,education,p2153,4
1928,limping llama; friendly frog,education,p2155,3
1929,limping llama; friendly frog,education,p2169,3
1930,limping llama; friendly frog,education,p2187,4
1931,limping llama; friendly frog,education,p2188,4
1932,limping llama; friendly frog,education,p2197,3
1933,limping llama; friendly frog,education,p2213,3
1934,limping llama; friendly frog,education,p2214,3
1935,limping llama; friendly frog,education,p2215,4
1936,limping llama; friendly frog,education,p2220,5
1937,limping llama; friendly frog,education,p2223,3
1938,limping llama; friendly frog,education,p2229,4
1939,limping llama; friendly frog,education,p2234,3
1940,limping llama; friendly frog,education,p2237,5
1941,limping llama; friendly frog,education,p2238,5
1942,limping llama; friendly frog,education,p2244,4
1943,limping llama; friendly frog,education,p2248,2
1944,limping llama; friendly frog,education,p2252,4
1945,limping llama; friendly frog,education,p2255,2
1946,limping llama; friendly frog,education,p2261,3
1947,limping llama; friendly frog,education,p2263,3
1948,limping llama; friendly frog,education,p2273,5
1949,limping llama; friendly frog,education,p2275,3
1950,limping llama; friendly frog,education,p2276,4
1951,limping llama; friendly frog,education,p2283,3
1952,limping llama; friendly frog,education,p2287,2
1953,limping llama; friendly frog,education,p2296,3
1954,limping llama; friendly frog,education,p2298,3
1955,limping llama; friendly frog,education,p2304,4
1956,limping llama; friendly frog,education,p2310,2
1957,limping llama; friendly frog,education,p2322,2
1958,limping llama; friendly frog,education,p2326,4
1959,limping llama; friendly frog,education,p2330,3
1960,limping llama; friendly frog,education,p2331,3
1961,limping llama; friendly frog,education,p2333,2
1962,limping llama; friendly frog,education,p2347,2
1963,limping llama; friendly frog,education,p2350,3
1964,limping llama; friendly frog,education,p2351,4
1965,limping llama; friendly frog,education,p2353,3
1966,limping llama; friendly frog,education,p2355,1
1967,limping llama; friendly frog,education,p2363,1
1968,limping llama; friendly frog,education,p2378,4
1969,limping llama; friendly frog,education,p2380,3
1970,limping llama; friendly frog,education,p2387,3
1971,limping llama; friendly frog,education,p2398,2
1972,limping llama; friendly frog,education,p2400,3
1973,limping llama; friendly frog,education,p2403,5
1974,limping llama; friendly frog,education,p2408,3
1975,limping llama; friendly frog,education,p2418,2
1976,limping llama; friendly frog,education,p2426,3
1977,limping llama; friendly frog,education,p2428,2
1978,limping llama; friendly frog,education,p2434,5
1979,limping llama; friendly frog,education,p2446,3
1980,limping llama; friendly frog,education,p2452,2
1981,limping llama; friendly frog,education,p2454,2
1982,limping llama; friendly frog,education,p2462,3
1983,limping llama; friendly frog,education,p2467,4
1984,limping llama; friendly frog,education,p2482,3
1985,limping llama; friendly frog,education,p2489,3
1986,limping llama; friendly frog,education,p2490,2
1987,limping llama; friendly frog,education,p2494,3
1988,limping llama; friendly frog,education,p2502,4
1989,limping llama; friendly frog,education,p2503,3
1990,limping llama; friendly frog,education,p2522,3
1991,limping llama; friendly frog,education,p2524,3
1992,limping llama; friendly frog,education,p2533,1
1993,limping llama; friendly frog,education,p2566,3
1994,limping llama; friendly frog,education,p2571,3
1995,limping llama; friendly frog,education,p2573,1
1996,limping llama; friendly frog,education,p2582,4
1997,limping llama; friendly frog,education,p2591,2
1998,limping llama; friendly frog,education,p2592,3
1999,limping llama; friendly frog,education,p2595,4
2000,limping llama; friendly frog,income,p0016,3
2001,limping llama; friendly frog,income,p0022,4
2002,limping llama; friendly frog,income,p0023,4
2003,limping llama; friendly frog,income,p0026,4
2004,limping llama; friendly frog,income,p0034,3
2005,limping llama; friendly frog,income,p0036,3
2006,limping llama; friendly frog,income,p0037,4
2007,limping llama; friendly frog,income,p0042,3
2008,limping llama; friendly frog,income,p0057,3
2009,limping llama; friendly frog,income,p0066,4
2010,limping llama; friendly frog,income,p0069,1
2011,limping llama; friendly frog,income,p0072,4
2012,limping llama; friendly frog,income,p0073,4
2013,limping llama; friendly frog,income,p0082,4
2014,limping llama; friendly frog,income,p0091,4
2015,limping llama; friendly frog,income,p0092,2
2016,limping llama; friendly frog,income,p0093,4
2017,limping llama; friendly frog,income,p0095,3
2018,limping llama; friendly frog,income,p0107,3
2019,limping llama; friendly frog,income,p0114,3
2020,limping llama; friendly frog,income,p0116,3
2021,limping llama; friendly frog,income,p0118,3
2022,limping llama; friendly frog,income,p0119,3
2023,limping llama; friendly frog,income,p0126,3
2024,limping llama; friendly frog,income,p0129,4
2025,limping llama; friendly frog,income,p0136,3
2026,limping llama; friendly frog,income,p0138,3
2027,limping llama; friendly frog,income,p0144,3
2028,limping llama; friendly frog,income,p0150,1
2029,limping llama; friendly frog,income,p0152,3
2030,limping llama; friendly frog,income,p0158,2
2031,limping llama; friendly frog,income,p0161,4
2032,limping llama; friendly frog,income,p0164,3
2033,limping llama; friendly frog,income,p0175,4
2034,limping llama; friendly frog,income,p0177,4
2035,limping llama; friendly frog,income,p0178,4
2036,limping llama; friendly frog,income,p0181,4
2037,limping llama; friendly frog,income,p0186,2
2038,limping llama; friendly frog,income,p0196,4
2039,limping llama; friendly frog,income,p0198,4
2040,limping llama; friendly frog,income,p0202,3
2041,limping llama; friendly frog,income,p0205,4
2042,limping llama; friendly frog,income,p0207,3
2043,limping llama; friendly frog,income,p0211,3
2044,limping llama; friendly frog,income,p0227,4
2045,limping llama; friendly frog,income,p0229,3
2046,limping llama; friendly frog,income,p0232,4
2047,limping llama; friendly frog,income,p0233,2
2048,limping llama; friendly frog,income,p0237,3
2049,limping llama; friendly frog,income,p0258,3
2050,limping llama; friendly frog,income,p0268,2
2051,limping llama; friendly frog,income,p0274,3
2052,limping llama; friendly frog,income,p0275,2
2053,limping llama; friendly frog,income,p0277,1
2054,limping llama; friendly frog,income,p0288,3
2055,limping llama; friendly frog,income,p0291,3
2056,limping llama; friendly frog,income,p0307,1
2057,limping llama; friendly frog,income,p0308,3
2058,limping llama; friendly frog,income,p0317,4
2059,limping llama; friendly frog,income,p0325,4
2060,limping llama; friendly frog,income,p0327,4
2061,limping llama; friendly frog,income,p0334,4
2062,limping llama; friendly frog,income,p0336,4
2063,limping llama; friendly frog,income,p0338,2
2064,limping llama; friendly frog,income,p0342,4
2065,limping llama; friendly frog,income,p0349,3
2066,limping llama; friendly frog,income,p0356,3
2067,limping llama; friendly frog,income,p0358,1
2068,limping llama; friendly frog,income,p0363,3
2069,limping llama; friendly frog,income,p0364,4
2070,limping llama; friendly frog,income,p0369,4
2071,limping llama; friendly frog,income,p0370,2
2072,limping llama; friendly frog,income,p0371,3
2073,limping llama; friendly frog,income,p0379,3
2074,limping llama; friendly frog,income,p0386,3
2075,limping llama; friendly frog,income,p0396,3
2076,limping llama; friendly frog,income,p0403,2
2077,limping llama; friendly frog,income,p0405,4
2078,limping llama; friendly frog,income,p0412,4
2079,limping llama; friendly frog,income,p0415,4
2080,limping llama; friendly frog,income,p0416,4
2081,limping llama; friendly frog,income,p0417,3
2082,limping llama; friendly frog,income,p0418,3
2083,limping llama; friendly frog,income,p0430,4
2084,limping llama; friendly frog,income,p0431,4
2085,limping llama; friendly frog,income,p0434,3
2086,limping llama; friendly frog,income,p0438,4
2087,limping llama; friendly frog,income,p0441,4
2088,limping llama; friendly frog,income,p0442,2
2089,limping llama; friendly frog,income,p0449,4
2090,limping llama; friendly frog,income,p0450,4
2091,limping llama; friendly frog,income,p0465,4
2092,limping llama; friendly frog,income,p0471,3
2093,limping llama; friendly frog,income,p0477,3
2094,limping llama; friendly frog,income,p0483,3
2095,limping llama; friendly frog,income,p0486,3
2096,limping llama; friendly frog,income,p0487,3
2097,limping llama; friendly frog,income,p0489,4
2098,limping llama; friendly frog,income,p0497,4
2099,limping llama; friendly frog,income,p0502,4
2100,limping llama; friendly frog,income,p0503,2
2101,limping llama; friendly frog,income,p0506,3
2102,limping llama; friendly frog,income,p0511,4
2103,limping llama; friendly frog,income,p0523,2
2104,limping llama; friendly frog,income,p0534,4
2105,limping llama; friendly frog,income,p0536,3
2106,limping llama; friendly frog,income,p0542,4
2107,limping llama; friendly frog,income,p0547,3
2108,limping llama; friendly frog,income,p0553,4
2109,limping llama; friendly frog,income,p0559,4
2110,limping llama; friendly frog,income,p0566,4
2111,limping llama; friendly frog,income,p0568,3
2112,limping llama; friendly frog,income,p0570,2
2113,limping llama; friendly frog,income,p0573,3
2114,limping llama; friendly frog,income,p0578,2
2115,limping llama; friendly frog,income,p0594,3
2116,limping llama; friendly frog,income,p0597,2
2117,limping llama; friendly frog,income,p0601,3
2118,limping llama; friendly frog,income,p0602,2
2119,limping llama; friendly frog,income,p0605,3
2120,limping llama; friendly frog,income,p0615,2
2121,limping llama; friendly frog,income,p0620,3
2122,limping llama; friendly frog,income,p0626,3
2123,limping llama; friendly frog,income,p0629,4
2124,limping llama; friendly frog,income,p0633,2
2125,limping llama; friendly frog,income,p0638,3
2126,limping llama; friendly frog,income,p0639,4
2127,limping llama; friendly frog,income,p0640,3
2128,limping llama; friendly frog,income,p0655,4
2129,limping llama; friendly frog,income,p0656,3
2130,limping llama; friendly frog,income,p0658,4
2131,limping llama; friendly frog,income,p0661,3
2132,limping llama; friendly frog,income,p0669,3
2133,limping llama; friendly frog,income,p0670,2
2134,limping llama; friendly frog,income,p0672,3
2135,limping llama; friendly frog,income,p0674,3
2136,limping llama; friendly frog,income,p0678,4
2137,limping llama; friendly frog,income,p0683,3
2138,limping llama; friendly frog,income,p0686,3
2139,limping llama; friendly frog,income,p0687,3
2140,limping llama; friendly frog,income,p0698,2
2141,limping llama; friendly frog,income,p0700,4
2142,limping llama; friendly frog,income,p0703,3
2143,limping llama; friendly frog,income,p0718,2
2144,limping llama; friendly frog,income,p0744,4
2145,limping llama; friendly frog,income,p0745,4
2146,limping llama; friendly frog,income,p0753,2
2147,limping llama; friendly frog,income,p0770,4
2148,limping llama; friendly frog,income,p0771,3
2149,limping llama; friendly frog,income,p0777,4
2150,limping llama; friendly frog,income,p0779,4
2151,limping llama; friendly frog,income,p0780,1
2152,limping llama; friendly frog,income,p0783,3
2153,limping llama; friendly frog,income,p0785,4
2154,limping llama; friendly frog,income,p0786,3
2155,limping llama; friendly frog,income,p0794,4
2156,limping llama; friendly frog,income,p0798,4
2157,limping llama; friendly frog,income,p0800,3
2158,limping llama; friendly frog,income,p0820,2
2159,limping llama; friendly frog,income,p0841,3
2160,limping llama; friendly frog,income,p0849,3
2161,limping llama; friendly frog,income,p0862,3
2162,limping llama; friendly frog,income,p0867,4
2163,limping llama; friendly frog,income,p0869,4
2164,limping llama; friendly frog,income,p0872,3
2165,limping llama; friendly frog,income,p0880,2
2166,limping llama; friendly frog,income,p0891,3
2167,limping llama; friendly frog,income,p0916,3
2168,limping llama; friendly frog,income,p0917,4
2169,limping llama; friendly frog,income,p0919,3
2170,limping llama; friendly frog,income,p0922,2
2171,limping llama; friendly frog,income,p0925,2
2172,limping llama; friendly frog,income,p0927,4
2173,limping llama; friendly frog,income,p0929,2
2174,limping llama; friendly frog,income,p0930,4
2175,limping llama; friendly frog,income,p0931,2
2176,limping llama; friendly frog,income,p0933,2
2177,limping llama; friendly frog,income,p0934,4
2178,limping llama; friendly frog,income,p0936,3
2179,limping llama; friendly frog,income,p0938,3
2180,limping llama; friendly frog,income,p0939,2
2181,limping llama; friendly frog,income,p0946,4
2182,limping llama; friendly frog,income,p0951,2
2183,limping llama; friendly frog,income,p0956,3
2184,limping llama; friendly frog,income,p0962,3
2185,limping llama; friendly frog,income,p0963,3
2186,limping llama; friendly frog,income,p0969,5
2187,limping llama; friendly frog,income,p0972,3
2188,limping llama; friendly frog,income,p0975,4
2189,limping llama; friendly frog,income,p0985,2
2190,limping llama; friendly frog,income,p0993,1
2191,limping llama; friendly frog,income,p0996,3
2192,limping llama; friendly frog,income,p1011,3
2193,limping llama; friendly frog,income,p1017,4
2194,limping llama; friendly frog,income,p1020,3
2195,limping llama; friendly frog,income,p1022,3
2196,limping llama; friendly frog,income,p1024,2
2197,limping llama; friendly frog,income,p1027,3
2198,limping llama; friendly frog,income,p1028,4
2199,limping llama; friendly frog,income,p1029,2
2200,limping llama; friendly frog,income,p1032,3
2201,limping llama; friendly frog,income,p1040,3
2202,limping llama; friendly frog,income,p1047,4
2203,limping llama; friendly frog,income,p1048,2
2204,limping llama; friendly frog,income,p1053,2
2205,limping llama; friendly frog,income,p1057,3
2206,limping llama; friendly frog,income,p1058,4
2207,limping llama; friendly frog,income,p1063,4
2208,limping llama; friendly frog,income,p1064,3
2209,limping llama; friendly frog,income,p1065,3
2210,limping llama; friendly frog,income,p1069,3
2211,limping llama; friendly frog,income,p1072,3
2212,limping llama; friendly frog,income,p1073,3
2213,limping llama; friendly frog,income,p1075,3
2214,limping llama; friendly frog,income,p1076,2
2215,limping llama; friendly frog,income,p1083,3
2216,limping llama; friendly frog,income,p1089,4
2217,limping llama; friendly frog,income,p1093,3
2218,limping llama; friendly frog,income,p1096,4
2219,limping llama; friendly frog,income,p1100,4
2220,limping llama; friendly frog,income,p1106,2
2221,limping llama; friendly frog,income,p1107,2
2222,limping llama; friendly frog,income,p1113,2
2223,limping llama; friendly frog,income,p1117,3
2224,limping llama; friendly frog,income,p1120,4
2225,limping llama; friendly frog,income,p1134,4
2226,limping llama; friendly frog,income,p1136,3
2227,limping llama; friendly frog,income,p1138,3
2228,limping llama; friendly frog,income,p1144,3
2229,limping llama; friendly frog,income,p1145,4
2230,limping llama; friendly frog,income,p1147,4
2231,limping llama; friendly frog,income,p1148,3
2232,limping llama; friendly frog,income,p1154,3
2233,limping llama; friendly frog,income,p1159,4
2234,limping llama; friendly frog,income,p1167,3
2235,limping llama; friendly frog,income,p1175,2
2236,limping llama; friendly frog,income,p1178,3
2237,limping llama; friendly frog,income,p1184,3
2238,limping llama; friendly frog,income,p1186,3
2239,limping llama; friendly frog,income,p1196,2
2240,limping llama; friendly frog,income,p1197,3
2241,limping llama; friendly frog,income,p1203,3
2242,limping llama; friendly frog,income,p1219,2
2243,limping llama; friendly frog,income,p1225,4
2244,limping llama; friendly frog,income,p1234,2
2245,limping llama; friendly frog,income,p1242,3
2246,limping llama; friendly frog,income,p1244,3
2247,limping llama; friendly frog,income,p1249,3
2248,limping llama; friendly frog,income,p1250,3
2249,limping llama; friendly frog,income,p1256,4
2250,limping llama; friendly frog,income,p1258,4
2251,limping llama; friendly frog,income,p1260,2
2252,limping llama; friendly frog,income,p1262,4
2253,limping llama; friendly frog,income,p1264,2
2254,limping llama; friendly frog,income,p1265,4
2255,limping llama; friendly frog,income,p1269,3
2256,limping llama; friendly frog,income,p1272,3
2257,limping llama; friendly frog,income,p1278,2
2258,limping llama; friendly frog,income,p1281,2
2259,limping llama; friendly frog,income,p1292,4
2260,limping llama; friendly frog,income,p1299,4
2261,limping llama; friendly frog,income,p1312,3
2262,limping llama; friendly frog,income,p1322,1
2263,limping llama; friendly frog,income,p1326,3
2264,limping llama; friendly frog,income,p1330,2
2265,limping llama; friendly frog,income,p1335,3
2266,limping llama; friendly frog,income,p1337,4
2267,limping llama; friendly frog,income,p1340,4
2268,limping llama; friendly frog,income,p1345,3
2269,limping llama; friendly frog,income,p1351,3
2270,limping llama; friendly frog,income,p1355,3
2271,limping llama; friendly frog,income,p1362,4
2272,limping llama; friendly frog,income,p1365,3
2273,limping llama; friendly frog,income,p1366,3
2274,limping llama; friendly frog,income,p1367,3
2275,limping llama; friendly frog,income,p1370,3
2276,limping llama; friendly frog,income,p1371,5
2277,limping llama; friendly frog,income,p1373,4
2278,limping llama; friendly frog,income,p1375,4
2279,limping llama; friendly frog,income,p1376,1
2280,limping llama; friendly frog,income,p1379,3
2281,limping llama; friendly frog,income,p1381,3
2282,limping llama; friendly frog,income,p1393,4
2283,limping llama; friendly frog,income,p1396,3
2284,limping llama; friendly frog,income,p1398,4
2285,limping llama; friendly frog,income,p1404,1
2286,limping llama; friendly frog,income,p1406,3
2287,limping llama; friendly frog,income,p1407,2
2288,limping llama; friendly frog,income,p1409,4
2289,limping llama; friendly frog,income,p1412,2
2290,limping llama; friendly frog,income,p1414,4
2291,limping llama; friendly frog,income,p1424,4
2292,limping llama; friendly frog,income,p1425,4
2293,limping llama; friendly frog,income,p1429,3
2294,limping llama; friendly frog,income,p1434,4
2295,limping llama; friendly frog,income,p1441,2
2296,limping llama; friendly frog,income,p1445,2
2297,limping llama; friendly frog,income,p1450,3
2298,limping llama; friendly frog,income,p1454,4
2299,limping llama; friendly frog,income,p1456,3
2300,limping llama; friendly frog,income,p1457,1
2301,limping llama; friendly frog,income,p1458,4
2302,limping llama; friendly frog,income,p1469,2
2303,limping llama; friendly frog,income,p1470,4
2304,limping llama; friendly frog,income,p1481,3
2305,limping llama; friendly frog,income,p1488,3
2306,limping llama; friendly frog,income,p1492,3
2307,limping llama; friendly frog,income,p1495,3
2308,limping llama; friendly frog,income,p1497,3
2309,limping llama; friendly frog,income,p1499,4
2310,limping llama; friendly frog,income,p1503,2
2311,limping llama; friendly frog,income,p1511,4
2312,limping llama; friendly frog,income,p1512,1
2313,limping llama; friendly frog,income,p1518,2
2314,limping llama; friendly frog,income,p1519,3
2315,limping llama; friendly frog,income,p1520,1
2316,limping llama; friendly frog,income,p1524,3
2317,limping llama; friendly frog,income,p1526,5
2318,limping llama; friendly frog,income,p1537,3
2319,limping llama; friendly frog,income,p1545,3
2320,limping llama; friendly frog,income,p1547,1
2321,limping llama; friendly frog,income,p1552,5
2322,limping llama; friendly frog,income,p1567,4
2323,limping llama; friendly frog,income,p1568,3
2324,limping llama; friendly frog,income,p1579,2
2325,limping llama; friendly frog,income,p1587,1
2326,limping llama; friendly frog,income,p1596,3
2327,limping llama; friendly frog,income,p1600,4
2328,limping llama; friendly frog,income,p1603,2
2329,limping llama; friendly frog,income,p1604,3
2330,limping llama; friendly frog,income,p1610,2
2331,limping llama; friendly frog,income,p1618,3
2332,limping llama; friendly frog,income,p1619,4
2333,limping llama; friendly frog,income,p1622,4
2334,limping llama; friendly frog,income,p1623,3
2335,limping llama; friendly frog,income,p1630,4
2336,limping llama; friendly frog,income,p1641,4
2337,limping llama; friendly frog,income,p1649,2
2338,limping llama; friendly frog,income,p1652,3
2339,limping llama; friendly frog,income,p1665,3
2340,limping llama; friendly frog,income,p1669,4
2341,limping llama; friendly frog,income,p1685,4
2342,limping llama; friendly frog,income,p1693,3
2343,limping llama; friendly frog,income,p1698,4
2344,limping llama; friendly frog,income,p1704,4
2345,limping llama; friendly frog,income,p1711,4
2346,limping llama; friendly frog,income,p1718,3
2347,limping llama; friendly frog,income,p1732,3
2348,limping llama; friendly frog,income,p1739,4
2349,limping llama; friendly frog,income,p1741,4
2350,limping llama; friendly frog,income,p1746,1
2351,limping llama; friendly frog,income,p1751,4
2352,limping llama; friendly frog,income,p1754,1
2353,limping llama; friendly frog,income,p1769,4
2354,limping llama; friendly frog,income,p1771,2
2355,limping llama; friendly frog,income,p1776,2
2356,limping llama; friendly frog,income,p1780,4
2357,limping llama; friendly frog,income,p1785,2
2358,limping llama; friendly frog,income,p1791,3
2359,limping llama; friendly frog,income,p1793,4
2360,limping llama; friendly frog,income,p1796,5
2361,limping llama; friendly frog,income,p1805,3
2362,limping llama; friendly frog,income,p1812,3
2363,limping llama; friendly frog,income,p1816,3
2364,limping llama; friendly frog,income,p1819,4
2365,limping llama; friendly frog,income,p1825,4
2366,limping llama; friendly frog,income,p1836,3
2367,limping llama; friendly frog,income,p1839,4
2368,limping llama; friendly frog,income,p1861,3
2369,limping llama; friendly frog,income,p1863,4
2370,limping llama; friendly frog,income,p1873,4
2371,limping llama; friendly frog,income,p1875,3
2372,limping llama; friendly frog,income,p1876,4
2373,limping llama; friendly frog,income,p1877,2
2374,limping llama; friendly frog,income,p1880,3
2375,limping llama; friendly frog,income,p1883,3
2376,limping llama; friendly frog,income,p1889,1
2377,limping llama; friendly frog,income,p1893,2
2378,limping llama; friendly frog,income,p1896,3
2379,limping llama; friendly frog,income,p1913,4
2380,limping llama; friendly frog,income,p1922,4
2381,limping llama; friendly frog,income,p1930,3
2382,limping llama; friendly frog,income,p1935,4
2383,limping llama; friendly frog,income,p1940,4
2384,limping llama; friendly frog,income,p1948,4
2385,limping llama; friendly frog,income,p1950,2
2386,limping llama; friendly frog,income,p1954,2
2387,limping llama; friendly frog,income,p1956,3
2388,limping llama; friendly frog,income,p1958,3
2389,limping llama; friendly frog,income,p1967,4
2390,limping llama; friendly frog,income,p1973,5
2391,limping llama; friendly frog,income,p1978,4
2392,limping llama; friendly frog,income,p1983,2
2393,limping llama; friendly frog,income,p1984,3
2394,limping llama; friendly frog,income,p1995,3
2395,limping llama; friendly frog,income,p1996,2
2396,limping llama; friendly frog,income,p1997,4
2397,limping llama; friendly frog,income,p2001,3
2398,limping llama; friendly frog,income,p2002,2
2399,limping llama; friendly frog,income,p2013,4
2400,limping llama; friendly frog,income,p2014,3
2401,limping llama; friendly frog,income,p2016,4
2402,limping llama; friendly frog,income,p2018,1
2403,limping llama; friendly frog,income,p2023,3
2404,limping llama; friendly frog,income,p2025,4
2405,limping llama; friendly frog,income,p2028,2
2406,limping llama; friendly frog,income,p2030,3
2407,limping llama; friendly frog,income,p2033,3
2408,limping llama; friendly frog,income,p2040,3
2409,limping llama; friendly frog,income,p2051,3
2410,limping llama; friendly frog,income,p2052,4
2411,limping llama; friendly frog,income,p2066,2
2412,limping llama; friendly frog,income,p2067,3
2413,limping llama; friendly frog,income,p2073,4
2414,limping llama; friendly frog,income,p2077,2
2415,limping llama; friendly frog,income,p2078,4
2416,limping llama; friendly frog,income,p2086,3
2417,limping llama; friendly frog,income,p2089,3
2418,limping llama; friendly frog,income,p2093,3
2419,limping llama; friendly frog,income,p2094,3
2420,limping llama; friendly frog,income,p2111,2
2421,limping llama; friendly frog,income,p2117,4
2422,limping llama; friendly frog,income,p2121,3
2423,limping llama; friendly frog,income,p2127,3
2424,limping llama; friendly frog,income,p2141,3
2425,limping llama; friendly frog,income,p2142,2
2426,limping llama; friendly frog,income,p2143,4
2427,limping llama; friendly frog,income,p2153,1
2428,limping llama; friendly frog,income,p2155,2
2429,limping llama; friendly frog,income,p2169,4
2430,limping llama; friendly frog,income,p2187,3
2431,limping llama; friendly frog,income,p2188,4
2432,limping llama; friendly frog,income,p2197,2
2433,limping llama; friendly frog,income,p2213,3
2434,limping llama; friendly frog,income,p2214,2
2435,limping llama; friendly frog,income,p2215,5
2436,limping llama; friendly frog,income,p2220,3
2437,limping llama; friendly frog,income,p2223,2
2438,limping llama; friendly frog,income,p2229,3
2439,limping llama; friendly frog,income,p2234,3
2440,limping llama; friendly frog,income,p2237,4
2441,limping llama; friendly frog,income,p2238,4
2442,limping llama; friendly frog,income,p2244,2
2443,limping llama; friendly frog,income,p2248,3
2444,limping llama; friendly frog,income,p2252,3
2445,limping llama; friendly frog,income,p2255,1
2446,limping llama; friendly frog,income,p2261,3
2447,limping llama; friendly frog,income,p2263,4
2448,limping llama; friendly frog,income,p2273,3
2449,limping llama; friendly frog,income,p2275,2
2450,limping llama; friendly frog,income,p2276,2
2451,limping llama; friendly frog,income,p2283,1
2452,limping llama; friendly frog,income,p2287,3
2453,limping llama; friendly frog,income,p2296,2
2454,limping llama; friendly frog,income,p2298,3
2455,limping llama; friendly frog,income,p2304,3
2456,limping llama; friendly frog,income,p2310,2
2457,limping llama; friendly frog,income,p2322,2
2458,limping llama; friendly frog,income,p2326,3
2459,limping llama; friendly frog,income,p2330,3
2460,limping llama; friendly frog,income,p2331,3
2461,limping llama; friendly frog,income,p2333,2
2462,limping llama; friendly frog,income,p2347,3
2463,limping llama; friendly frog,income,p2350,2
2464,limping llama; friendly frog,income,p2351,3
2465,limping llama; friendly frog,income,p2353,2
2466,limping llama; friendly frog,income,p2355,2
2467,limping llama; friendly frog,income,p2363,2
