,condition,outcome,persona,response
0,giant gibbon; brick bobcat,gender,p0016,2
1613,giant gibbon; brick bobcat,education,p0573,3
1614,giant gibbon; brick bobcat,education,p0578,2
1615,giant gibbon; brick bobcat,education,p0594,2
1616,giant gibbon; brick bobcat,education,p0597,2
1617,giant gibbon; brick bobcat,education,p0601,2
1618,giant gibbon; brick bobcat,education,p0602,2
1619,giant gibbon; brick bobcat,education,p0605,3
1620,giant gibbon; brick bobcat,education,p0615,3
1621,giant gibbon; brick bobcat,education,p0620,4
1622,giant gibbon; brick bobcat,education,p0626,3
1623,giant gibbon; brick bobcat,education,p0629,4
1624,giant gibbon; brick bobcat,education,p0633,3
1625,giant gibbon; brick bobcat,education,p0638,4
1626,giant gibbon; brick bobcat,education,p0639,4
1627,giant gibbon; brick bobcat,education,p0640,2
1628,giant gibbon; brick bobcat,education,p0655,3
1629,giant gibbon; brick bobcat,education,p0656,3
1630,giant gibbon; brick bobcat,education,p0658,5
1631,giant gibbon; brick bobcat,education,p0661,4
1632,giant gibbon; brick bobcat,education,p0669,4
1633,giant gibbon; brick bobcat,education,p0670,2
1634,giant gibbon; brick bobcat,education,p0672,5
1635,giant gibbon; brick bobcat,education,p0674,4
1636,giant gibbon; brick bobcat,education,p0678,5
1637,giant gibbon; brick bobcat,education,p0683,2
1638,giant gibbon; brick bobcat,education,p0686,3
1639,giant gibbon; brick bobcat,education,p0687,4
1640,giant gibbon; brick bobcat,education,p0698,2
1641,giant gibbon; brick bobcat,education,p0700,4
1642,giant gibbon; brick bobcat,education,p0703,2
1643,giant gibbon; brick bobcat,education,p0718,2
1644,giant gibbon; brick bobcat,education,p0744,4
1645,giant gibbon; brick bobcat,education,p0745,4
1646,giant gibbon; brick bobcat,education,p0753,4
1647,giant gibbon; brick bobcat,education,p0770,4
1648,giant gibbon; brick bobcat,education,p0771,4
1649,giant gibbon; brick bobcat,education,p0777,5
1650,giant gibbon; brick bobcat,education,p0779,4
1651,giant gibbon; brick bobcat,education,p0780,3
1652,giant gibbon; brick bobcat,education,p0783,3
1653,giant gibbon; brick bobcat,education,p0785,4
1654,giant gibbon; brick bobcat,education,p0786,3
1655,giant gibbon; brick bobcat,education,p0794,4
1656,giant gibbon; brick bobcat,education,p0798,5
1657,giant gibbon; brick bobcat,education,p0800,4
1658,giant gibbon; brick bobcat,education,p0820,3
1659,giant gibbon; brick bobcat,education,p0841,3
1660,giant gibbon; brick bobcat,education,p0849,3
1661,giant gibbon; brick bobcat,education,p0862,5
1662,giant gibbon; brick bobcat,education,p0867,5
1663,giant gibbon; brick bobcat,education,p0869,3
1664,giant gibbon; brick bobcat,education,p0872,4
1665,giant gibbon; brick bobcat,education,p0880,2
1666,giant gibbon; brick bobcat,education,p0891,3
1667,giant gibbon; brick bobcat,education,p0916,5
1668,giant gibbon; brick bobcat,education,p0917,4
1669,giant gibbon; brick bobcat,education,p0919,4
1670,giant gibbon; brick bobcat,education,p0922,2
1671,giant gibbon; brick bobcat,education,p0925,2
1672,giant gibbon; brick bobcat,education,p0927,4
1673,giant gibbon; brick bobcat,education,p0929,3
1674,giant gibbon; brick bobcat,education,p0930,4
1675,giant gibbon; brick bobcat,education,p0931,2
1676,giant gibbon; brick bobcat,education,p0933,2
1677,giant gibbon; brick bobcat,education,p0934,3
1678,giant gibbon; brick bobcat,education,p0936,4
1679,giant gibbon; brick bobcat,education,p0938,2
1680,giant gibbon; brick bobcat,education,p0939,2
1681,giant gibbon; brick bobcat,education,p0946,4
1682,giant gibbon; brick bobcat,education,p0951,3
1683,giant gibbon; brick bobcat,education,p0956,3
1684,giant gibbon; brick bobcat,education,p0962,2
1685,giant gibbon; brick bobcat,education,p0963,3
1686,giant gibbon; brick bobcat,education,p0969,4
1687,giant gibbon; brick bobcat,education,p0972,3
1688,giant gibbon; brick bobcat,education,p0975,3
1689,giant gibbon; brick bobcat,education,p0985,2
1690,giant gibbon; brick bobcat,education,p0993,2
1691,giant gibbon; brick bobcat,education,p0996,2
1692,giant gibbon; brick bobcat,education,p1011,2
1693,giant gibbon; brick bobcat,education,p1017,2
1694,giant gibbon; brick bobcat,education,p1020,2
1695,giant gibbon; brick bobcat,education,p1022,4
1696,giant gibbon; brick bobcat,education,p1024,1
1697,giant gibbon; brick bobcat,education,p1027,4
1698,giant gibbon; brick bobcat,education,p1028,5
1699,giant gibbon; brick bobcat,education,p1029,2
1700,giant gibbon; brick bobcat,education,p1032,4
1701,giant gibbon; brick bobcat,education,p1040,4
1702,giant gibbon; brick bobcat,education,p1047,3
1703,giant gibbon; brick bobcat,education,p1048,3
1704,giant gibbon; brick bobcat,education,p1053,3
1705,giant gibbon; brick bobcat,education,p1057,3
1706,giant gibbon; brick bobcat,education,p1058,4
1707,giant gibbon; brick bobcat,education,p1063,4
1708,giant gibbon; brick bobcat,education,p1064,2
1709,giant gibbon; brick bobcat,education,p1065,3
1710,giant gibbon; brick bobcat,education,p1069,3
1711,giant gibbon; brick bobcat,education,p1072,3
1712,giant gibbon; brick bobcat,education,p1073,4
1713,giant gibbon; brick bobcat,education,p1075,3
1714,giant gibbon; brick bobcat,education,p1076,2
1715,giant gibbon; brick bobcat,education,p1083,2
1716,giant gibbon; brick bobcat,education,p1089,4
1717,giant gibbon; brick bobcat,education,p1093,4
1718,giant gibbon; brick bobcat,education,p1096,4
1719,giant gibbon; brick bobcat,education,p1100,4
1720,giant gibbon; brick bobcat,education,p1106,5
1721,giant gibbon; brick bobcat,education,p1107,1
1722,giant gibbon; brick bobcat,education,p1113,3
1723,giant gibbon; brick bobcat,education,p1117,1
1724,giant gibbon; brick bobcat,education,p1120,3
1725,giant gibbon; brick bobcat,education,p1134,4
1726,giant gibbon; brick bobcat,education,p1136,2
1727,giant gibbon; brick bobcat,education,p1138,4
1728,giant gibbon; brick bobcat,education,p1144,3
1729,giant gibbon; brick bobcat,education,p1145,5
1730,giant gibbon; brick bobcat,education,p1147,5
1731,giant gibbon; brick bobcat,education,p1148,4
1732,giant gibbon; brick bobcat,education,p1154,3
1733,giant gibbon; brick bobcat,education,p1159,2
1734,giant gibbon; brick bobcat,education,p1167,5
1735,giant gibbon; brick bobcat,education,p1175,3
1736,giant gibbon; brick bobcat,education,p1178,4
1737,giant gibbon; brick bobcat,education,p1184,4
1738,giant gibbon; brick bobcat,education,p1186,4
1739,giant gibbon; brick bobcat,education,p1196,2
1740,giant gibbon; brick bobcat,education,p1197,3
1741,giant gibbon; brick bobcat,education,p1203,4
1742,giant gibbon; brick bobcat,education,p1219,2
1743,giant gibbon; brick bobcat,education,p1225,5
1744,giant gibbon; brick bobcat,education,p1234,3
1745,giant gibbon; brick bobcat,education,p1242,3
1746,giant gibbon; brick bobcat,education,p1244,4
1747,giant gibbon; brick bobcat,education,p1249,3
1748,giant gibbon; brick bobcat,education,p1250,4
1749,giant gibbon; brick bobcat,education,p1256,5
1750,giant gibbon; brick bobcat,education,p1258,3
1751,giant gibbon; brick bobcat,education,p1260,2
1752,giant gibbon; brick bobcat,education,p1262,4
1753,giant gibbon; brick bobcat,education,p1264,2
1754,giant gibbon; brick bobcat,education,p1265,5
1755,giant gibbon; brick bobcat,education,p1269,4
1756,giant gibbon; brick bobcat,education,p1272,3
1757,giant gibbon; brick bobcat,education,p1278,4
1758,giant gibbon; brick bobcat,education,p1281,3
1759,giant gibbon; brick bobcat,education,p1292,4
1760,giant gibbon; brick bobcat,education,p1299,2
1761,giant gibbon; brick bobcat,education,p1312,2
1762,giant gibbon; brick bobcat,education,p1322,3
1763,giant gibbon; brick bobcat,education,p1326,4
1764,giant gibbon; brick bobcat,education,p1330,3
1765,giant gibbon; brick bobcat,education,p1335,3
1766,giant gibbon; brick bobcat,education,p1337,4
1767,giant gibbon; brick bobcat,education,p1340,4
1768,giant gibbon; brick bobcat,education,p1345,2
1769,giant gibbon; brick bobcat,education,p1351,3
1770,giant gibbon; brick bobcat,education,p1355,2
1771,giant gibbon; brick bobcat,education,p1362,2
1772,giant gibbon; brick bobcat,education,p1365,4
1773,giant gibbon; brick bobcat,education,p1366,3
1774,giant gibbon; brick bobcat,education,p1367,3
1775,giant gibbon; brick bobcat,education,p1370,2
1776,giant gibbon; brick bobcat,education,p1371,4
1777,giant gibbon; brick bobcat,education,p1373,3
1778,giant gibbon; brick bobcat,education,p1375,4
1779,giant gibbon; brick bobcat,education,p1376,3
1780,giant gibbon; brick bobcat,education,p1379,5
1781,giant gibbon; brick bobcat,education,p1381,2
1782,giant gibbon; brick bobcat,education,p1393,5
1783,giant gibbon; brick bobcat,education,p1396,4
1784,giant gibbon; brick bobcat,education,p1398,5
1785,giant gibbon; brick bobcat,education,p1404,2
1786,giant gibbon; brick bobcat,education,p1406,2
1787,giant gibbon; brick bobcat,education,p1407,2
1788,giant gibbon; brick bobcat,education,p1409,4
1789,giant gibbon; brick bobcat,education,p1412,2
1790,giant gibbon; brick bobcat,education,p1414,5
1791,giant gibbon; brick bobcat,education,p1424,2
1792,giant gibbon; brick bobcat,education,p1425,3
1793,giant gibbon; brick bobcat,education,p1429,3
1794,giant gibbon; brick bobcat,education,p1434,4
1795,giant gibbon; brick bobcat,education,p1441,2
1796,giant gibbon; brick bobcat,education,p1445,2
1797,giant gibbon; brick bobcat,education,p1450,2
1798,giant gibbon; brick bobcat,education,p1454,5
1799,giant gibbon; brick bobcat,education,p1456,4
1800,giant gibbon; brick bobcat,education,p1457,3
1801,giant gibbon; brick bobcat,education,p1458,5
1802,giant gibbon; brick bobcat,education,p1469,3
1803,giant gibbon; brick bobcat,education,p1470,4
1804,giant gibbon; brick bobcat,education,p1481,4
1805,giant gibbon; brick bobcat,education,p1488,4
1806,giant gibbon; brick bobcat,education,p1492,5
1807,giant gibbon; brick bobcat,education,p1495,2
1808,giant gibbon; brick bobcat,education,p1497,2
1809,giant gibbon; brick bobcat,education,p1499,4
1810,giant gibbon; brick bobcat,education,p1503,4
1811,giant gibbon; brick bobcat,education,p1511,4
1812,giant gibbon; brick bobcat,education,p1512,2
1813,giant gibbon; brick bobcat,education,p1518,3
1814,giant gibbon; brick bobcat,education,p1519,4
1815,giant gibbon; brick bobcat,education,p1520,3
1816,giant gibbon; brick bobcat,education,p1524,2
1817,giant gibbon; brick bobcat,education,p1526,5
1818,giant gibbon; brick bobcat,education,p1537,2
1819,giant gibbon; brick bobcat,education,p1545,3
1820,giant gibbon; brick bobcat,education,p1547,2
1821,giant gibbon; brick bobcat,education,p1552,4
1822,giant gibbon; brick bobcat,education,p1567,4
1823,giant gibbon; brick bobcat,education,p1568,3
1824,giant gibbon; brick bobcat,education,p1579,2
1825,giant gibbon; brick bobcat,education,p1587,1
1826,giant gibbon; brick bobcat,education,p1596,2
1827,giant gibbon; brick bobcat,education,p1600,4
1828,giant gibbon; brick bobcat,education,p1603,3
1829,giant gibbon; brick bobcat,education,p1604,2
1830,giant gibbon; brick bobcat,education,p1610,2
1831,giant gibbon; brick bobcat,education,p1618,4
1832,giant gibbon; brick bobcat,education,p1619,5
1833,giant gibbon; brick bobcat,education,p1622,5
1834,giant gibbon; brick bobcat,education,p1623,4
1835,giant gibbon; brick bobcat,education,p1630,4
1836,giant gibbon; brick bobcat,education,p1641,4
1837,giant gibbon; brick bobcat,education,p1649,3
1838,giant gibbon; brick bobcat,education,p1652,4
1839,giant gibbon; brick bobcat,education,p1665,4
1840,giant gibbon; brick bobcat,education,p1669,4
1841,giant gibbon; brick bobcat,education,p1685,4
1842,giant gibbon; brick bobcat,education,p1693,3
1843,giant gibbon; brick bobcat,education,p1698,5
1844,giant gibbon; brick bobcat,education,p1704,5
1845,giant gibbon; brick bobcat,education,p1711,4
1846,giant gibbon; brick bobcat,education,p1718,2
1847,giant gibbon; brick bobcat,education,p1732,2
1848,giant gibbon; brick bobcat,education,p1739,4
1849,giant gibbon; brick bobcat,education,p1741,4
1850,giant gibbon; brick bobcat,education,p1746,2
1851,giant gibbon; brick bobcat,education,p1751,3
1852,giant gibbon; brick bobcat,education,p1754,2
1853,giant gibbon; brick bobcat,education,p1769,4
1854,giant gibbon; brick bobcat,education,p1771,2
1855,giant gibbon; brick bobcat,education,p1776,1
1856,giant gibbon; brick bobcat,education,p1780,4
1857,giant gibbon; brick bobcat,education,p1785,3
1858,giant gibbon; brick bobcat,education,p1791,5
1859,giant gibbon; brick bobcat,education,p1793,6
1860,giant gibbon; brick bobcat,education,p1796,4
1861,giant gibbon; brick bobcat,education,p1805,3
1862,giant gibbon; brick bobcat,education,p1812,3
1863,giant gibbon; brick bobcat,education,p1816,3
1864,giant gibbon; brick bobcat,education,p1819,5
1865,giant gibbon; brick bobcat,education,p1825,5
1866,giant gibbon; brick bobcat,education,p1836,4
1867,giant gibbon; brick bobcat,education,p1839,2
1868,giant gibbon; brick bobcat,education,p1861,4
1869,giant gibbon; brick bobcat,education,p1863,5
1870,giant gibbon; brick bobcat,education,p1873,5
1871,giant gibbon; brick bobcat,education,p1875,2
1872,giant gibbon; brick bobcat,education,p1876,4
1873,giant gibbon; brick bobcat,education,p1877,4
1874,giant gibbon; brick bobcat,education,p1880,2
1875,giant gibbon; brick bobcat,education,p1883,2
1876,giant gibbon; brick bobcat,education,p1889,4
1877,giant gibbon; brick bobcat,education,p1893,3
1878,giant gibbon; brick bobcat,education,p1896,4
1879,giant gibbon; brick bobcat,education,p1913,3
1880,giant gibbon; brick bobcat,education,p1922,5
1881,giant gibbon; brick bobcat,education,p1930,4
1882,giant gibbon; brick bobcat,education,p1935,3
1883,giant gibbon; brick bobcat,education,p1940,5
1884,giant gibbon; brick bobcat,education,p1948,4
1885,giant gibbon; brick bobcat,education,p1950,2
1886,giant gibbon; brick bobcat,education,p1954,3
1887,giant gibbon; brick bobcat,education,p1956,3
1888,giant gibbon; brick bobcat,education,p1958,3
1889,giant gibbon; brick bobcat,education,p1967,5
1890,giant gibbon; brick bobcat,education,p1973,5
1891,giant gibbon; brick bobcat,education,p1978,3
1892,giant gibbon; brick bobcat,education,p1983,5
1893,giant gibbon; brick bobcat,education,p1984,3
1894,giant gibbon; brick bobcat,education,p1995,3
1895,giant gibbon; brick bobcat,education,p1996,3
1896,giant gibbon; brick bobcat,education,p1997,4
1897,giant gibbon; brick bobcat,education,p2001,2
1898,giant gibbon; brick bobcat,education,p2002,3
1899,giant gibbon; brick bobcat,education,p2013,5
1900,giant gibbon; brick bobcat,education,p2014,2
1901,giant gibbon; brick bobcat,education,p2016,5
1902,giant gibbon; brick bobcat,education,p2018,2
1903,giant gibbon; brick bobcat,education,p2023,3
1904,giant gibbon; brick bobcat,education,p2025,4
1905,giant gibbon; brick bobcat,education,p2028,3
1906,giant gibbon; brick bobcat,education,p2030,3
1907,giant gibbon; brick bobcat,education,p2033,3
1908,giant gibbon; brick bobcat,education,p2040,5
1909,giant gibbon; brick bobcat,education,p2051,3
1910,giant gibbon; brick bobcat,education,p2052,4
1911,giant gibbon; brick bobcat,education,p2066,2
1912,giant gibbon; brick bobcat,education,p2067,3
1913,giant gibbon; brick bobcat,education,p2073,4
1914,giant gibbon; brick bobcat,education,p2077,3
1915,giant gibbon; brick bobcat,education,p2078,5
1916,giant gibbon; brick bobcat,education,p2086,4
1917,giant gibbon; brick bobcat,education,p2089,4
1918,giant gibbon; brick bobcat,education,p2093,4
1919,giant gibbon; brick bobcat,education,p2094,3
1920,giant gibbon; brick bobcat,education,p2111,2
1921,giant gibbon; brick bobcat,education,p2117,4
1922,giant gibbon; brick bobcat,education,p2121,4
1923,giant gibbon; brick bobcat,education,p2127,3
1924,giant gibbon; brick bobcat,education,p2141,4
1925,giant gibbon; brick bobcat,education,p2142,3
1926,giant gibbon; brick bobcat,education,p2143,4
1927,giant gibbon; brick bobcat,education,p2153,4
1928,giant gibbon; brick bobcat,education,p2155,3
1929,giant gibbon; brick bobcat,education,p2169,3
1930,giant gibbon; brick bobcat,education,p2187,4
1931,giant gibbon; brick bobcat,education,p2188,4
1932,giant gibbon; brick bobcat,education,p2197,3
1933,giant gibbon; brick bobcat,education,p2213,3
1934,giant gibbon; brick bobcat,education,p2214,3
1935,giant gibbon; brick bobcat,education,p2215,4
1936,giant gibbon; brick bobcat,education,p2220,5
1937,giant gibbon; brick bobcat,education,p2223,3
1938,giant gibbon; brick bobcat,education,p2229,4
1939,giant gibbon; brick bobcat,education,p2234,3
1940,giant gibbon; brick bobcat,education,p2237,5
1941,giant gibbon; brick bobcat,education,p2238,5
1942,giant gibbon; brick bobcat,education,p2244,4
1943,giant gibbon; brick bobcat,education,p2248,2
1944,giant gibbon; brick bobcat,education,p2252,4
1945,giant gibbon; brick bobcat,education,p2255,2
1946,giant gibbon; brick bobcat,education,p2261,3
1947,giant gibbon; brick bobcat,education,p2263,3
1948,giant gibbon; brick bobcat,education,p2273,5
1949,giant gibbon; brick bobcat,education,p2275,3
1950,giant gibbon; brick bobcat,education,p2276,4
1951,giant gibbon; brick bobcat,education,p2283,3
1952,giant gibbon; brick bobcat,education,p2287,2
1953,giant gibbon; brick bobcat,education,p2296,3
1954,giant gibbon; brick bobcat,education,p2298,3
1955,giant gibbon; brick bobcat,education,p2304,4
1956,giant gibbon; brick bobcat,education,p2310,2
1957,giant gibbon; brick bobcat,education,p2322,2
1958,giant gibbon; brick bobcat,education,p2326,4
1959,giant gibbon; brick bobcat,education,p2330,3
1960,giant gibbon; brick bobcat,education,p2331,3
1961,giant gibbon; brick bobcat,education,p2333,2
1962,giant gibbon; brick bobcat,education,p2347,2
1963,giant gibbon; brick bobcat,education,p2350,3
1964,giant gibbon; brick bobcat,education,p2351,4
1965,giant gibbon; brick bobcat,education,p2353,3
1966,giant gibbon; brick bobcat,education,p2355,1
1967,giant gibbon; brick bobcat,education,p2363,1
1968,giant gibbon; brick bobcat,education,p2378,4
1969,giant gibbon; brick bobcat,education,p2380,3
1970,giant gibbon; brick bobcat,education,p2387,3
1971,giant gibbon; brick bobcat,education,p2398,2
1972,giant gibbon; brick bobcat,education,p2400,3
1973,giant gibbon; brick bobcat,education,p2403,5
1974,giant gibbon; brick bobcat,education,p2408,3
1975,giant gibbon; brick bobcat,education,p2418,2
1976,giant gibbon; brick bobcat,education,p2426,3
1977,giant gibbon; brick bobcat,education,p2428,2
1978,giant gibbon; brick bobcat,education,p2434,5
1979,giant gibbon; brick bobcat,education,p2446,3
1980,giant gibbon; brick bobcat,education,p2452,2
1981,giant gibbon; brick bobcat,education,p2454,2
1982,giant gibbon; brick bobcat,education,p2462,3
1983,giant gibbon; brick bobcat,education,p2467,4
1984,giant gibbon; brick bobcat,education,p2482,3
1985,giant gibbon; brick bobcat,education,p2489,3
1986,giant gibbon; brick bobcat,education,p2490,2
1987,giant gibbon; brick bobcat,education,p2494,3
1988,giant gibbon; brick bobcat,education,p2502,4
1989,giant gibbon; brick bobcat,education,p2503,3
1990,giant gibbon; brick bobcat,education,p2522,3
1991,giant gibbon; brick bobcat,education,p2524,3
1992,giant gibbon; brick bobcat,education,p2533,1
1993,giant gibbon; brick bobcat,education,p2566,3
1994,giant gibbon; brick bobcat,education,p2571,3
1995,giant gibbon; brick bobcat,education,p2573,1
1996,giant gibbon; brick bobcat,education,p2582,4
1997,giant gibbon; brick bobcat,education,p2591,2
1998,giant gibbon; brick bobcat,education,p2592,3
1999,giant gibbon; brick bobcat,education,p2595,4
2000,giant gibbon; brick bobcat,income,p0016,3
2001,giant gibbon; brick bobcat,income,p0022,4
2002,giant gibbon; brick bobcat,income,p0023,4
2003,giant gibbon; brick bobcat,income,p0026,4
2004,giant gibbon; brick bobcat,income,p0034,3
2005,giant gibbon; brick bobcat,income,p0036,3
2006,giant gibbon; brick bobcat,income,p0037,4
2007,giant gibbon; brick bobcat,income,p0042,3
2008,giant gibbon; brick bobcat,income,p0057,3
2009,giant gibbon; brick bobcat,income,p0066,4
2010,giant gibbon; brick bobcat,income,p0069,1
2011,giant gibbon; brick bobcat,income,p0072,4
2012,giant gibbon; brick bobcat,income,p0073,4
2013,giant gibbon; brick bobcat,income,p0082,4
2014,giant gibbon; brick bobcat,income,p0091,4
2015,giant gibbon; brick bobcat,income,p0092,2
2016,giant gibbon; brick bobcat,income,p0093,4
2017,giant gibbon; brick bobcat,income,p0095,3
2018,giant gibbon; brick bobcat,income,p0107,3
2019,giant gibbon; brick bobcat,income,p0114,3
2020,giant gibbon; brick bobcat,income,p0116,3
2021,giant gibbon; brick bobcat,income,p0118,3
2022,giant gibbon; brick bobcat,income,p0119,3
2023,giant gibbon; brick bobcat,income,p0126,3
2024,giant gibbon; brick bobcat,income,p0129,4
2025,giant gibbon; brick bobcat,income,p0136,3
2026,giant gibbon; brick bobcat,income,p0138,3
2027,giant gibbon; brick bobcat,income,p0144,3
2028,giant gibbon; brick bobcat,income,p0150,1
2029,giant gibbon; brick bobcat,income,p0152,3
2030,giant gibbon; brick bobcat,income,p0158,2
2031,giant gibbon; brick bobcat,income,p0161,4
2032,giant gibbon; brick bobcat,income,p0164,3
2033,giant gibbon; brick bobcat,income,p0175,4
2034,giant gibbon; brick bobcat,income,p0177,4
2035,giant gibbon; brick bobcat,income,p0178,4
2036,giant gibbon; brick bobcat,income,p0181,4
2037,giant gibbon; brick bobcat,income,p0186,2
2038,giant gibbon; brick bobcat,income,p0196,4
2039,giant gibbon; brick bobcat,income,p0198,4
2040,giant gibbon; brick bobcat,income,p0202,3
2041,giant gibbon; brick bobcat,income,p0205,4
2042,giant gibbon; brick bobcat,income,p0207,3
2043,giant gibbon; brick bobcat,income,p0211,3
2044,giant gibbon; brick bobcat,income,p0227,4
2045,giant gibbon; brick bobcat,income,p0229,3
2046,giant gibbon; brick bobcat,income,p0232,4
2047,giant gibbon; brick bobcat,income,p0233,2
2048,giant gibbon; brick bobcat,income,p0237,3
2049,giant gibbon; brick bobcat,income,p0258,3
2050,giant gibbon; brick bobcat,income,p0268,2
2051,giant gibbon; brick bobcat,income,p0274,3
2052,giant gibbon; brick bobcat,income,p0275,2
2053,giant gibbon; brick bobcat,income,p0277,1
2054,giant gibbon; brick bobcat,income,p0288,3
2055,giant gibbon; brick bobcat,income,p0291,3
2056,giant gibbon; brick bobcat,income,p0307,1
2057,giant gibbon; brick bobcat,income,p0308,3
2058,giant gibbon; brick bobcat,income,p0317,4
2059,giant gibbon; brick bobcat,income,p0325,4
2060,giant gibbon; brick bobcat,income,p0327,4
2061,giant gibbon; brick bobcat,income,p0334,4
2062,giant gibbon; brick bobcat,income,p0336,4
2063,giant gibbon; brick bobcat,income,p0338,2
2064,giant gibbon; brick bobcat,income,p0342,4
2065,giant gibbon; brick bobcat,income,p0349,3
2066,giant gibbon; brick bobcat,income,p0356,3
2067,giant gibbon; brick bobcat,income,p0358,1
2068,giant gibbon; brick bobcat,income,p0363,3
2069,giant gibbon; brick bobcat,income,p0364,4
2070,giant gibbon; brick bobcat,income,p0369,4
2071,giant gibbon; brick bobcat,income,p0370,2
2072,giant gibbon; brick bobcat,income,p0371,3
2073,giant gibbon; brick bobcat,income,p0379,3
2074,giant gibbon; brick bobcat,income,p0386,3
2075,giant gibbon; brick bobcat,income,p0396,3
2076,giant gibbon; brick bobcat,income,p0403,2
2077,giant gibbon; brick bobcat,income,p0405,4
2078,giant gibbon; brick bobcat,income,p0412,4
2079,giant gibbon; brick bobcat,income,p0415,4
2080,giant gibbon; brick bobcat,income,p0416,4
2081,giant gibbon; brick bobcat,income,p0417,3
2082,giant gibbon; brick bobcat,income,p0418,3
2083,giant gibbon; brick bobcat,income,p0430,4
2084,giant gibbon; brick bobcat,income,p0431,4
2085,giant gibbon; brick bobcat,income,p0434,3
2086,giant gibbon; brick bobcat,income,p0438,4
2087,giant gibbon; brick bobcat,income,p0441,4
2088,giant gibbon; brick bobcat,income,p0442,2
2089,giant gibbon; brick bobcat,income,p0449,4
2090,giant gibbon; brick bobcat,income,p0450,4
2091,giant gibbon; brick bobcat,income,p0465,4
2092,giant gibbon; brick bobcat,income,p0471,3
2093,giant gibbon; brick bobcat,income,p0477,3
2094,giant gibbon; brick bobcat,income,p0483,3
2095,giant gibbon; brick bobcat,income,p0486,3
2096,giant gibbon; brick bobcat,income,p0487,3
2097,giant gibbon; brick bobcat,income,p0489,4
2098,giant gibbon; brick bobcat,income,p0497,4
2099,giant gibbon; brick bobcat,income,p0502,4
2100,giant gibbon; brick bobcat,income,p0503,2
2101,giant gibbon; brick bobcat,income,p0506,3
2102,giant gibbon; brick bobcat,income,p0511,4
2103,giant gibbon; brick bobcat,income,p0523,2
2104,giant gibbon; brick bobcat,income,p0534,4
2105,giant gibbon; brick bobcat,income,p0536,3
2106,giant gibbon; brick bobcat,income,p0542,4
2107,giant gibbon; brick bobcat,income,p0547,3
2108,giant gibbon; brick bobcat,income,p0553,4
2109,giant gibbon; brick bobcat,income,p0559,4
2110,giant gibbon; brick bobcat,income,p0566,4
2111,giant gibbon; brick bobcat,income,p0568,3
2112,giant gibbon; brick bobcat,income,p0570,2
2113,giant gibbon; brick bobcat,income,p0573,3
2114,giant gibbon; brick bobcat,income,p0578,2
2115,giant gibbon; brick bobcat,income,p0594,3
2116,giant gibbon; brick bobcat,income,p0597,2
2117,giant gibbon; brick bobcat,income,p0601,3
2118,giant gibbon; brick bobcat,income,p0602,2
2119,giant gibbon; brick bobcat,income,p0605,3
2120,giant gibbon; brick bobcat,income,p0615,2
2121,giant gibbon; brick bobcat,income,p0620,3
2122,giant gibbon; brick bobcat,income,p0626,3
2123,giant gibbon; brick bobcat,income,p0629,4
2124,giant gibbon; brick bobcat,income,p0633,2
2125,giant gibbon; brick bobcat,income,p0638,3
2126,giant gibbon; brick bobcat,income,p0639,4
2127,giant gibbon; brick bobcat,income,p0640,3
2128,giant gibbon; brick bobcat,income,p0655,4
2129,giant gibbon; brick bobcat,income,p0656,3
2130,giant gibbon; brick bobcat,income,p0658,4
2131,giant gibbon; brick bobcat,income,p0661,3
2132,giant gibbon; brick bobcat,income,p0669,3
2133,giant gibbon; brick bobcat,income,p0670,2
2134,giant gibbon; brick bobcat,income,p0672,3
2135,giant gibbon; brick bobcat,income,p0674,3
2136,giant gibbon; brick bobcat,income,p0678,4
2137,giant gibbon; brick bobcat,income,p0683,3
2138,giant gibbon; brick bobcat,income,p0686,3
2139,giant gibbon; brick bobcat,income,p0687,3
2140,giant gibbon; brick bobcat,income,p0698,2
2141,giant gibbon; brick bobcat,income,p0700,4
2142,giant gibbon; brick bobcat,income,p0703,3
2143,giant gibbon; brick bobcat,income,p0718,2
2144,giant gibbon; brick bobcat,income,p0744,4
2145,giant gibbon; brick bobcat,income,p0745,4
2146,giant gibbon; brick bobcat,income,p0753,2
2147,giant gibbon; brick bobcat,income,p0770,4
2148,giant gibbon; brick bobcat,income,p0771,3
2149,giant gibbon; brick bobcat,income,p0777,4
2150,giant gibbon; brick bobcat,income,p0779,4
2151,giant gibbon; brick bobcat,income,p0780,1
2152,giant gibbon; brick bobcat,income,p0783,3
2153,giant gibbon; brick bobcat,income,p0785,4
2154,giant gibbon; brick bobcat,income,p0786,3
2155,giant gibbon; brick bobcat,income,p0794,4
2156,giant gibbon; brick bobcat,income,p0798,4
2157,giant gibbon; brick bobcat,income,p0800,3
2158,giant gibbon; brick bobcat,income,p0820,2
2159,giant gibbon; brick bobcat,income,p0841,3
2160,giant gibbon; brick bobcat,income,p0849,3
2161,giant gibbon; brick bobcat,income,p0862,3
2162,giant gibbon; brick bobcat,income,p0867,4
2163,giant gibbon; brick bobcat,income,p0869,4
2164,giant gibbon; brick bobcat,income,p0872,3
2165,giant gibbon; brick bobcat,income,p0880,2
2166,giant gibbon; brick bobcat,income,p0891,3
2167,giant gibbon; brick bobcat,income,p0916,3
2168,giant gibbon; brick bobcat,income,p0917,4
2169,giant gibbon; brick bobcat,income,p0919,3
2170,giant gibbon; brick bobcat,income,p0922,2
