,condition,outcome,persona,response
0,limping llama; friendly frog,trust_competent_1,p0016,75
20164,limping llama; friendly frog,individual_solar_1,p0872,35
20165,limping llama; friendly frog,individual_solar_1,p0880,35
20166,limping llama; friendly frog,individual_solar_1,p0891,35
20167,limping llama; friendly frog,individual_solar_1,p0916,35
20168,limping llama; friendly frog,individual_solar_1,p0917,35
20169,limping llama; friendly frog,individual_solar_1,p0919,35
20170,limping llama; friendly frog,individual_solar_1,p0922,25
20171,limping llama; friendly frog,individual_solar_1,p0925,35
20172,limping llama; friendly frog,individual_solar_1,p0927,35
20173,limping llama; friendly frog,individual_solar_1,p0929,35
20174,limping llama; friendly frog,individual_solar_1,p0930,25
20175,limping llama; friendly frog,individual_solar_1,p0931,25
20176,limping llama; friendly frog,individual_solar_1,p0933,35
20177,limping llama; friendly frog,individual_solar_1,p0934,25
20178,limping llama; friendly frog,individual_solar_1,p0936,35
20179,limping llama; friendly frog,individual_solar_1,p0938,35
20180,limping llama; friendly frog,individual_solar_1,p0939,25
20181,limping llama; friendly frog,individual_solar_1,p0946,35
20182,limping llama; friendly frog,individual_solar_1,p0951,35
20183,limping llama; friendly frog,individual_solar_1,p0956,35
20184,limping llama; friendly frog,individual_solar_1,p0962,25
20185,limping llama; friendly frog,individual_solar_1,p0963,35
20186,limping llama; friendly frog,individual_solar_1,p0969,25
20187,limping llama; friendly frog,individual_solar_1,p0972,35
20188,limping llama; friendly frog,individual_solar_1,p0975,35
20189,limping llama; friendly frog,individual_solar_1,p0985,25
20190,limping llama; friendly frog,individual_solar_1,p0993,25
20191,limping llama; friendly frog,individual_solar_1,p0996,35
20192,limping llama; friendly frog,individual_solar_1,p1011,25
20193,limping llama; friendly frog,individual_solar_1,p1017,25
20194,limping llama; friendly frog,individual_solar_1,p1020,25
20195,limping llama; friendly frog,individual_solar_1,p1022,35
20196,limping llama; friendly frog,individual_solar_1,p1024,25
20197,limping llama; friendly frog,individual_solar_1,p1027,35
20198,limping llama; friendly frog,individual_solar_1,p1028,35
20199,limping llama; friendly frog,individual_solar_1,p1029,25
20200,limping llama; friendly frog,individual_solar_1,p1032,35
20201,limping llama; friendly frog,individual_solar_1,p1040,35
20202,limping llama; friendly frog,individual_solar_1,p1047,35
20203,limping llama; friendly frog,individual_solar_1,p1048,25
20204,limping llama; friendly frog,individual_solar_1,p1053,35
20205,limping llama; friendly frog,individual_solar_1,p1057,35
20206,limping llama; friendly frog,individual_solar_1,p1058,35
20207,limping llama; friendly frog,individual_solar_1,p1063,25
20208,limping llama; friendly frog,individual_solar_1,p1064,35
20209,limping llama; friendly frog,individual_solar_1,p1065,25
20210,limping llama; friendly frog,individual_solar_1,p1069,25
20211,limping llama; friendly frog,individual_solar_1,p1072,35
20212,limping llama; friendly frog,individual_solar_1,p1073,35
20213,limping llama; friendly frog,individual_solar_1,p1075,35
20214,limping llama; friendly frog,individual_solar_1,p1076,25
20215,limping llama; friendly frog,individual_solar_1,p1083,25
20216,limping llama; friendly frog,individual_solar_1,p1089,35
20217,limping llama; friendly frog,individual_solar_1,p1093,35
20218,limping llama; friendly frog,individual_solar_1,p1096,35
20219,limping llama; friendly frog,individual_solar_1,p1100,25
20220,limping llama; friendly frog,individual_solar_1,p1106,35
20221,limping llama; friendly frog,individual_solar_1,p1107,25
20222,limping llama; friendly frog,individual_solar_1,p1113,25
20223,limping llama; friendly frog,individual_solar_1,p1117,10
20224,limping llama; friendly frog,individual_solar_1,p1120,35
20225,limping llama; friendly frog,individual_solar_1,p1134,35
20226,limping llama; friendly frog,individual_solar_1,p1136,25
20227,limping llama; friendly frog,individual_solar_1,p1138,35
20228,limping llama; friendly frog,individual_solar_1,p1144,25
20229,limping llama; friendly frog,individual_solar_1,p1145,35
20230,limping llama; friendly frog,individual_solar_1,p1147,35
20231,limping llama; friendly frog,individual_solar_1,p1148,35
20232,limping llama; friendly frog,individual_solar_1,p1154,35
20233,limping llama; friendly frog,individual_solar_1,p1159,25
20234,limping llama; friendly frog,individual_solar_1,p1167,35
20235,limping llama; friendly frog,individual_solar_1,p1175,35
20236,limping llama; friendly frog,individual_solar_1,p1178,35
20237,limping llama; friendly frog,individual_solar_1,p1184,35
20238,limping llama; friendly frog,individual_solar_1,p1186,35
20239,limping llama; friendly frog,individual_solar_1,p1196,35
20240,limping llama; friendly frog,individual_solar_1,p1197,35
20241,limping llama; friendly frog,individual_solar_1,p1203,35
20242,limping llama; friendly frog,individual_solar_1,p1219,25
20243,limping llama; friendly frog,individual_solar_1,p1225,25
20244,limping llama; friendly frog,individual_solar_1,p1234,35
20245,limping llama; friendly frog,individual_solar_1,p1242,35
20246,limping llama; friendly frog,individual_solar_1,p1244,25
20247,limping llama; friendly frog,individual_solar_1,p1249,35
20248,limping llama; friendly frog,individual_solar_1,p1250,35
20249,limping llama; friendly frog,individual_solar_1,p1256,35
20250,limping llama; friendly frog,individual_solar_1,p1258,35
20251,limping llama; friendly frog,individual_solar_1,p1260,35
20252,limping llama; friendly frog,individual_solar_1,p1262,25
20253,limping llama; friendly frog,individual_solar_1,p1264,25
20254,limping llama; friendly frog,individual_solar_1,p1265,35
20255,limping llama; friendly frog,individual_solar_1,p1269,35
20256,limping llama; friendly frog,individual_solar_1,p1272,35
20257,limping llama; friendly frog,individual_solar_1,p1278,35
20258,limping llama; friendly frog,individual_solar_1,p1281,35
20259,limping llama; friendly frog,individual_solar_1,p1292,35
20260,limping llama; friendly frog,individual_solar_1,p1299,35
20261,limping llama; friendly frog,individual_solar_1,p1312,35
20262,limping llama; friendly frog,individual_solar_1,p1322,35
20263,limping llama; friendly frog,individual_solar_1,p1326,35
20264,limping llama; friendly frog,individual_solar_1,p1330,35
20265,limping llama; friendly frog,individual_solar_1,p1335,35
20266,limping llama; friendly frog,individual_solar_1,p1337,35
20267,limping llama; friendly frog,individual_solar_1,p1340,45
20268,limping llama; friendly frog,individual_solar_1,p1345,35
20269,limping llama; friendly frog,individual_solar_1,p1351,25
20270,limping llama; friendly frog,individual_solar_1,p1355,35
20271,limping llama; friendly frog,individual_solar_1,p1362,25
20272,limping llama; friendly frog,individual_solar_1,p1365,35
20273,limping llama; friendly frog,individual_solar_1,p1366,35
20274,limping llama; friendly frog,individual_solar_1,p1367,35
20275,limping llama; friendly frog,individual_solar_1,p1370,25
20276,limping llama; friendly frog,individual_solar_1,p1371,35
20277,limping llama; friendly frog,individual_solar_1,p1373,35
20278,limping llama; friendly frog,individual_solar_1,p1375,25
20279,limping llama; friendly frog,individual_solar_1,p1376,25
20280,limping llama; friendly frog,individual_solar_1,p1379,35
20281,limping llama; friendly frog,individual_solar_1,p1381,25
20282,limping llama; friendly frog,individual_solar_1,p1393,35
20283,limping llama; friendly frog,individual_solar_1,p1396,35
20284,limping llama; friendly frog,individual_solar_1,p1398,35
20285,limping llama; friendly frog,individual_solar_1,p1404,25
20286,limping llama; friendly frog,individual_solar_1,p1406,35
20287,limping llama; friendly frog,individual_solar_1,p1407,35
20288,limping llama; friendly frog,individual_solar_1,p1409,35
20289,limping llama; friendly frog,individual_solar_1,p1412,35
20290,limping llama; friendly frog,individual_solar_1,p1414,35
20291,limping llama; friendly frog,individual_solar_1,p1424,25
20292,limping llama; friendly frog,individual_solar_1,p1425,25
20293,limping llama; friendly frog,individual_solar_1,p1429,35
20294,limping llama; friendly frog,individual_solar_1,p1434,45
20295,limping llama; friendly frog,individual_solar_1,p1441,35
20296,limping llama; friendly frog,individual_solar_1,p1445,25
20297,limping llama; friendly frog,individual_solar_1,p1450,35
20298,limping llama; friendly frog,individual_solar_1,p1454,35
20299,limping llama; friendly frog,individual_solar_1,p1456,25
20300,limping llama; friendly frog,individual_solar_1,p1457,25
20301,limping llama; friendly frog,individual_solar_1,p1458,45
20302,limping llama; friendly frog,individual_solar_1,p1469,35
20303,limping llama; friendly frog,individual_solar_1,p1470,25
20304,limping llama; friendly frog,individual_solar_1,p1481,25
20305,limping llama; friendly frog,individual_solar_1,p1488,25
20306,limping llama; friendly frog,individual_solar_1,p1492,35
20307,limping llama; friendly frog,individual_solar_1,p1495,25
20308,limping llama; friendly frog,individual_solar_1,p1497,35
20309,limping llama; friendly frog,individual_solar_1,p1499,35
20310,limping llama; friendly frog,individual_solar_1,p1503,35
20311,limping llama; friendly frog,individual_solar_1,p1511,35
20312,limping llama; friendly frog,individual_solar_1,p1512,25
20313,limping llama; friendly frog,individual_solar_1,p1518,25
20314,limping llama; friendly frog,individual_solar_1,p1519,25
20315,limping llama; friendly frog,individual_solar_1,p1520,25
20316,limping llama; friendly frog,individual_solar_1,p1524,35
20317,limping llama; friendly frog,individual_solar_1,p1526,35
20318,limping llama; friendly frog,individual_solar_1,p1537,25
20319,limping llama; friendly frog,individual_solar_1,p1545,35
20320,limping llama; friendly frog,individual_solar_1,p1547,35
20321,limping llama; friendly frog,individual_solar_1,p1552,35
20322,limping llama; friendly frog,individual_solar_1,p1567,35
20323,limping llama; friendly frog,individual_solar_1,p1568,35
20324,limping llama; friendly frog,individual_solar_1,p1579,20
20325,limping llama; friendly frog,individual_solar_1,p1587,15
20326,limping llama; friendly frog,individual_solar_1,p1596,25
20327,limping llama; friendly frog,individual_solar_1,p1600,35
20328,limping llama; friendly frog,individual_solar_1,p1603,35
20329,limping llama; friendly frog,individual_solar_1,p1604,35
20330,limping llama; friendly frog,individual_solar_1,p1610,35
20331,limping llama; friendly frog,individual_solar_1,p1618,25
20332,limping llama; friendly frog,individual_solar_1,p1619,35
20333,limping llama; friendly frog,individual_solar_1,p1622,35
20334,limping llama; friendly frog,individual_solar_1,p1623,25
20335,limping llama; friendly frog,individual_solar_1,p1630,25
20336,limping llama; friendly frog,individual_solar_1,p1641,35
20337,limping llama; friendly frog,individual_solar_1,p1649,25
20338,limping llama; friendly frog,individual_solar_1,p1652,35
20339,limping llama; friendly frog,individual_solar_1,p1665,35
20340,limping llama; friendly frog,individual_solar_1,p1669,25
20341,limping llama; friendly frog,individual_solar_1,p1685,25
20342,limping llama; friendly frog,individual_solar_1,p1693,35
20343,limping llama; friendly frog,individual_solar_1,p1698,35
20344,limping llama; friendly frog,individual_solar_1,p1704,35
20345,limping llama; friendly frog,individual_solar_1,p1711,35
20346,limping llama; friendly frog,individual_solar_1,p1718,25
20347,limping llama; friendly frog,individual_solar_1,p1732,25
20348,limping llama; friendly frog,individual_solar_1,p1739,35
20349,limping llama; friendly frog,individual_solar_1,p1741,35
20350,limping llama; friendly frog,individual_solar_1,p1746,25
20351,limping llama; friendly frog,individual_solar_1,p1751,25
20352,limping llama; friendly frog,individual_solar_1,p1754,25
20353,limping llama; friendly frog,individual_solar_1,p1769,25
20354,limping llama; friendly frog,individual_solar_1,p1771,35
20355,limping llama; friendly frog,individual_solar_1,p1776,15
20356,limping llama; friendly frog,individual_solar_1,p1780,35
20357,limping llama; friendly frog,individual_solar_1,p1785,25
20358,limping llama; friendly frog,individual_solar_1,p1791,35
20359,limping llama; friendly frog,individual_solar_1,p1793,35
20360,limping llama; friendly frog,individual_solar_1,p1796,35
20361,limping llama; friendly frog,individual_solar_1,p1805,35
20362,limping llama; friendly frog,individual_solar_1,p1812,45
20363,limping llama; friendly frog,individual_solar_1,p1816,35
20364,limping llama; friendly frog,individual_solar_1,p1819,35
20365,limping llama; friendly frog,individual_solar_1,p1825,25
20366,limping llama; friendly frog,individual_solar_1,p1836,35
20367,limping llama; friendly frog,individual_solar_1,p1839,25
20368,limping llama; friendly frog,individual_solar_1,p1861,35
20369,limping llama; friendly frog,individual_solar_1,p1863,35
20370,limping llama; friendly frog,individual_solar_1,p1873,35
20371,limping llama; friendly frog,individual_solar_1,p1875,25
20372,limping llama; friendly frog,individual_solar_1,p1876,35
20373,limping llama; friendly frog,individual_solar_1,p1877,25
20374,limping llama; friendly frog,individual_solar_1,p1880,35
20375,limping llama; friendly frog,individual_solar_1,p1883,35
20376,limping llama; friendly frog,individual_solar_1,p1889,15
20377,limping llama; friendly frog,individual_solar_1,p1893,35
20378,limping llama; friendly frog,individual_solar_1,p1896,15
20379,limping llama; friendly frog,individual_solar_1,p1913,35
20380,limping llama; friendly frog,individual_solar_1,p1922,25
20381,limping llama; friendly frog,individual_solar_1,p1930,45
20382,limping llama; friendly frog,individual_solar_1,p1935,35
20383,limping llama; friendly frog,individual_solar_1,p1940,35
20384,limping llama; friendly frog,individual_solar_1,p1948,25
20385,limping llama; friendly frog,individual_solar_1,p1950,35
20386,limping llama; friendly frog,individual_solar_1,p1954,35
20387,limping llama; friendly frog,individual_solar_1,p1956,25
20388,limping llama; friendly frog,individual_solar_1,p1958,35
20389,limping llama; friendly frog,individual_solar_1,p1967,45
20390,limping llama; friendly frog,individual_solar_1,p1973,35
20391,limping llama; friendly frog,individual_solar_1,p1978,35
20392,limping llama; friendly frog,individual_solar_1,p1983,25
20393,limping llama; friendly frog,individual_solar_1,p1984,25
20394,limping llama; friendly frog,individual_solar_1,p1995,25
20395,limping llama; friendly frog,individual_solar_1,p1996,35
20396,limping llama; friendly frog,individual_solar_1,p1997,35
20397,limping llama; friendly frog,individual_solar_1,p2001,35
20398,limping llama; friendly frog,individual_solar_1,p2002,35
20399,limping llama; friendly frog,individual_solar_1,p2013,45
20400,limping llama; friendly frog,individual_solar_1,p2014,35
20401,limping llama; friendly frog,individual_solar_1,p2016,45
20402,limping llama; friendly frog,individual_solar_1,p2018,25
20403,limping llama; friendly frog,individual_solar_1,p2023,35
20404,limping llama; friendly frog,individual_solar_1,p2025,25
20405,limping llama; friendly frog,individual_solar_1,p2028,25
20406,limping llama; friendly frog,individual_solar_1,p2030,35
20407,limping llama; friendly frog,individual_solar_1,p2033,35
20408,limping llama; friendly frog,individual_solar_1,p2040,25
20409,limping llama; friendly frog,individual_solar_1,p2051,35
20410,limping llama; friendly frog,individual_solar_1,p2052,35
20411,limping llama; friendly frog,individual_solar_1,p2066,25
20412,limping llama; friendly frog,individual_solar_1,p2067,35
20413,limping llama; friendly frog,individual_solar_1,p2073,45
20414,limping llama; friendly frog,individual_solar_1,p2077,35
20415,limping llama; friendly frog,individual_solar_1,p2078,35
20416,limping llama; friendly frog,individual_solar_1,p2086,35
20417,limping llama; friendly frog,individual_solar_1,p2089,35
20418,limping llama; friendly frog,individual_solar_1,p2093,15
20419,limping llama; friendly frog,individual_solar_1,p2094,35
20420,limping llama; friendly frog,individual_solar_1,p2111,35
20421,limping llama; friendly frog,individual_solar_1,p2117,35
20422,limping llama; friendly frog,individual_solar_1,p2121,35
20423,limping llama; friendly frog,individual_solar_1,p2127,35
20424,limping llama; friendly frog,individual_solar_1,p2141,15
20425,limping llama; friendly frog,individual_solar_1,p2142,20
20426,limping llama; friendly frog,individual_solar_1,p2143,45
20427,limping llama; friendly frog,individual_solar_1,p2153,25
20428,limping llama; friendly frog,individual_solar_1,p2155,35
20429,limping llama; friendly frog,individual_solar_1,p2169,25
20430,limping llama; friendly frog,individual_solar_1,p2187,35
20431,limping llama; friendly frog,individual_solar_1,p2188,35
20432,limping llama; friendly frog,individual_solar_1,p2197,35
20433,limping llama; friendly frog,individual_solar_1,p2213,35
20434,limping llama; friendly frog,individual_solar_1,p2214,35
20435,limping llama; friendly frog,individual_solar_1,p2215,35
20436,limping llama; friendly frog,individual_solar_1,p2220,35
20437,limping llama; friendly frog,individual_solar_1,p2223,35
20438,limping llama; friendly frog,individual_solar_1,p2229,35
20439,limping llama; friendly frog,individual_solar_1,p2234,15
20440,limping llama; friendly frog,individual_solar_1,p2237,35
20441,limping llama; friendly frog,individual_solar_1,p2238,35
20442,limping llama; friendly frog,individual_solar_1,p2244,35
20443,limping llama; friendly frog,individual_solar_1,p2248,25
20444,limping llama; friendly frog,individual_solar_1,p2252,35
20445,limping llama; friendly frog,individual_solar_1,p2255,10
20446,limping llama; friendly frog,individual_solar_1,p2261,25
20447,limping llama; friendly frog,individual_solar_1,p2263,35
20448,limping llama; friendly frog,individual_solar_1,p2273,35
20449,limping llama; friendly frog,individual_solar_1,p2275,35
20450,limping llama; friendly frog,individual_solar_1,p2276,35
20451,limping llama; friendly frog,individual_solar_1,p2283,15
20452,limping llama; friendly frog,individual_solar_1,p2287,35
20453,limping llama; friendly frog,individual_solar_1,p2296,25
20454,limping llama; friendly frog,individual_solar_1,p2298,35
20455,limping llama; friendly frog,individual_solar_1,p2304,35
20456,limping llama; friendly frog,individual_solar_1,p2310,35
20457,limping llama; friendly frog,individual_solar_1,p2322,35
20458,limping llama; friendly frog,individual_solar_1,p2326,35
20459,limping llama; friendly frog,individual_solar_1,p2330,25
20460,limping llama; friendly frog,individual_solar_1,p2331,25
20461,limping llama; friendly frog,individual_solar_1,p2333,25
20462,limping llama; friendly frog,individual_solar_1,p2347,35
20463,limping llama; friendly frog,individual_solar_1,p2350,35
20464,limping llama; friendly frog,individual_solar_1,p2351,35
20465,limping llama; friendly frog,individual_solar_1,p2353,35
20466,limping llama; friendly frog,individual_solar_1,p2355,35
20467,limping llama; friendly frog,individual_solar_1,p2363,10
20468,limping llama; friendly frog,individual_solar_1,p2378,35
20469,limping llama; friendly frog,individual_solar_1,p2380,35
20470,limping llama; friendly frog,individual_solar_1,p2387,35
20471,limping llama; friendly frog,individual_solar_1,p2398,35
20472,limping llama; friendly frog,individual_solar_1,p2400,35
20473,limping llama; friendly frog,individual_solar_1,p2403,35
20474,limping llama; friendly frog,individual_solar_1,p2408,35
20475,limping llama; friendly frog,individual_solar_1,p2418,35
20476,limping llama; friendly frog,individual_solar_1,p2426,25
20477,limping llama; friendly frog,individual_solar_1,p2428,25
20478,limping llama; friendly frog,individual_solar_1,p2434,35
20479,limping llama; friendly frog,individual_solar_1,p2446,15
20480,limping llama; friendly frog,individual_solar_1,p2452,35
20481,limping llama; friendly frog,individual_solar_1,p2454,35
20482,limping llama; friendly frog,individual_solar_1,p2462,35
20483,limping llama; friendly frog,individual_solar_1,p2467,15
20484,limping llama; friendly frog,individual_solar_1,p2482,35
20485,limping llama; friendly frog,individual_solar_1,p2489,35
20486,limping llama; friendly frog,individual_solar_1,p2490,25
20487,limping llama; friendly frog,individual_solar_1,p2494,25
20488,limping llama; friendly frog,individual_solar_1,p2502,35
20489,limping llama; friendly frog,individual_solar_1,p2503,35
20490,limping llama; friendly frog,individual_solar_1,p2522,35
20491,limping llama; friendly frog,individual_solar_1,p2524,35
20492,limping llama; friendly frog,individual_solar_1,p2533,10
20493,limping llama; friendly frog,individual_solar_1,p2566,35
20494,limping llama; friendly frog,individual_solar_1,p2571,35
20495,limping llama; friendly frog,individual_solar_1,p2573,25
20496,limping llama; friendly frog,individual_solar_1,p2582,35
20497,limping llama; friendly frog,individual_solar_1,p2591,15
20498,limping llama; friendly frog,individual_solar_1,p2592,35
20499,limping llama; friendly frog,individual_solar_1,p2595,35
20500,limping llama; friendly frog,individual_fly_1,p0016,35
20501,limping llama; friendly frog,individual_fly_1,p0022,35
20502,limping llama; friendly frog,individual_fly_1,p0023,35
20503,limping llama; friendly frog,individual_fly_1,p0026,35
20504,limping llama; friendly frog,individual_fly_1,p0034,25
20505,limping llama; friendly frog,individual_fly_1,p0036,35
20506,limping llama; friendly frog,individual_fly_1,p0037,35
20507,limping llama; friendly frog,individual_fly_1,p0042,35
20508,limping llama; friendly frog,individual_fly_1,p0057,35
20509,limping llama; friendly frog,individual_fly_1,p0066,25
20510,limping llama; friendly frog,individual_fly_1,p0069,25
20511,limping llama; friendly frog,individual_fly_1,p0072,35
20512,limping llama; friendly frog,individual_fly_1,p0073,35
20513,limping llama; friendly frog,individual_fly_1,p0082,35
20514,limping llama; friendly frog,individual_fly_1,p0091,35
20515,limping llama; friendly frog,individual_fly_1,p0092,35
20516,limping llama; friendly frog,individual_fly_1,p0093,35
20517,limping llama; friendly frog,individual_fly_1,p0095,35
20518,limping llama; friendly frog,individual_fly_1,p0107,35
20519,limping llama; friendly frog,individual_fly_1,p0114,35
20520,limping llama; friendly frog,individual_fly_1,p0116,35
20521,limping llama; friendly frog,individual_fly_1,p0118,35
20522,limping llama; friendly frog,individual_fly_1,p0119,35
20523,limping llama; friendly frog,individual_fly_1,p0126,35
20524,limping llama; friendly frog,individual_fly_1,p0129,35
20525,limping llama; friendly frog,individual_fly_1,p0136,35
20526,limping llama; friendly frog,individual_fly_1,p0138,35
20527,limping llama; friendly frog,individual_fly_1,p0144,35
20528,limping llama; friendly frog,individual_fly_1,p0150,35
20529,limping llama; friendly frog,individual_fly_1,p0152,35
20530,limping llama; friendly frog,individual_fly_1,p0158,35
20531,limping llama; friendly frog,individual_fly_1,p0161,25
20532,limping llama; friendly frog,individual_fly_1,p0164,25
20533,limping llama; friendly frog,individual_fly_1,p0175,35
20534,limping llama; friendly frog,individual_fly_1,p0177,35
20535,limping llama; friendly frog,individual_fly_1,p0178,35
20536,limping llama; friendly frog,individual_fly_1,p0181,25
20537,limping llama; friendly frog,individual_fly_1,p0186,35
20538,limping llama; friendly frog,individual_fly_1,p0196,35
20539,limping llama; friendly frog,individual_fly_1,p0198,35
20540,limping llama; friendly frog,individual_fly_1,p0202,35
20541,limping llama; friendly frog,individual_fly_1,p0205,35
20542,limping llama; friendly frog,individual_fly_1,p0207,35
20543,limping llama; friendly frog,individual_fly_1,p0211,35
20544,limping llama; friendly frog,individual_fly_1,p0227,35
20545,limping llama; friendly frog,individual_fly_1,p0229,35
20546,limping llama; friendly frog,individual_fly_1,p0232,35
20547,limping llama; friendly frog,individual_fly_1,p0233,25
20548,limping llama; friendly frog,individual_fly_1,p0237,35
20549,limping llama; friendly frog,individual_fly_1,p0258,35
20550,limping llama; friendly frog,individual_fly_1,p0268,35
20551,limping llama; friendly frog,individual_fly_1,p0274,35
20552,limping llama; friendly frog,individual_fly_1,p0275,35
20553,limping llama; friendly frog,individual_fly_1,p0277,35
20554,limping llama; friendly frog,individual_fly_1,p0288,35
20555,limping llama; friendly frog,individual_fly_1,p0291,35
20556,limping llama; friendly frog,individual_fly_1,p0307,35
20557,limping llama; friendly frog,individual_fly_1,p0308,35
20558,limping llama; friendly frog,individual_fly_1,p0317,15
20559,limping llama; friendly frog,individual_fly_1,p0325,35
20560,limping llama; friendly frog,individual_fly_1,p0327,35
20561,limping llama; friendly frog,individual_fly_1,p0334,35
20562,limping llama; friendly frog,individual_fly_1,p0336,35
20563,limping llama; friendly frog,individual_fly_1,p0338,35
20564,limping llama; friendly frog,individual_fly_1,p0342,35
20565,limping llama; friendly frog,individual_fly_1,p0349,35
20566,limping llama; friendly frog,individual_fly_1,p0356,25
20567,limping llama; friendly frog,individual_fly_1,p0358,35
20568,limping llama; friendly frog,individual_fly_1,p0363,35
20569,limping llama; friendly frog,individual_fly_1,p0364,35
20570,limping llama; friendly frog,individual_fly_1,p0369,35
20571,limping llama; friendly frog,individual_fly_1,p0370,35
20572,limping llama; friendly frog,individual_fly_1,p0371,35
20573,limping llama; friendly frog,individual_fly_1,p0379,35
20574,limping llama; friendly frog,individual_fly_1,p0386,35
20575,limping llama; friendly frog,individual_fly_1,p0396,35
20576,limping llama; friendly frog,individual_fly_1,p0403,35
20577,limping llama; friendly frog,individual_fly_1,p0405,35
20578,limping llama; friendly frog,individual_fly_1,p0412,35
20579,limping llama; friendly frog,individual_fly_1,p0415,35
20580,limping llama; friendly frog,individual_fly_1,p0416,35
20581,limping llama; friendly frog,individual_fly_1,p0417,35
20582,limping llama; friendly frog,individual_fly_1,p0418,35
20583,limping llama; friendly frog,individual_fly_1,p0430,35
20584,limping llama; friendly frog,individual_fly_1,p0431,35
20585,limping llama; friendly frog,individual_fly_1,p0434,20
20586,limping llama; friendly frog,individual_fly_1,p0438,35
20587,limping llama; friendly frog,individual_fly_1,p0441,35
20588,limping llama; friendly frog,individual_fly_1,p0442,35
20589,limping llama; friendly frog,individual_fly_1,p0449,35
20590,limping llama; friendly frog,individual_fly_1,p0450,35
20591,limping llama; friendly frog,individual_fly_1,p0465,35
20592,limping llama; friendly frog,individual_fly_1,p0471,35
20593,limping llama; friendly frog,individual_fly_1,p0477,35
20594,limping llama; friendly frog,individual_fly_1,p0483,35
20595,limping llama; friendly frog,individual_fly_1,p0486,25
20596,limping llama; friendly frog,individual_fly_1,p0487,35
20597,limping llama; friendly frog,individual_fly_1,p0489,35
20598,limping llama; friendly frog,individual_fly_1,p0497,15
20599,limping llama; friendly frog,individual_fly_1,p0502,25
20600,limping llama; friendly frog,individual_fly_1,p0503,35
20601,limping llama; friendly frog,individual_fly_1,p0506,35
20602,limping llama; friendly frog,individual_fly_1,p0511,35
20603,limping llama; friendly frog,individual_fly_1,p0523,35
20604,limping llama; friendly frog,individual_fly_1,p0534,25
20605,limping llama; friendly frog,individual_fly_1,p0536,35
20606,limping llama; friendly frog,individual_fly_1,p0542,15
20607,limping llama; friendly frog,individual_fly_1,p0547,35
20608,limping llama; friendly frog,individual_fly_1,p0553,35
20609,limping llama; friendly frog,individual_fly_1,p0559,35
20610,limping llama; friendly frog,individual_fly_1,p0566,35
20611,limping llama; friendly frog,individual_fly_1,p0568,35
20612,limping llama; friendly frog,individual_fly_1,p0570,35
20613,limping llama; friendly frog,individual_fly_1,p0573,35
20614,limping llama; friendly frog,individual_fly_1,p0578,35
20615,limping llama; friendly frog,individual_fly_1,p0594,35
20616,limping llama; friendly frog,individual_fly_1,p0597,35
20617,limping llama; friendly frog,individual_fly_1,p0601,35
20618,limping llama; friendly frog,individual_fly_1,p0602,35
20619,limping llama; friendly frog,individual_fly_1,p0605,35
20620,limping llama; friendly frog,individual_fly_1,p0615,35
20621,limping llama; friendly frog,individual_fly_1,p0620,35
20622,limping llama; friendly frog,individual_fly_1,p0626,35
20623,limping llama; friendly frog,individual_fly_1,p0629,35
20624,limping llama; friendly frog,individual_fly_1,p0633,35
20625,limping llama; friendly frog,individual_fly_1,p0638,35
20626,limping llama; friendly frog,individual_fly_1,p0639,35
20627,limping llama; friendly frog,individual_fly_1,p0640,25
20628,limping llama; friendly frog,individual_fly_1,p0655,25
20629,limping llama; friendly frog,individual_fly_1,p0656,35
20630,limping llama; friendly frog,individual_fly_1,p0658,25
20631,limping llama; friendly frog,individual_fly_1,p0661,35
20632,limping llama; friendly frog,individual_fly_1,p0669,35
20633,limping llama; friendly frog,individual_fly_1,p0670,35
20634,limping llama; friendly frog,individual_fly_1,p0672,35
20635,limping llama; friendly frog,individual_fly_1,p0674,35
20636,limping llama; friendly frog,individual_fly_1,p0678,35
20637,limping llama; friendly frog,individual_fly_1,p0683,35
20638,limping llama; friendly frog,individual_fly_1,p0686,35
20639,limping llama; friendly frog,individual_fly_1,p0687,35
20640,limping llama; friendly frog,individual_fly_1,p0698,35
20641,limping llama; friendly frog,individual_fly_1,p0700,35
20642,limping llama; friendly frog,individual_fly_1,p0703,25
20643,limping llama; friendly frog,individual_fly_1,p0718,35
20644,limping llama; friendly frog,individual_fly_1,p0744,35
20645,limping llama; friendly frog,individual_fly_1,p0745,35
20646,limping llama; friendly frog,individual_fly_1,p0753,35
20647,limping llama; friendly frog,individual_fly_1,p0770,35
20648,limping llama; friendly frog,individual_fly_1,p0771,35
20649,limping llama; friendly frog,individual_fly_1,p0777,35
20650,limping llama; friendly frog,individual_fly_1,p0779,35
20651,limping llama; friendly frog,individual_fly_1,p0780,35
20652,limping llama; friendly frog,individual_fly_1,p0783,35
20653,limping llama; friendly frog,individual_fly_1,p0785,35
20654,limping llama; friendly frog,individual_fly_1,p0786,35
20655,limping llama; friendly frog,individual_fly_1,p0794,25
20656,limping llama; friendly frog,individual_fly_1,p0798,25
20657,limping llama; friendly frog,individual_fly_1,p0800,35
20658,limping llama; friendly frog,individual_fly_1,p0820,35
20659,limping llama; friendly frog,individual_fly_1,p0841,25
20660,limping llama; friendly frog,individual_fly_1,p0849,35
20661,limping llama; friendly frog,individual_fly_1,p0862,35
