,condition,outcome,persona,response
0,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p0016,75
16862,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1812,78
16863,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1816,75
16864,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1819,75
16865,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1825,85
16866,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1836,85
16867,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1839,85
16868,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1861,85
16869,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1863,75
16870,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1873,75
16871,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1875,65
16872,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1876,85
16873,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1877,85
16874,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1880,68
16875,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1883,75
16876,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1889,65
16877,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1893,78
16878,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1896,75
16879,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1913,78
16880,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1922,85
16881,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1930,78
16882,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1935,78
16883,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1940,85
16884,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1948,75
16885,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1950,75
16886,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1954,75
16887,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1956,65
16888,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1958,85
16889,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1967,78
16890,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1973,85
16891,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1978,78
16892,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1983,75
16893,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1984,75
16894,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1995,85
16895,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1996,78
16896,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p1997,78
16897,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2001,78
16898,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2002,75
16899,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2013,85
16900,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2014,68
16901,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2016,75
16902,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2018,65
16903,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2023,85
16904,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2025,85
16905,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2028,75
16906,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2030,85
16907,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2033,78
16908,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2040,75
16909,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2051,75
16910,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2052,75
16911,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2066,65
16912,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2067,85
16913,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2073,85
16914,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2077,78
16915,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2078,75
16916,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2086,78
16917,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2089,85
16918,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2093,65
16919,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2094,85
16920,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2111,75
16921,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2117,75
16922,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2121,82
16923,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2127,78
16924,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2141,85
16925,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2142,75
16926,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2143,78
16927,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2153,75
16928,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2155,78
16929,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2169,75
16930,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2187,78
16931,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2188,78
16932,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2197,85
16933,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2213,75
16934,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2214,78
16935,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2215,85
16936,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2220,75
16937,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2223,78
16938,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2229,75
16939,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2234,85
16940,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2237,85
16941,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2238,78
16942,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2244,78
16943,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2248,75
16944,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2252,78
16945,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2255,65
16946,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2261,75
16947,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2263,85
16948,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2273,75
16949,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2275,85
16950,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2276,75
16951,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2283,75
16952,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2287,75
16953,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2296,75
16954,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2298,75
16955,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2304,85
16956,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2310,75
16957,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2322,72
16958,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2326,78
16959,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2330,85
16960,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2331,85
16961,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2333,75
16962,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2347,85
16963,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2350,75
16964,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2351,75
16965,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2353,75
16966,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2355,75
16967,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2363,75
16968,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2378,85
16969,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2380,85
16970,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2387,85
16971,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2398,75
16972,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2400,85
16973,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2403,85
16974,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2408,75
16975,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2418,78
16976,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2426,85
16977,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2428,75
16978,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2434,78
16979,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2446,72
16980,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2452,75
16981,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2454,75
16982,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2462,85
16983,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2467,75
16984,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2482,78
16985,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2489,75
16986,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2490,75
16987,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2494,75
16988,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2502,75
16989,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2503,85
16990,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2522,85
16991,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2524,85
16992,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2533,65
16993,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2566,85
16994,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2571,85
16995,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2573,75
16996,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2582,78
16997,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2591,75
16998,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2592,85
16999,crushing chicken; gross grasshopper; homely halibut,policy_specific_3_1,p2595,75
17000,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0016,85
17001,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0022,75
17002,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0023,85
17003,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0026,85
17004,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0034,85
17005,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0036,75
17006,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0037,78
17007,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0042,78
17008,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0057,85
17009,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0066,85
17010,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0069,85
17011,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0072,85
17012,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0073,85
17013,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0082,85
17014,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0091,85
17015,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0092,75
17016,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0093,85
17017,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0095,85
17018,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0107,78
17019,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0114,85
17020,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0116,78
17021,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0118,75
17022,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0119,75
17023,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0126,78
17024,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0129,75
17025,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0136,75
17026,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0138,75
17027,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0144,78
17028,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0150,75
17029,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0152,75
17030,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0158,75
17031,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0161,78
17032,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0164,75
17033,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0175,75
17034,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0177,78
17035,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0178,85
17036,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0181,85
17037,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0186,75
17038,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0196,78
17039,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0198,85
17040,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0202,85
17041,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0205,85
17042,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0207,75
17043,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0211,85
17044,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0227,75
17045,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0229,78
17046,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0232,85
17047,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0233,75
17048,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0237,85
17049,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0258,78
17050,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0268,75
17051,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0274,78
17052,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0275,75
17053,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0277,75
17054,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0288,85
17055,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0291,85
17056,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0307,75
17057,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0308,85
17058,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0317,75
17059,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0325,85
17060,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0327,78
17061,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0334,85
17062,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0336,85
17063,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0338,75
17064,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0342,85
17065,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0349,78
17066,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0356,85
17067,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0358,85
17068,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0363,85
17069,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0364,85
17070,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0369,85
17071,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0370,75
17072,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0371,75
17073,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0379,78
17074,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0386,85
17075,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0396,78
17076,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0403,78
17077,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0405,85
17078,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0412,85
17079,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0415,75
17080,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0416,78
17081,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0417,78
17082,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0418,78
17083,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0430,85
17084,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0431,85
17085,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0434,75
17086,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0438,85
17087,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0441,75
17088,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0442,75
17089,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0449,75
17090,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0450,85
17091,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0465,78
17092,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0471,78
17093,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0477,85
17094,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0483,78
17095,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0486,85
17096,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0487,78
17097,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0489,85
17098,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0497,85
17099,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0502,85
17100,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0503,85
17101,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0506,75
17102,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0511,85
17103,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0523,78
17104,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0534,85
17105,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0536,78
17106,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0542,75
17107,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0547,85
17108,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0553,85
17109,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0559,85
17110,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0566,85
17111,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0568,85
17112,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0570,75
17113,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0573,75
17114,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0578,78
17115,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0594,75
17116,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0597,78
17117,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0601,78
17118,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0602,75
17119,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0605,75
17120,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0615,75
17121,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0620,78
17122,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0626,78
17123,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0629,85
17124,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0633,75
17125,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0638,78
17126,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0639,85
17127,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0640,85
17128,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0655,85
17129,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0656,78
17130,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0658,75
17131,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0661,78
17132,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0669,85
17133,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0670,78
17134,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0672,78
17135,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0674,85
17136,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0678,85
17137,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0683,78
17138,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0686,78
17139,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0687,85
17140,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0698,85
17141,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0700,78
17142,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0703,75
17143,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0718,75
17144,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0744,85
17145,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0745,85
17146,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0753,75
17147,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0770,85
17148,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0771,85
17149,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0777,85
17150,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0779,85
17151,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0780,75
17152,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0783,78
17153,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0785,78
17154,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0786,75
17155,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0794,75
17156,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0798,85
17157,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0800,85
17158,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0820,75
17159,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0841,78
17160,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0849,75
17161,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0862,85
17162,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0867,78
17163,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0869,85
17164,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0872,85
17165,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0880,75
17166,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0891,75
17167,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0916,85
17168,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0917,85
17169,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0919,85
17170,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0922,75
17171,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0925,78
17172,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0927,85
17173,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0929,75
17174,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0930,85
17175,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0931,75
17176,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0933,75
17177,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0934,75
17178,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0936,85
17179,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0938,78
17180,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0939,75
17181,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0946,78
17182,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0951,75
17183,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0956,85
17184,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0962,85
17185,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0963,78
17186,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0969,85
17187,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0972,75
17188,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0975,75
17189,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0985,75
17190,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0993,85
17191,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p0996,78
17192,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1011,75
17193,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1017,75
17194,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1020,85
17195,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1022,85
17196,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1024,75
17197,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1027,85
17198,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1028,85
17199,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1029,75
17200,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1032,78
17201,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1040,78
17202,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1047,78
17203,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1048,75
17204,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1053,75
17205,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1057,85
17206,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1058,75
17207,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1063,78
17208,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1064,85
17209,crushing chicken; gross grasshopper; homely halibut,policy_specific_4_1,p1065,75
