,condition,outcome,persona,response
0,giant gibbon; brick bobcat,trust_competent_1,p0016,78
20270,giant gibbon; brick bobcat,individual_solar_1,p1355,25
20271,giant gibbon; brick bobcat,individual_solar_1,p1362,20
20272,giant gibbon; brick bobcat,individual_solar_1,p1365,25
20273,giant gibbon; brick bobcat,individual_solar_1,p1366,25
20274,giant gibbon; brick bobcat,individual_solar_1,p1367,25
20275,giant gibbon; brick bobcat,individual_solar_1,p1370,20
20276,giant gibbon; brick bobcat,individual_solar_1,p1371,25
20277,giant gibbon; brick bobcat,individual_solar_1,p1373,35
20278,giant gibbon; brick bobcat,individual_solar_1,p1375,25
20279,giant gibbon; brick bobcat,individual_solar_1,p1376,25
20280,giant gibbon; brick bobcat,individual_solar_1,p1379,25
20281,giant gibbon; brick bobcat,individual_solar_1,p1381,25
20282,giant gibbon; brick bobcat,individual_solar_1,p1393,35
20283,giant gibbon; brick bobcat,individual_solar_1,p1396,25
20284,giant gibbon; brick bobcat,individual_solar_1,p1398,35
20285,giant gibbon; brick bobcat,individual_solar_1,p1404,20
20286,giant gibbon; brick bobcat,individual_solar_1,p1406,25
20287,giant gibbon; brick bobcat,individual_solar_1,p1407,25
20288,giant gibbon; brick bobcat,individual_solar_1,p1409,25
20289,giant gibbon; brick bobcat,individual_solar_1,p1412,25
20290,giant gibbon; brick bobcat,individual_solar_1,p1414,35
20291,giant gibbon; brick bobcat,individual_solar_1,p1424,20
20292,giant gibbon; brick bobcat,individual_solar_1,p1425,25
20293,giant gibbon; brick bobcat,individual_solar_1,p1429,25
20294,giant gibbon; brick bobcat,individual_solar_1,p1434,35
20295,giant gibbon; brick bobcat,individual_solar_1,p1441,25
20296,giant gibbon; brick bobcat,individual_solar_1,p1445,20
20297,giant gibbon; brick bobcat,individual_solar_1,p1450,25
20298,giant gibbon; brick bobcat,individual_solar_1,p1454,25
20299,giant gibbon; brick bobcat,individual_solar_1,p1456,25
20300,giant gibbon; brick bobcat,individual_solar_1,p1457,25
20301,giant gibbon; brick bobcat,individual_solar_1,p1458,35
20302,giant gibbon; brick bobcat,individual_solar_1,p1469,35
20303,giant gibbon; brick bobcat,individual_solar_1,p1470,25
20304,giant gibbon; brick bobcat,individual_solar_1,p1481,35
20305,giant gibbon; brick bobcat,individual_solar_1,p1488,25
20306,giant gibbon; brick bobcat,individual_solar_1,p1492,25
20307,giant gibbon; brick bobcat,individual_solar_1,p1495,20
20308,giant gibbon; brick bobcat,individual_solar_1,p1497,25
20309,giant gibbon; brick bobcat,individual_solar_1,p1499,35
20310,giant gibbon; brick bobcat,individual_solar_1,p1503,35
20311,giant gibbon; brick bobcat,individual_solar_1,p1511,35
20312,giant gibbon; brick bobcat,individual_solar_1,p1512,25
20313,giant gibbon; brick bobcat,individual_solar_1,p1518,35
20314,giant gibbon; brick bobcat,individual_solar_1,p1519,25
20315,giant gibbon; brick bobcat,individual_solar_1,p1520,25
20316,giant gibbon; brick bobcat,individual_solar_1,p1524,25
20317,giant gibbon; brick bobcat,individual_solar_1,p1526,25
20318,giant gibbon; brick bobcat,individual_solar_1,p1537,20
20319,giant gibbon; brick bobcat,individual_solar_1,p1545,35
20320,giant gibbon; brick bobcat,individual_solar_1,p1547,25
20321,giant gibbon; brick bobcat,individual_solar_1,p1552,35
20322,giant gibbon; brick bobcat,individual_solar_1,p1567,25
20323,giant gibbon; brick bobcat,individual_solar_1,p1568,35
20324,giant gibbon; brick bobcat,individual_solar_1,p1579,25
20325,giant gibbon; brick bobcat,individual_solar_1,p1587,15
20326,giant gibbon; brick bobcat,individual_solar_1,p1596,25
20327,giant gibbon; brick bobcat,individual_solar_1,p1600,25
20328,giant gibbon; brick bobcat,individual_solar_1,p1603,35
20329,giant gibbon; brick bobcat,individual_solar_1,p1604,25
20330,giant gibbon; brick bobcat,individual_solar_1,p1610,25
20331,giant gibbon; brick bobcat,individual_solar_1,p1618,20
20332,giant gibbon; brick bobcat,individual_solar_1,p1619,25
20333,giant gibbon; brick bobcat,individual_solar_1,p1622,25
20334,giant gibbon; brick bobcat,individual_solar_1,p1623,25
20335,giant gibbon; brick bobcat,individual_solar_1,p1630,15
20336,giant gibbon; brick bobcat,individual_solar_1,p1641,25
20337,giant gibbon; brick bobcat,individual_solar_1,p1649,25
20338,giant gibbon; brick bobcat,individual_solar_1,p1652,25
20339,giant gibbon; brick bobcat,individual_solar_1,p1665,35
20340,giant gibbon; brick bobcat,individual_solar_1,p1669,25
20341,giant gibbon; brick bobcat,individual_solar_1,p1685,20
20342,giant gibbon; brick bobcat,individual_solar_1,p1693,25
20343,giant gibbon; brick bobcat,individual_solar_1,p1698,35
20344,giant gibbon; brick bobcat,individual_solar_1,p1704,35
20345,giant gibbon; brick bobcat,individual_solar_1,p1711,25
20346,giant gibbon; brick bobcat,individual_solar_1,p1718,20
20347,giant gibbon; brick bobcat,individual_solar_1,p1732,25
20348,giant gibbon; brick bobcat,individual_solar_1,p1739,25
20349,giant gibbon; brick bobcat,individual_solar_1,p1741,25
20350,giant gibbon; brick bobcat,individual_solar_1,p1746,25
20351,giant gibbon; brick bobcat,individual_solar_1,p1751,15
20352,giant gibbon; brick bobcat,individual_solar_1,p1754,25
20353,giant gibbon; brick bobcat,individual_solar_1,p1769,25
20354,giant gibbon; brick bobcat,individual_solar_1,p1771,25
20355,giant gibbon; brick bobcat,individual_solar_1,p1776,25
20356,giant gibbon; brick bobcat,individual_solar_1,p1780,25
20357,giant gibbon; brick bobcat,individual_solar_1,p1785,25
20358,giant gibbon; brick bobcat,individual_solar_1,p1791,35
20359,giant gibbon; brick bobcat,individual_solar_1,p1793,25
20360,giant gibbon; brick bobcat,individual_solar_1,p1796,25
20361,giant gibbon; brick bobcat,individual_solar_1,p1805,35
20362,giant gibbon; brick bobcat,individual_solar_1,p1812,35
20363,giant gibbon; brick bobcat,individual_solar_1,p1816,35
20364,giant gibbon; brick bobcat,individual_solar_1,p1819,25
20365,giant gibbon; brick bobcat,individual_solar_1,p1825,25
20366,giant gibbon; brick bobcat,individual_solar_1,p1836,25
20367,giant gibbon; brick bobcat,individual_solar_1,p1839,20
20368,giant gibbon; brick bobcat,individual_solar_1,p1861,25
20369,giant gibbon; brick bobcat,individual_solar_1,p1863,25
20370,giant gibbon; brick bobcat,individual_solar_1,p1873,35
20371,giant gibbon; brick bobcat,individual_solar_1,p1875,25
20372,giant gibbon; brick bobcat,individual_solar_1,p1876,35
20373,giant gibbon; brick bobcat,individual_solar_1,p1877,25
20374,giant gibbon; brick bobcat,individual_solar_1,p1880,25
20375,giant gibbon; brick bobcat,individual_solar_1,p1883,25
20376,giant gibbon; brick bobcat,individual_solar_1,p1889,25
20377,giant gibbon; brick bobcat,individual_solar_1,p1893,35
20378,giant gibbon; brick bobcat,individual_solar_1,p1896,25
20379,giant gibbon; brick bobcat,individual_solar_1,p1913,35
20380,giant gibbon; brick bobcat,individual_solar_1,p1922,25
20381,giant gibbon; brick bobcat,individual_solar_1,p1930,35
20382,giant gibbon; brick bobcat,individual_solar_1,p1935,25
20383,giant gibbon; brick bobcat,individual_solar_1,p1940,25
20384,giant gibbon; brick bobcat,individual_solar_1,p1948,25
20385,giant gibbon; brick bobcat,individual_solar_1,p1950,25
20386,giant gibbon; brick bobcat,individual_solar_1,p1954,35
20387,giant gibbon; brick bobcat,individual_solar_1,p1956,25
20388,giant gibbon; brick bobcat,individual_solar_1,p1958,35
20389,giant gibbon; brick bobcat,individual_solar_1,p1967,35
20390,giant gibbon; brick bobcat,individual_solar_1,p1973,25
20391,giant gibbon; brick bobcat,individual_solar_1,p1978,35
20392,giant gibbon; brick bobcat,individual_solar_1,p1983,25
20393,giant gibbon; brick bobcat,individual_solar_1,p1984,25
20394,giant gibbon; brick bobcat,individual_solar_1,p1995,25
20395,giant gibbon; brick bobcat,individual_solar_1,p1996,35
20396,giant gibbon; brick bobcat,individual_solar_1,p1997,25
20397,giant gibbon; brick bobcat,individual_solar_1,p2001,25
20398,giant gibbon; brick bobcat,individual_solar_1,p2002,25
20399,giant gibbon; brick bobcat,individual_solar_1,p2013,35
20400,giant gibbon; brick bobcat,individual_solar_1,p2014,25
20401,giant gibbon; brick bobcat,individual_solar_1,p2016,35
20402,giant gibbon; brick bobcat,individual_solar_1,p2018,25
20403,giant gibbon; brick bobcat,individual_solar_1,p2023,35
20404,giant gibbon; brick bobcat,individual_solar_1,p2025,25
20405,giant gibbon; brick bobcat,individual_solar_1,p2028,25
20406,giant gibbon; brick bobcat,individual_solar_1,p2030,35
20407,giant gibbon; brick bobcat,individual_solar_1,p2033,35
20408,giant gibbon; brick bobcat,individual_solar_1,p2040,20
20409,giant gibbon; brick bobcat,individual_solar_1,p2051,35
20410,giant gibbon; brick bobcat,individual_solar_1,p2052,25
20411,giant gibbon; brick bobcat,individual_solar_1,p2066,20
20412,giant gibbon; brick bobcat,individual_solar_1,p2067,35
20413,giant gibbon; brick bobcat,individual_solar_1,p2073,35
20414,giant gibbon; brick bobcat,individual_solar_1,p2077,35
20415,giant gibbon; brick bobcat,individual_solar_1,p2078,25
20416,giant gibbon; brick bobcat,individual_solar_1,p2086,35
20417,giant gibbon; brick bobcat,individual_solar_1,p2089,25
20418,giant gibbon; brick bobcat,individual_solar_1,p2093,25
20419,giant gibbon; brick bobcat,individual_solar_1,p2094,35
20420,giant gibbon; brick bobcat,individual_solar_1,p2111,25
20421,giant gibbon; brick bobcat,individual_solar_1,p2117,35
20422,giant gibbon; brick bobcat,individual_solar_1,p2121,35
20423,giant gibbon; brick bobcat,individual_solar_1,p2127,35
20424,giant gibbon; brick bobcat,individual_solar_1,p2141,25
20425,giant gibbon; brick bobcat,individual_solar_1,p2142,25
20426,giant gibbon; brick bobcat,individual_solar_1,p2143,35
20427,giant gibbon; brick bobcat,individual_solar_1,p2153,25
20428,giant gibbon; brick bobcat,individual_solar_1,p2155,25
20429,giant gibbon; brick bobcat,individual_solar_1,p2169,15
20430,giant gibbon; brick bobcat,individual_solar_1,p2187,35
20431,giant gibbon; brick bobcat,individual_solar_1,p2188,35
20432,giant gibbon; brick bobcat,individual_solar_1,p2197,25
20433,giant gibbon; brick bobcat,individual_solar_1,p2213,25
20434,giant gibbon; brick bobcat,individual_solar_1,p2214,25
20435,giant gibbon; brick bobcat,individual_solar_1,p2215,35
20436,giant gibbon; brick bobcat,individual_solar_1,p2220,35
20437,giant gibbon; brick bobcat,individual_solar_1,p2223,25
20438,giant gibbon; brick bobcat,individual_solar_1,p2229,35
20439,giant gibbon; brick bobcat,individual_solar_1,p2234,35
20440,giant gibbon; brick bobcat,individual_solar_1,p2237,25
20441,giant gibbon; brick bobcat,individual_solar_1,p2238,25
20442,giant gibbon; brick bobcat,individual_solar_1,p2244,25
20443,giant gibbon; brick bobcat,individual_solar_1,p2248,25
20444,giant gibbon; brick bobcat,individual_solar_1,p2252,35
20445,giant gibbon; brick bobcat,individual_solar_1,p2255,15
20446,giant gibbon; brick bobcat,individual_solar_1,p2261,15
20447,giant gibbon; brick bobcat,individual_solar_1,p2263,35
20448,giant gibbon; brick bobcat,individual_solar_1,p2273,35
20449,giant gibbon; brick bobcat,individual_solar_1,p2275,35
20450,giant gibbon; brick bobcat,individual_solar_1,p2276,35
20451,giant gibbon; brick bobcat,individual_solar_1,p2283,25
20452,giant gibbon; brick bobcat,individual_solar_1,p2287,25
20453,giant gibbon; brick bobcat,individual_solar_1,p2296,25
20454,giant gibbon; brick bobcat,individual_solar_1,p2298,25
20455,giant gibbon; brick bobcat,individual_solar_1,p2304,25
20456,giant gibbon; brick bobcat,individual_solar_1,p2310,35
20457,giant gibbon; brick bobcat,individual_solar_1,p2322,25
20458,giant gibbon; brick bobcat,individual_solar_1,p2326,25
20459,giant gibbon; brick bobcat,individual_solar_1,p2330,25
20460,giant gibbon; brick bobcat,individual_solar_1,p2331,25
20461,giant gibbon; brick bobcat,individual_solar_1,p2333,25
20462,giant gibbon; brick bobcat,individual_solar_1,p2347,35
20463,giant gibbon; brick bobcat,individual_solar_1,p2350,25
20464,giant gibbon; brick bobcat,individual_solar_1,p2351,35
20465,giant gibbon; brick bobcat,individual_solar_1,p2353,35
20466,giant gibbon; brick bobcat,individual_solar_1,p2355,25
20467,giant gibbon; brick bobcat,individual_solar_1,p2363,25
20468,giant gibbon; brick bobcat,individual_solar_1,p2378,35
20469,giant gibbon; brick bobcat,individual_solar_1,p2380,35
20470,giant gibbon; brick bobcat,individual_solar_1,p2387,25
20471,giant gibbon; brick bobcat,individual_solar_1,p2398,35
20472,giant gibbon; brick bobcat,individual_solar_1,p2400,35
20473,giant gibbon; brick bobcat,individual_solar_1,p2403,35
20474,giant gibbon; brick bobcat,individual_solar_1,p2408,25
20475,giant gibbon; brick bobcat,individual_solar_1,p2418,25
20476,giant gibbon; brick bobcat,individual_solar_1,p2426,25
20477,giant gibbon; brick bobcat,individual_solar_1,p2428,25
20478,giant gibbon; brick bobcat,individual_solar_1,p2434,35
20479,giant gibbon; brick bobcat,individual_solar_1,p2446,25
20480,giant gibbon; brick bobcat,individual_solar_1,p2452,25
20481,giant gibbon; brick bobcat,individual_solar_1,p2454,25
20482,giant gibbon; brick bobcat,individual_solar_1,p2462,35
20483,giant gibbon; brick bobcat,individual_solar_1,p2467,15
20484,giant gibbon; brick bobcat,individual_solar_1,p2482,35
20485,giant gibbon; brick bobcat,individual_solar_1,p2489,25
20486,giant gibbon; brick bobcat,individual_solar_1,p2490,25
20487,giant gibbon; brick bobcat,individual_solar_1,p2494,25
20488,giant gibbon; brick bobcat,individual_solar_1,p2502,25
20489,giant gibbon; brick bobcat,individual_solar_1,p2503,25
20490,giant gibbon; brick bobcat,individual_solar_1,p2522,25
20491,giant gibbon; brick bobcat,individual_solar_1,p2524,35
20492,giant gibbon; brick bobcat,individual_solar_1,p2533,15
20493,giant gibbon; brick bobcat,individual_solar_1,p2566,25
20494,giant gibbon; brick bobcat,individual_solar_1,p2571,35
20495,giant gibbon; brick bobcat,individual_solar_1,p2573,25
20496,giant gibbon; brick bobcat,individual_solar_1,p2582,25
20497,giant gibbon; brick bobcat,individual_solar_1,p2591,25
20498,giant gibbon; brick bobcat,individual_solar_1,p2592,35
20499,giant gibbon; brick bobcat,individual_solar_1,p2595,25
20500,giant gibbon; brick bobcat,individual_fly_1,p0016,35
20501,giant gibbon; brick bobcat,individual_fly_1,p0022,35
20502,giant gibbon; brick bobcat,individual_fly_1,p0023,35
20503,giant gibbon; brick bobcat,individual_fly_1,p0026,35
20504,giant gibbon; brick bobcat,individual_fly_1,p0034,25
20505,giant gibbon; brick bobcat,individual_fly_1,p0036,35
20506,giant gibbon; brick bobcat,individual_fly_1,p0037,35
20507,giant gibbon; brick bobcat,individual_fly_1,p0042,35
20508,giant gibbon; brick bobcat,individual_fly_1,p0057,45
20509,giant gibbon; brick bobcat,individual_fly_1,p0066,35
20510,giant gibbon; brick bobcat,individual_fly_1,p0069,25
20511,giant gibbon; brick bobcat,individual_fly_1,p0072,35
20512,giant gibbon; brick bobcat,individual_fly_1,p0073,35
20513,giant gibbon; brick bobcat,individual_fly_1,p0082,35
20514,giant gibbon; brick bobcat,individual_fly_1,p0091,35
20515,giant gibbon; brick bobcat,individual_fly_1,p0092,35
20516,giant gibbon; brick bobcat,individual_fly_1,p0093,35
20517,giant gibbon; brick bobcat,individual_fly_1,p0095,35
20518,giant gibbon; brick bobcat,individual_fly_1,p0107,35
20519,giant gibbon; brick bobcat,individual_fly_1,p0114,35
20520,giant gibbon; brick bobcat,individual_fly_1,p0116,35
20521,giant gibbon; brick bobcat,individual_fly_1,p0118,45
20522,giant gibbon; brick bobcat,individual_fly_1,p0119,35
20523,giant gibbon; brick bobcat,individual_fly_1,p0126,35
20524,giant gibbon; brick bobcat,individual_fly_1,p0129,35
20525,giant gibbon; brick bobcat,individual_fly_1,p0136,35
20526,giant gibbon; brick bobcat,individual_fly_1,p0138,35
20527,giant gibbon; brick bobcat,individual_fly_1,p0144,45
20528,giant gibbon; brick bobcat,individual_fly_1,p0150,35
20529,giant gibbon; brick bobcat,individual_fly_1,p0152,35
20530,giant gibbon; brick bobcat,individual_fly_1,p0158,35
20531,giant gibbon; brick bobcat,individual_fly_1,p0161,35
20532,giant gibbon; brick bobcat,individual_fly_1,p0164,25
20533,giant gibbon; brick bobcat,individual_fly_1,p0175,35
20534,giant gibbon; brick bobcat,individual_fly_1,p0177,35
20535,giant gibbon; brick bobcat,individual_fly_1,p0178,35
20536,giant gibbon; brick bobcat,individual_fly_1,p0181,25
20537,giant gibbon; brick bobcat,individual_fly_1,p0186,35
20538,giant gibbon; brick bobcat,individual_fly_1,p0196,35
20539,giant gibbon; brick bobcat,individual_fly_1,p0198,35
20540,giant gibbon; brick bobcat,individual_fly_1,p0202,35
20541,giant gibbon; brick bobcat,individual_fly_1,p0205,35
20542,giant gibbon; brick bobcat,individual_fly_1,p0207,35
20543,giant gibbon; brick bobcat,individual_fly_1,p0211,35
20544,giant gibbon; brick bobcat,individual_fly_1,p0227,35
20545,giant gibbon; brick bobcat,individual_fly_1,p0229,35
20546,giant gibbon; brick bobcat,individual_fly_1,p0232,35
20547,giant gibbon; brick bobcat,individual_fly_1,p0233,35
20548,giant gibbon; brick bobcat,individual_fly_1,p0237,35
20549,giant gibbon; brick bobcat,individual_fly_1,p0258,35
20550,giant gibbon; brick bobcat,individual_fly_1,p0268,35
20551,giant gibbon; brick bobcat,individual_fly_1,p0274,35
20552,giant gibbon; brick bobcat,individual_fly_1,p0275,35
20553,giant gibbon; brick bobcat,individual_fly_1,p0277,35
20554,giant gibbon; brick bobcat,individual_fly_1,p0288,35
20555,giant gibbon; brick bobcat,individual_fly_1,p0291,35
20556,giant gibbon; brick bobcat,individual_fly_1,p0307,35
20557,giant gibbon; brick bobcat,individual_fly_1,p0308,35
20558,giant gibbon; brick bobcat,individual_fly_1,p0317,35
20559,giant gibbon; brick bobcat,individual_fly_1,p0325,35
20560,giant gibbon; brick bobcat,individual_fly_1,p0327,35
20561,giant gibbon; brick bobcat,individual_fly_1,p0334,35
20562,giant gibbon; brick bobcat,individual_fly_1,p0336,35
20563,giant gibbon; brick bobcat,individual_fly_1,p0338,35
20564,giant gibbon; brick bobcat,individual_fly_1,p0342,35
20565,giant gibbon; brick bobcat,individual_fly_1,p0349,35
20566,giant gibbon; brick bobcat,individual_fly_1,p0356,35
20567,giant gibbon; brick bobcat,individual_fly_1,p0358,35
20568,giant gibbon; brick bobcat,individual_fly_1,p0363,35
20569,giant gibbon; brick bobcat,individual_fly_1,p0364,35
20570,giant gibbon; brick bobcat,individual_fly_1,p0369,35
20571,giant gibbon; brick bobcat,individual_fly_1,p0370,35
20572,giant gibbon; brick bobcat,individual_fly_1,p0371,35
20573,giant gibbon; brick bobcat,individual_fly_1,p0379,35
20574,giant gibbon; brick bobcat,individual_fly_1,p0386,35
20575,giant gibbon; brick bobcat,individual_fly_1,p0396,35
20576,giant gibbon; brick bobcat,individual_fly_1,p0403,35
20577,giant gibbon; brick bobcat,individual_fly_1,p0405,35
20578,giant gibbon; brick bobcat,individual_fly_1,p0412,35
20579,giant gibbon; brick bobcat,individual_fly_1,p0415,35
20580,giant gibbon; brick bobcat,individual_fly_1,p0416,35
20581,giant gibbon; brick bobcat,individual_fly_1,p0417,35
20582,giant gibbon; brick bobcat,individual_fly_1,p0418,35
20583,giant gibbon; brick bobcat,individual_fly_1,p0430,35
20584,giant gibbon; brick bobcat,individual_fly_1,p0431,35
20585,giant gibbon; brick bobcat,individual_fly_1,p0434,25
20586,giant gibbon; brick bobcat,individual_fly_1,p0438,35
20587,giant gibbon; brick bobcat,individual_fly_1,p0441,35
20588,giant gibbon; brick bobcat,individual_fly_1,p0442,35
20589,giant gibbon; brick bobcat,individual_fly_1,p0449,35
20590,giant gibbon; brick bobcat,individual_fly_1,p0450,35
20591,giant gibbon; brick bobcat,individual_fly_1,p0465,35
20592,giant gibbon; brick bobcat,individual_fly_1,p0471,35
20593,giant gibbon; brick bobcat,individual_fly_1,p0477,35
20594,giant gibbon; brick bobcat,individual_fly_1,p0483,35
20595,giant gibbon; brick bobcat,individual_fly_1,p0486,35
20596,giant gibbon; brick bobcat,individual_fly_1,p0487,35
20597,giant gibbon; brick bobcat,individual_fly_1,p0489,35
20598,giant gibbon; brick bobcat,individual_fly_1,p0497,30
20599,giant gibbon; brick bobcat,individual_fly_1,p0502,35
20600,giant gibbon; brick bobcat,individual_fly_1,p0503,35
20601,giant gibbon; brick bobcat,individual_fly_1,p0506,35
20602,giant gibbon; brick bobcat,individual_fly_1,p0511,35
20603,giant gibbon; brick bobcat,individual_fly_1,p0523,35
20604,giant gibbon; brick bobcat,individual_fly_1,p0534,35
20605,giant gibbon; brick bobcat,individual_fly_1,p0536,35
20606,giant gibbon; brick bobcat,individual_fly_1,p0542,35
20607,giant gibbon; brick bobcat,individual_fly_1,p0547,35
20608,giant gibbon; brick bobcat,individual_fly_1,p0553,35
20609,giant gibbon; brick bobcat,individual_fly_1,p0559,35
20610,giant gibbon; brick bobcat,individual_fly_1,p0566,35
20611,giant gibbon; brick bobcat,individual_fly_1,p0568,35
20612,giant gibbon; brick bobcat,individual_fly_1,p0570,35
20613,giant gibbon; brick bobcat,individual_fly_1,p0573,35
20614,giant gibbon; brick bobcat,individual_fly_1,p0578,35
20615,giant gibbon; brick bobcat,individual_fly_1,p0594,35
20616,giant gibbon; brick bobcat,individual_fly_1,p0597,35
20617,giant gibbon; brick bobcat,individual_fly_1,p0601,35
20618,giant gibbon; brick bobcat,individual_fly_1,p0602,35
20619,giant gibbon; brick bobcat,individual_fly_1,p0605,45
20620,giant gibbon; brick bobcat,individual_fly_1,p0615,35
20621,giant gibbon; brick bobcat,individual_fly_1,p0620,35
20622,giant gibbon; brick bobcat,individual_fly_1,p0626,35
20623,giant gibbon; brick bobcat,individual_fly_1,p0629,35
20624,giant gibbon; brick bobcat,individual_fly_1,p0633,35
20625,giant gibbon; brick bobcat,individual_fly_1,p0638,45
20626,giant gibbon; brick bobcat,individual_fly_1,p0639,35
20627,giant gibbon; brick bobcat,individual_fly_1,p0640,35
20628,giant gibbon; brick bobcat,individual_fly_1,p0655,35
20629,giant gibbon; brick bobcat,individual_fly_1,p0656,35
20630,giant gibbon; brick bobcat,individual_fly_1,p0658,35
20631,giant gibbon; brick bobcat,individual_fly_1,p0661,35
20632,giant gibbon; brick bobcat,individual_fly_1,p0669,35
20633,giant gibbon; brick bobcat,individual_fly_1,p0670,35
20634,giant gibbon; brick bobcat,individual_fly_1,p0672,35
20635,giant gibbon; brick bobcat,individual_fly_1,p0674,45
20636,giant gibbon; brick bobcat,individual_fly_1,p0678,35
20637,giant gibbon; brick bobcat,individual_fly_1,p0683,35
20638,giant gibbon; brick bobcat,individual_fly_1,p0686,35
20639,giant gibbon; brick bobcat,individual_fly_1,p0687,35
20640,giant gibbon; brick bobcat,individual_fly_1,p0698,35
20641,giant gibbon; brick bobcat,individual_fly_1,p0700,35
20642,giant gibbon; brick bobcat,individual_fly_1,p0703,35
20643,giant gibbon; brick bobcat,individual_fly_1,p0718,35
20644,giant gibbon; brick bobcat,individual_fly_1,p0744,35
20645,giant gibbon; brick bobcat,individual_fly_1,p0745,35
20646,giant gibbon; brick bobcat,individual_fly_1,p0753,35
20647,giant gibbon; brick bobcat,individual_fly_1,p0770,35
20648,giant gibbon; brick bobcat,individual_fly_1,p0771,35
20649,giant gibbon; brick bobcat,individual_fly_1,p0777,35
20650,giant gibbon; brick bobcat,individual_fly_1,p0779,35
20651,giant gibbon; brick bobcat,individual_fly_1,p0780,35
20652,giant gibbon; brick bobcat,individual_fly_1,p0783,35
20653,giant gibbon; brick bobcat,individual_fly_1,p0785,35
20654,giant gibbon; brick bobcat,individual_fly_1,p0786,35
20655,giant gibbon; brick bobcat,individual_fly_1,p0794,25
20656,giant gibbon; brick bobcat,individual_fly_1,p0798,25
20657,giant gibbon; brick bobcat,individual_fly_1,p0800,35
20658,giant gibbon; brick bobcat,individual_fly_1,p0820,35
20659,giant gibbon; brick bobcat,individual_fly_1,p0841,35
20660,giant gibbon; brick bobcat,individual_fly_1,p0849,45
20661,giant gibbon; brick bobcat,individual_fly_1,p0862,35
20662,giant gibbon; brick bobcat,individual_fly_1,p0867,35
20663,giant gibbon; brick bobcat,individual_fly_1,p0869,35
20664,giant gibbon; brick bobcat,individual_fly_1,p0872,35
20665,giant gibbon; brick bobcat,individual_fly_1,p0880,35
20666,giant gibbon; brick bobcat,individual_fly_1,p0891,35
20667,giant gibbon; brick bobcat,individual_fly_1,p0916,35
20668,giant gibbon; brick bobcat,individual_fly_1,p0917,35
20669,giant gibbon; brick bobcat,individual_fly_1,p0919,35
20670,giant gibbon; brick bobcat,individual_fly_1,p0922,35
20671,giant gibbon; brick bobcat,individual_fly_1,p0925,35
20672,giant gibbon; brick bobcat,individual_fly_1,p0927,35
20673,giant gibbon; brick bobcat,individual_fly_1,p0929,35
20674,giant gibbon; brick bobcat,individual_fly_1,p0930,35
20675,giant gibbon; brick bobcat,individual_fly_1,p0931,35
20676,giant gibbon; brick bobcat,individual_fly_1,p0933,35
20677,giant gibbon; brick bobcat,individual_fly_1,p0934,35
20678,giant gibbon; brick bobcat,individual_fly_1,p0936,35
20679,giant gibbon; brick bobcat,individual_fly_1,p0938,35
20680,giant gibbon; brick bobcat,individual_fly_1,p0939,35
20681,giant gibbon; brick bobcat,individual_fly_1,p0946,35
20682,giant gibbon; brick bobcat,individual_fly_1,p0951,45
20683,giant gibbon; brick bobcat,individual_fly_1,p0956,35
20684,giant gibbon; brick bobcat,individual_fly_1,p0962,35
20685,giant gibbon; brick bobcat,individual_fly_1,p0963,35
20686,giant gibbon; brick bobcat,individual_fly_1,p0969,35
20687,giant gibbon; brick bobcat,individual_fly_1,p0972,35
20688,giant gibbon; brick bobcat,individual_fly_1,p0975,35
20689,giant gibbon; brick bobcat,individual_fly_1,p0985,35
20690,giant gibbon; brick bobcat,individual_fly_1,p0993,35
20691,giant gibbon; brick bobcat,individual_fly_1,p0996,35
20692,giant gibbon; brick bobcat,individual_fly_1,p1011,35
20693,giant gibbon; brick bobcat,individual_fly_1,p1017,35
20694,giant gibbon; brick bobcat,individual_fly_1,p1020,35
20695,giant gibbon; brick bobcat,individual_fly_1,p1022,35
20696,giant gibbon; brick bobcat,individual_fly_1,p1024,35
20697,giant gibbon; brick bobcat,individual_fly_1,p1027,35
20698,giant gibbon; brick bobcat,individual_fly_1,p1028,35
20699,giant gibbon; brick bobcat,individual_fly_1,p1029,35
20700,giant gibbon; brick bobcat,individual_fly_1,p1032,35
20701,giant gibbon; brick bobcat,individual_fly_1,p1040,35
20702,giant gibbon; brick bobcat,individual_fly_1,p1047,35
20703,giant gibbon; brick bobcat,individual_fly_1,p1048,35
20704,giant gibbon; brick bobcat,individual_fly_1,p1053,35
20705,giant gibbon; brick bobcat,individual_fly_1,p1057,35
20706,giant gibbon; brick bobcat,individual_fly_1,p1058,35
20707,giant gibbon; brick bobcat,individual_fly_1,p1063,35
20708,giant gibbon; brick bobcat,individual_fly_1,p1064,35
20709,giant gibbon; brick bobcat,individual_fly_1,p1065,35
20710,giant gibbon; brick bobcat,individual_fly_1,p1069,35
20711,giant gibbon; brick bobcat,individual_fly_1,p1072,35
20712,giant gibbon; brick bobcat,individual_fly_1,p1073,35
20713,giant gibbon; brick bobcat,individual_fly_1,p1075,35
20714,giant gibbon; brick bobcat,individual_fly_1,p1076,35
20715,giant gibbon; brick bobcat,individual_fly_1,p1083,35
20716,giant gibbon; brick bobcat,individual_fly_1,p1089,35
20717,giant gibbon; brick bobcat,individual_fly_1,p1093,35
20718,giant gibbon; brick bobcat,individual_fly_1,p1096,35
20719,giant gibbon; brick bobcat,individual_fly_1,p1100,35
