,condition,outcome,persona,response
16236,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1178,65
16237,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1184,65
16238,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1186,65
16239,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1196,55
16240,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1197,68
16241,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1203,65
16242,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1219,65
16243,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1225,65
16244,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1234,68
16245,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1242,65
16246,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1244,65
16247,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1249,55
16248,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1250,65
16249,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1256,65
16250,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1258,75
16251,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1260,65
16252,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1262,55
16253,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1264,65
16254,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1265,65
16255,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1269,65
16256,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1272,65
16257,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1278,65
16258,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1281,65
16259,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1292,65
16260,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1299,65
16261,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1312,65
16262,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1322,55
16263,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1326,65
16264,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1330,65
16265,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1335,55
16266,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1337,75
16267,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1340,68
16268,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1345,65
16269,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1351,45
16270,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1355,65
16271,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1362,55
16272,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1365,45
16273,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1366,55
16274,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1367,55
16275,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1370,65
16276,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1371,65
16277,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1373,65
16278,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1375,35
16279,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1376,45
16280,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1379,65
16281,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1381,65
16282,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1393,68
16283,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1396,75
16284,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1398,65
16285,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1404,65
16286,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1406,65
16287,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1407,65
16288,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1409,68
16289,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1412,65
16290,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1414,75
16291,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1424,65
16292,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1425,65
16293,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1429,65
16294,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1434,65
16295,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1441,65
16296,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1445,65
16297,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1450,65
16298,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1454,65
16299,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1456,55
16300,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1457,55
16301,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1458,75
16302,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1469,68
16303,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1470,35
16304,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1481,65
16305,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1488,65
16306,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1492,65
16307,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1495,65
16308,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1497,65
16309,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1499,68
16310,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1503,65
16311,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1511,75
16312,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1512,65
16313,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1518,68
16314,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1519,65
16315,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1520,45
16316,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1524,65
16317,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1526,65
16318,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1537,65
16319,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1545,68
16320,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1547,65
16321,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1552,75
16322,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1567,68
16323,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1568,65
16324,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1579,45
16325,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1587,45
16326,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1596,55
16327,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1600,72
16328,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1603,65
16329,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1604,65
16330,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1610,65
16331,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1618,65
16332,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1619,75
16333,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1622,65
16334,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1623,35
16335,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1630,45
16336,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1641,65
16337,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1649,55
16338,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1652,65
16339,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1665,65
16340,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1669,35
16341,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1685,65
16342,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1693,65
16343,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1698,68
16344,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1704,65
16345,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1711,72
16346,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1718,65
16347,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1732,45
16348,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1739,65
16349,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1741,65
16350,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1746,45
16351,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1751,45
16352,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1754,65
16353,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1769,65
16354,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1771,65
16355,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1776,55
16356,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1780,72
16357,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1785,65
16358,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1791,68
16359,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1793,65
16360,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1796,55
16361,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1805,55
16362,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1812,65
16363,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1816,55
16364,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1819,68
16365,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1825,75
16366,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1836,65
16367,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1839,65
16368,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1861,65
16369,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1863,68
16370,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1873,65
16371,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1875,45
16372,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1876,68
16373,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1877,65
16374,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1880,55
16375,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1883,65
16376,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1889,35
16377,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1893,75
16378,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1896,72
16379,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1913,68
16380,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1922,65
16381,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1930,65
16382,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1935,68
16383,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1940,75
16384,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1948,45
16385,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1950,65
16386,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1954,55
16387,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1956,45
16388,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1958,65
16389,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1967,68
16390,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1973,75
16391,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1978,65
16392,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1983,65
16393,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1984,55
16394,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1995,55
16395,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1996,65
16396,orchid orangutan; defiant dragonfly,policy_specific_2_1,p1997,68
16397,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2001,65
16398,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2002,55
16399,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2013,75
16400,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2014,55
16401,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2016,65
16402,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2018,55
16403,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2023,65
16404,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2025,45
16405,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2028,65
16406,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2030,65
16407,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2033,65
16408,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2040,65
16409,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2051,65
16410,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2052,45
16411,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2066,55
16412,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2067,75
16413,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2073,65
16414,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2077,65
16415,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2078,62
16416,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2086,65
16417,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2089,65
16418,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2093,35
16419,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2094,68
16420,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2111,55
16421,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2117,65
16422,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2121,65
16423,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2127,65
16424,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2141,75
16425,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2142,45
16426,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2143,65
16427,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2153,65
16428,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2155,65
16429,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2169,65
16430,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2187,65
16431,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2188,68
16432,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2197,65
16433,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2213,55
16434,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2214,55
16435,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2215,65
16436,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2220,65
16437,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2223,65
16438,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2229,65
16439,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2234,75
16440,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2237,75
16441,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2238,65
16442,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2244,65
16443,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2248,65
16444,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2252,75
16445,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2255,35
16446,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2261,35
16447,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2263,68
16448,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2273,65
16449,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2275,65
16450,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2276,65
16451,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2283,60
16452,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2287,65
16453,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2296,55
16454,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2298,68
16455,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2304,65
16456,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2310,65
16457,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2322,55
16458,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2326,65
16459,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2330,65
16460,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2331,55
16461,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2333,65
16462,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2347,75
16463,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2350,68
16464,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2351,65
16465,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2353,65
16466,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2355,65
16467,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2363,65
16468,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2378,75
16469,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2380,75
16470,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2387,65
16471,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2398,65
16472,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2400,68
16473,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2403,75
16474,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2408,65
16475,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2418,65
16476,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2426,65
16477,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2428,65
16478,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2434,65
16479,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2446,55
16480,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2452,62
16481,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2454,55
16482,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2462,65
16483,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2467,35
16484,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2482,65
16485,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2489,65
16486,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2490,65
16487,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2494,55
16488,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2502,68
16489,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2503,65
16490,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2522,75
16491,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2524,68
16492,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2533,45
16493,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2566,65
16494,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2571,68
16495,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2573,45
16496,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2582,68
16497,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2591,45
16498,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2592,65
16499,orchid orangutan; defiant dragonfly,policy_specific_2_1,p2595,45
16500,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0016,85
16501,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0022,82
16502,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0023,85
16503,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0026,78
16504,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0034,75
16505,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0036,75
16506,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0037,78
16507,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0042,75
16508,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0057,75
16509,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0066,85
16510,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0069,75
16511,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0072,85
16512,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0073,75
16513,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0082,75
16514,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0091,85
16515,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0092,78
16516,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0093,85
16517,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0095,75
16518,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0107,72
16519,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0114,85
16520,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0116,75
16521,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0118,82
16522,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0119,85
16523,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0126,75
16524,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0129,85
16525,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0136,68
16526,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0138,65
16527,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0144,75
16528,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0150,78
16529,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0152,82
16530,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0158,65
16531,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0161,75
16532,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0164,75
16533,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0175,82
16534,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0177,78
16535,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0178,85
16536,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0181,65
16537,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0186,78
16538,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0196,75
16539,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0198,85
16540,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0202,78
16541,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0205,75
16542,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0207,75
16543,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0211,75
16544,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0227,88
16545,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0229,75
16546,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0232,85
16547,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0233,65
16548,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0237,85
16549,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0258,78
16550,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0268,45
16551,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0274,78
16552,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0275,65
16553,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0277,78
16554,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0288,85
16555,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0291,75
16556,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0307,78
16557,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0308,75
16558,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0317,75
16559,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0325,88
16560,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0327,85
16561,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0334,85
16562,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0336,78
16563,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0338,55
16564,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0342,78
16565,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0349,75
16566,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0356,75
16567,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0358,78
16568,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0363,75
16569,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0364,85
16570,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0369,85
16571,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0370,65
16572,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0371,75
16573,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0379,72
16574,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0386,85
16575,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0396,78
16576,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0403,85
16577,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0405,85
16578,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0412,78
16579,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0415,68
16580,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0416,78
16581,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0417,75
16582,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0418,65
16583,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0430,75
16584,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0431,85
16585,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0434,45
16586,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0438,85
16587,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0441,78
16588,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0442,68
16589,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0449,75
16590,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0450,78
16591,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0465,75
16592,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0471,75
16593,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0477,75
16594,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0483,75
16595,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0486,85
16596,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0487,75
16597,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0489,85
16598,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0497,75
16599,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0502,75
16600,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0503,78
16601,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0506,68
16602,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0511,85
16603,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0523,75
16604,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0534,88
16605,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0536,75
16606,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0542,65
16607,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0547,78
16608,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0553,78
16609,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0559,85
16610,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0566,75
16611,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0568,78
16612,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0570,75
16613,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0573,78
16614,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0578,75
16615,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0594,65
16616,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0597,75
16617,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0601,75
16618,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0602,65
16619,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0605,82
16620,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0615,68
16621,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0620,78
16622,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0626,78
16623,orchid orangutan; defiant dragonfly,policy_specific_3_1,p0629,85
