profile_id,condition,gender,age_band,race,education,income,party,trust_multidimensional,trust_competence_1,trust_competence_2,trust_competence_3,trust_integrity_1,trust_integrity_2,trust_integrity_3,trust_benevolence_1,trust_benevolence_2,trust_benevolence_3,trust_openness_1,trust_openness_2,trust_openness_3,trust_post,distrust_post,funding_perceptions,policy_role_mean,inst_trust_mean,belief_post,concern_mean,policy_general,policy_specific_mean,behavior_mean,donation_ams,newsletter_signup
c16p1100,Oil industry misinformation,Male,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,71.66666666666667,65,75,75,65,75,65,75,75,75,75,75,65,75,15,65,73.75,50.0,92,77.33333333333333,75,76.14285714285714,36.666666666666664,2,0
c16p1106,Oil industry misinformation,Female,30-44,Black / African American,Master's degree / Professional degree,"$30,000 to $55,999",Democrat,77.91666666666667,75,78,82,78,78,78,85,85,78,75,75,68,78,25,65,76.75,63.6,92,77.0,78,78.42857142857143,43.333333333333336,7,0
c16p1107,Oil industry misinformation,Female,60+,White / Caucasian,Less than high school,"$30,000 to $55,999",Independent,66.66666666666667,65,65,65,65,75,65,75,75,65,65,75,45,75,25,65,67.5,59.0,75,58.333333333333336,65,63.57142857142857,28.333333333333332,7,0
c16p1113,Oil industry misinformation,Male,30-44,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,70.83333333333333,65,75,75,65,75,65,75,75,75,65,75,65,75,15,75,71.75,47.0,75,58.333333333333336,75,63.857142857142854,33.333333333333336,10,0
c16p1117,Oil industry misinformation,Male,60+,White / Caucasian,Less than high school,"$56,000 to $99,999",Republican,30.83333333333333,15,35,35,25,35,15,35,35,15,35,65,25,65,15,25,61.25,36.2,75,46.666666666666664,75,60.714285714285715,17.5,10,0
c16p1120,Oil industry misinformation,Male,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,71.33333333333333,68,75,75,65,75,68,75,75,72,65,75,68,75,15,65,70.75,53.0,78,72.66666666666667,75,67.28571428571429,40.5,6,0
c16p1134,Oil industry misinformation,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,74.0,65,78,78,75,78,68,78,78,75,75,75,65,75,25,65,76.75,53.6,88,72.66666666666667,78,72.71428571428571,40.0,6,0
c16p1136,Oil industry misinformation,Male,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,63.916666666666664,55,62,68,62,68,62,75,75,65,65,75,35,68,25,65,65.0,48.6,75,56.0,75,63.0,31.666666666666668,2,0
c16p1138,Oil industry misinformation,Female,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,74.91666666666667,75,75,78,75,78,75,78,75,75,75,75,65,75,20,75,75.0,65.8,85,76.0,78,70.71428571428571,40.5,6,0
c16p1144,Oil industry misinformation,Male,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,66.91666666666666,68,65,75,65,75,65,75,75,65,65,75,35,75,15,75,66.75,44.0,75,75.0,75,66.28571428571429,35.0,10,0
c16p1145,Oil industry misinformation,Male,60+,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,84.66666666666667,78,85,88,78,88,78,92,92,85,92,85,75,85,15,65,84.25,70.4,92,84.0,85,77.71428571428571,48.333333333333336,7,0
c16p1147,Oil industry misinformation,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,82.66666666666667,78,88,88,82,88,78,85,85,85,75,85,75,88,15,65,83.25,76.2,92,84.0,92,78.42857142857143,46.666666666666664,7,0
c16p1148,Oil industry misinformation,Male,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,79.91666666666667,78,78,88,78,82,78,92,92,78,75,75,65,85,15,65,84.25,65.6,92,82.66666666666667,85,78.14285714285714,45.0,7,0
c16p1154,Oil industry misinformation,Female,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,79.75,75,75,85,75,85,75,85,85,82,75,85,75,85,15,65,82.5,72.0,88,78.33333333333333,90,74.71428571428571,40.0,10,0
c16p1159,Oil industry misinformation,Male,60+,Black / African American,High school diploma / GED,"$100,000 to $167,999",Democrat,75.58333333333333,75,75,85,75,82,75,75,75,75,75,75,65,75,15,65,77.5,61.6,88,77.33333333333333,92,69.42857142857143,35.0,10,0
c16p1167,Oil industry misinformation,Male,60+,Other,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,82.5,75,82,88,78,88,82,92,92,78,75,85,75,85,15,65,83.5,69.0,92,84.0,85,78.42857142857143,46.666666666666664,7,0
c16p1175,Oil industry misinformation,Female,30-44,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,79.33333333333334,78,78,92,78,82,78,85,85,78,75,78,65,82,20,65,81.0,67.6,92,75.0,78,74.14285714285714,43.333333333333336,6,0
c16p1178,Oil industry misinformation,Female,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,73.0,65,75,78,75,78,68,75,75,75,75,75,62,75,25,65,72.0,46.2,85,72.66666666666667,75,71.14285714285714,41.666666666666664,6,0
c16p1184,Oil industry misinformation,Female,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,71.91666666666667,68,75,75,65,75,65,75,75,75,75,75,65,75,15,65,68.25,52.0,78,69.33333333333333,75,68.28571428571429,40.0,7,0
c16p1186,Oil industry misinformation,Male,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,78.16666666666667,75,78,82,78,78,78,85,85,78,75,78,68,78,25,65,76.75,64.2,88,76.0,78,75.42857142857143,46.666666666666664,6,0
c16p1196,Oil industry misinformation,Male,30-44,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,68.58333333333334,65,75,75,65,75,65,75,75,68,75,75,35,75,15,65,71.25,45.0,85,65.0,75,71.0,31.666666666666668,10,0
c16p1197,Oil industry misinformation,Female,45-59,Other,Some college or Associate's degree,"$56,000 to $99,999",Democrat,69.75,62,65,75,65,75,65,75,75,75,65,75,65,75,15,65,73.0,42.8,78,75.0,75,71.28571428571429,40.0,10,0
c16p1203,Oil industry misinformation,Male,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,77.0,72,78,78,78,78,78,78,85,78,75,78,68,78,25,65,76.75,64.2,88,73.66666666666667,78,73.57142857142857,41.666666666666664,7,0
c16p1219,Oil industry misinformation,Female,30-44,Black / African American,High school diploma / GED,"$30,000 to $55,999",Democrat,69.66666666666666,62,68,75,68,75,68,75,75,75,75,75,45,75,25,65,70.75,53.0,78,72.66666666666667,75,73.0,40.0,7,0
c16p1225,Oil industry misinformation,Male,60+,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican,69.16666666666667,62,75,75,62,75,68,75,75,68,75,75,45,75,25,65,69.5,51.0,78,75.0,75,69.71428571428571,38.333333333333336,7,0
c16p1234,Oil industry misinformation,Female,30-44,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,74.91666666666667,75,75,78,75,78,75,75,75,75,75,75,68,75,25,65,72.5,61.6,85,69.33333333333333,75,70.71428571428571,41.666666666666664,2,0
c16p1242,Oil industry misinformation,Male,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,76.66666666666667,75,75,75,75,78,75,92,85,75,75,75,65,75,15,75,75.5,50.0,92,84.0,85,75.28571428571429,40.0,7,0
c16p1244,Oil industry misinformation,Male,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,77.16666666666667,75,75,85,75,78,75,85,85,78,75,75,65,82,15,75,75.0,61.0,92,84.0,85,75.14285714285714,40.0,6,0
c16p1249,Oil industry misinformation,Female,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,71.0,68,72,75,65,75,68,78,75,68,65,75,68,75,25,65,70.75,51.6,78,72.66666666666667,78,67.28571428571429,40.5,1,0
c16p1250,Oil industry misinformation,Male,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,73.58333333333334,75,75,75,65,78,75,75,75,75,75,75,65,75,15,65,72.0,52.0,88,75.0,78,72.71428571428571,40.0,7,0
c16p1256,Oil industry misinformation,Male,45-59,Other,Master's degree / Professional degree,"$100,000 to $167,999",Republican,74.25,68,78,78,75,78,65,78,78,78,75,75,65,75,15,65,72.0,53.6,88,75.0,78,74.14285714285714,40.0,7,0
c16p1258,Oil industry misinformation,Female,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,79.08333333333334,78,82,85,75,78,78,85,85,78,75,75,75,82,15,65,81.0,67.0,92,84.0,85,77.42857142857143,46.666666666666664,6,0
c16p1260,Oil industry misinformation,Male,30-44,Black / African American,High school diploma / GED,"$30,000 to $55,999",Independent,70.5,65,68,75,65,75,65,75,75,68,75,75,65,75,15,65,75.0,42.0,85,75.0,75,75.0,40.0,10,0
c16p1262,Oil industry misinformation,Male,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,66.66666666666666,65,65,65,65,75,65,75,75,75,65,75,35,75,15,75,68.75,48.0,75,68.33333333333333,75,64.57142857142857,36.666666666666664,7,0
c16p1264,Oil industry misinformation,Female,18-29,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,74.08333333333334,68,75,78,75,78,75,75,75,75,75,75,65,75,15,75,70.25,59.6,88,61.666666666666664,75,67.85714285714286,38.333333333333336,7,0
c16p1265,Oil industry misinformation,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Independent,77.41666666666667,78,78,82,78,78,78,82,82,78,75,75,65,75,15,65,72.25,65.0,88,71.66666666666667,78,74.57142857142857,40.0,7,0
c16p1269,Oil industry misinformation,Male,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,72.41666666666667,68,75,75,68,75,68,75,75,75,75,75,65,75,15,65,74.25,52.0,92,71.66666666666667,75,68.42857142857143,40.0,7,0
c16p1272,Oil industry misinformation,Female,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,75.16666666666667,75,75,78,75,78,75,78,78,75,75,75,65,75,20,65,73.75,66.4,85,75.0,78,72.85714285714286,40.0,6,0
c16p1278,Oil industry misinformation,Male,30-44,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Democrat,79.66666666666667,75,82,88,78,82,78,85,85,75,75,78,75,82,15,65,78.75,69.6,92,78.33333333333333,75,77.42857142857143,46.666666666666664,6,0
c16p1281,Oil industry misinformation,Female,30-44,Other,Some college or Associate's degree,"$30,000 to $55,999",Democrat,74.66666666666667,75,75,78,75,75,75,75,75,75,75,75,68,75,15,65,82.5,52.0,88,77.33333333333333,90,78.0,48.333333333333336,7,0
c16p1292,Oil industry misinformation,Male,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,70.5,68,75,75,65,75,68,75,75,75,75,75,45,75,15,75,72.5,50.0,85,68.33333333333333,75,65.85714285714286,38.333333333333336,7,0
c16p1299,Oil industry misinformation,Female,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,71.08333333333333,62,68,75,68,75,68,75,75,75,75,75,62,75,25,65,70.75,53.0,78,72.66666666666667,75,71.14285714285714,40.0,6,0
c16p1312,Oil industry misinformation,Female,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,71.33333333333333,65,68,75,68,75,68,75,75,75,75,75,62,75,25,65,70.0,53.0,78,72.66666666666667,75,70.14285714285714,41.666666666666664,6,0
c16p1322,Oil industry misinformation,Male,30-44,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat,76.5,78,75,78,75,78,75,85,78,78,75,78,65,75,20,75,73.75,65.8,85,75.0,75,70.0,38.333333333333336,6,0
c16p1326,Oil industry misinformation,Female,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,76.25,75,78,78,75,78,75,85,75,78,75,75,68,75,15,65,72.5,65.0,85,75.0,78,71.28571428571429,40.5,6,0
c16p1330,Oil industry misinformation,Female,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,74.66666666666667,75,75,78,75,78,75,75,75,75,75,75,65,75,25,65,76.25,61.6,85,75.0,75,73.14285714285714,40.0,7,0
c16p1335,Oil industry misinformation,Female,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,76.25,78,75,78,75,78,75,85,78,78,75,75,65,78,25,75,74.25,65.0,85,75.0,78,72.14285714285714,40.0,6,0
c16p1337,Oil industry misinformation,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,77.0,75,75,75,75,75,75,92,92,75,75,75,65,85,15,65,75.5,52.0,92,84.0,92,74.85714285714286,38.333333333333336,7,0
c16p1340,Oil industry misinformation,Male,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,78.50000000000001,75,82,82,78,78,78,85,85,78,75,78,68,82,25,65,76.75,66.4,92,77.0,85,75.57142857142857,47.166666666666664,6,0
c16p1345,Oil industry misinformation,Male,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,74.66666666666667,75,75,78,75,78,75,75,75,75,75,75,65,75,25,65,76.25,63.6,88,75.0,75,73.14285714285714,41.666666666666664,7,0
c16p1351,Oil industry misinformation,Male,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,66.66666666666667,65,75,75,65,65,65,75,75,65,65,75,35,75,15,75,70.0,48.0,75,75.0,75,66.0,31.666666666666668,10,0
c16p1355,Oil industry misinformation,Female,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,68.58333333333333,62,68,75,68,75,62,75,75,68,75,75,45,68,25,65,70.0,51.6,75,71.66666666666667,75,67.71428571428571,38.333333333333336,6,0
c16p1362,Oil industry misinformation,Female,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,60.833333333333336,35,65,75,35,65,65,75,75,65,65,75,35,75,15,10,65.0,46.0,85,76.66666666666667,92,66.57142857142857,33.333333333333336,10,0
c16p1365,Oil industry misinformation,Male,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,69.41666666666667,68,75,75,65,75,65,75,75,75,65,75,45,75,15,75,71.75,55.6,85,75.0,75,64.71428571428571,38.333333333333336,10,0
c16p1366,Oil industry misinformation,Female,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,65.83333333333334,68,68,65,65,65,62,75,75,62,65,75,45,68,25,65,67.5,49.6,75,65.0,72,63.42857142857143,35.0,1,0
c16p1367,Oil industry misinformation,Male,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,67.16666666666667,68,68,75,65,65,62,75,75,68,65,75,45,75,25,75,69.25,49.6,75,68.33333333333333,75,65.0,35.0,1,0
c16p1370,Oil industry misinformation,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,77.58333333333333,75,75,82,75,75,75,92,92,75,75,75,65,85,15,65,75.5,63.0,92,71.66666666666667,75,72.42857142857143,40.0,7,0
c16p1371,Oil industry misinformation,Male,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,78.66666666666667,75,75,92,75,75,75,85,85,75,75,92,65,85,15,75,76.75,65.0,92,84.0,92,68.42857142857143,41.666666666666664,10,0
c16p1373,Oil industry misinformation,Female,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,73.83333333333334,68,75,75,75,75,75,78,75,75,75,75,65,75,20,75,70.75,51.0,85,75.0,75,70.71428571428571,38.333333333333336,6,0
c16p1375,Oil industry misinformation,Female,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,67.5,65,65,75,65,75,65,75,75,75,65,75,35,75,15,65,71.25,56.4,92,75.0,85,56.42857142857143,38.333333333333336,7,0
c16p1376,Oil industry misinformation,Female,30-44,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat,68.58333333333333,68,65,75,65,75,65,75,75,75,75,75,35,75,15,75,69.25,60.4,85,65.0,75,63.857142857142854,26.666666666666668,10,0
c16p1379,Oil industry misinformation,Female,45-59,Black / African American,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,74.58333333333334,68,75,78,75,78,75,78,78,75,75,75,65,75,15,65,72.0,52.0,88,75.0,78,76.0,40.0,7,0
c16p1381,Oil industry misinformation,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,65.58333333333333,62,65,65,65,75,65,75,75,65,65,75,35,75,15,65,66.25,48.6,75,71.66666666666667,75,64.42857142857143,33.333333333333336,6,0
c16p1393,Oil industry misinformation,Female,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican,75.0,75,75,82,75,78,75,75,75,75,75,75,65,75,15,65,77.5,53.6,88,76.0,82,75.14285714285714,40.0,7,0
c16p1396,Oil industry misinformation,Female,45-59,Other,Bachelor's degree,"$56,000 to $99,999",Democrat,85.58333333333333,78,85,88,85,88,75,92,92,85,92,92,75,92,15,75,88.5,71.0,95,87.33333333333333,92,79.14285714285714,50.0,7,0
c16p1398,Oil industry misinformation,Male,45-59,Other,Master's degree / Professional degree,"$100,000 to $167,999",Republican,75.0,75,75,75,75,75,75,75,85,75,75,75,65,75,25,65,76.75,53.0,85,84.0,75,77.42857142857143,41.666666666666664,6,0
c16p1404,Oil industry misinformation,Female,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,78.66666666666667,75,75,85,75,85,75,92,92,75,75,75,65,85,15,75,78.0,61.0,92,80.0,90,70.71428571428571,38.333333333333336,7,0
c16p1406,Oil industry misinformation,Male,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,74.33333333333334,68,75,78,75,78,75,75,78,75,75,75,65,75,15,65,68.25,60.2,85,69.33333333333333,75,68.28571428571429,40.0,7,0
c16p1407,Oil industry misinformation,Female,30-44,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,66.08333333333334,62,68,68,62,68,62,75,75,68,65,75,45,65,25,65,67.5,50.6,75,61.666666666666664,75,68.28571428571429,36.666666666666664,7,0
c16p1409,Oil industry misinformation,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,72.08333333333333,68,75,78,68,78,68,75,75,75,65,75,65,75,15,65,70.0,51.0,85,78.33333333333333,85,70.85714285714286,38.333333333333336,7,0
c16p1412,Oil industry misinformation,Male,60+,Black / African American,High school diploma / GED,"$30,000 to $55,999",Independent,75.75,75,75,82,78,78,75,75,75,78,75,75,68,75,15,65,79.25,62.2,88,75.0,75,75.57142857142857,40.0,7,0
c16p1414,Oil industry misinformation,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,85.75,78,88,88,88,88,78,92,92,85,92,85,75,85,15,65,88.5,68.4,92,84.0,92,78.14285714285714,48.333333333333336,7,1
c16p1424,Oil industry misinformation,Male,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,73.08333333333333,68,75,75,65,75,65,92,92,75,75,75,45,75,15,75,72.5,50.0,92,75.0,92,66.28571428571429,36.666666666666664,7,0
c16p1425,Oil industry misinformation,Male,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,67.41666666666666,68,68,75,65,75,65,75,75,68,65,75,35,75,25,65,70.0,46.0,78,75.0,75,66.42857142857143,38.333333333333336,7,0
c16p1429,Oil industry misinformation,Female,45-59,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Republican,70.83333333333333,65,75,75,65,75,65,75,75,75,65,75,65,75,20,65,76.75,48.0,85,78.33333333333333,75,74.71428571428571,41.666666666666664,6,0
c16p1434,Oil industry misinformation,Male,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,76.58333333333334,75,78,78,75,78,75,85,85,75,75,75,65,75,25,65,78.0,53.6,88,80.66666666666667,75,77.14285714285714,46.666666666666664,7,0
c16p1441,Oil industry misinformation,Male,45-59,Black / African American,High school diploma / GED,"$30,000 to $55,999",Democrat,70.0,65,75,75,65,75,65,75,75,75,75,75,45,75,15,65,68.25,48.6,78,69.33333333333333,75,72.57142857142857,38.333333333333336,7,0
c16p1445,Oil industry misinformation,Male,60+,Black / African American,High school diploma / GED,"$30,000 to $55,999",Democrat,71.91666666666667,68,75,75,65,75,65,75,75,75,75,75,65,75,15,65,73.75,50.0,85,71.66666666666667,75,73.14285714285714,40.0,7,0
c16p1450,Oil industry misinformation,Male,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,76.83333333333333,75,78,82,75,78,78,78,85,75,75,75,68,78,25,65,76.75,63.6,88,75.0,75,72.14285714285714,40.0,6,0
c16p1454,Oil industry misinformation,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Independent,75.66666666666667,75,78,78,78,78,78,75,75,78,75,75,65,78,15,65,74.25,51.6,92,84.0,85,74.57142857142857,43.333333333333336,6,0
c16p1456,Oil industry misinformation,Male,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,68.33333333333334,65,75,75,65,75,65,75,75,65,75,75,35,75,15,65,65.0,40.0,85,65.0,92,64.85714285714286,25.0,10,0
c16p1457,Oil industry misinformation,Female,30-44,Black / African American,Some college or Associate's degree,"Less than $30,000",Democrat,69.41666666666667,68,75,75,65,75,65,75,75,75,75,65,45,75,25,75,68.25,48.0,75,75.0,75,72.42857142857143,33.333333333333336,6,0
c16p1458,Oil industry misinformation,Male,60+,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,84.41666666666667,75,88,88,88,88,82,92,92,85,75,85,75,88,15,65,86.0,71.8,95,86.33333333333333,92,78.42857142857143,51.666666666666664,7,1
c16p1469,Oil industry misinformation,Male,45-59,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,73.75,68,75,78,68,78,75,75,75,75,75,75,68,75,25,65,72.5,63.6,85,69.33333333333333,75,69.71428571428571,41.666666666666664,6,0
c16p1470,Oil industry misinformation,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,70.25,68,75,75,75,75,65,75,75,75,65,75,45,75,15,75,72.5,50.0,92,84.0,75,65.57142857142857,38.333333333333336,10,0
c16p1481,Oil industry misinformation,Male,60+,Other,Bachelor's degree,"$56,000 to $99,999",Democrat,75.5,75,75,78,75,78,75,85,75,75,75,75,65,82,15,75,76.75,61.0,92,84.0,85,77.0,40.0,10,0
c16p1488,Oil industry misinformation,Female,45-59,Other,Bachelor's degree,"$56,000 to $99,999",Republican,76.0,75,78,85,75,78,75,78,78,75,75,75,65,75,15,65,76.25,61.6,92,75.0,75,73.42857142857143,40.0,7,0
c16p1492,Oil industry misinformation,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Independent,66.08333333333334,62,68,68,62,68,62,75,75,68,65,75,45,75,15,65,67.5,49.6,78,61.666666666666664,75,68.71428571428571,35.0,7,0
c16p1495,Oil industry misinformation,Male,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,72.75,68,75,75,65,75,65,75,85,75,75,75,65,75,15,75,73.75,55.0,92,75.0,75,68.42857142857143,36.666666666666664,7,0
c16p1497,Oil industry misinformation,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,72.16666666666667,68,75,75,65,75,68,75,75,75,75,75,65,75,15,65,69.5,52.0,85,68.33333333333333,75,71.71428571428571,40.0,7,0
c16p1499,Oil industry misinformation,Male,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,74.25,68,75,78,68,78,75,78,78,78,75,75,65,78,15,65,74.5,49.6,82,77.0,78,72.28571428571429,45.0,6,0
c16p1503,Oil industry misinformation,Male,60+,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Democrat,74.91666666666667,75,75,78,75,78,75,78,75,75,75,75,65,75,20,65,76.75,65.8,85,75.0,78,73.14285714285714,40.5,6,0
c16p1511,Oil industry misinformation,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,78.25000000000001,75,82,88,78,78,78,85,85,75,75,75,65,82,15,65,78.0,65.6,92,84.0,85,76.57142857142857,46.666666666666664,7,0
c16p1512,Oil industry misinformation,Female,30-44,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,71.83333333333333,68,75,75,68,75,68,75,75,75,68,75,65,75,15,65,67.5,59.0,78,61.666666666666664,75,67.28571428571429,33.333333333333336,7,0
c16p1518,Oil industry misinformation,Female,30-44,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,74.41666666666667,68,75,75,75,75,75,85,85,75,65,75,65,75,25,75,73.75,50.0,92,71.66666666666667,78,73.14285714285714,40.0,7,0
c16p1519,Oil industry misinformation,Female,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,74.66666666666667,75,75,78,75,78,75,75,75,75,75,75,65,75,15,65,74.5,61.6,88,75.0,75,74.71428571428571,40.0,7,0
c16p1520,Oil industry misinformation,Female,30-44,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,65.83333333333333,62,65,65,65,75,65,75,75,68,65,65,45,75,25,75,67.5,44.0,75,65.0,75,65.71428571428571,33.333333333333336,4,0
c16p1524,Oil industry misinformation,Female,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,75.16666666666667,75,75,78,78,78,75,75,75,78,75,75,65,75,25,65,72.5,64.2,85,72.66666666666667,78,73.85714285714286,41.666666666666664,6,0
c16p1526,Oil industry misinformation,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Republican,67.5,65,75,75,65,75,65,75,75,65,65,75,35,85,15,75,73.5,42.2,92,78.33333333333333,75,67.0,38.333333333333336,10,0
c16p1537,Oil industry misinformation,Male,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,76.5,75,75,75,75,78,75,90,85,75,75,75,65,75,15,65,73.75,61.6,92,75.0,75,74.14285714285714,40.0,7,0
c16p1545,Oil industry misinformation,Female,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,76.41666666666667,78,78,78,75,78,78,78,78,78,75,75,68,78,15,65,75.0,64.2,85,76.0,78,73.14285714285714,45.5,6,0
c16p1547,Oil industry misinformation,Female,45-59,Black / African American,High school diploma / GED,"Less than $30,000",Democrat,76.41666666666667,75,75,82,75,82,75,75,85,78,75,75,65,75,15,65,82.5,62.4,88,75.0,85,74.85714285714286,40.0,6,0
c16p1552,Oil industry misinformation,Male,30-44,Other,Bachelor's degree,"$168,000 or more",Democrat,87.66666666666667,85,85,92,92,92,85,92,92,85,75,92,85,92,15,65,88.5,72.6,95,88.33333333333333,92,83.14285714285714,48.333333333333336,10,1
c16p1567,Oil industry misinformation,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,72.5,75,75,75,65,75,65,75,75,75,75,75,65,75,15,65,72.5,52.6,88,75.0,92,74.71428571428571,40.0,7,0
c16p1568,Oil industry misinformation,Female,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,71.33333333333333,68,75,75,65,75,65,75,75,75,65,75,68,75,15,75,71.75,59.0,75,71.66666666666667,75,66.0,40.0,6,0
c16p1579,Oil industry misinformation,Female,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,40.833333333333336,35,35,45,35,45,35,45,65,35,45,35,35,65,25,65,60.0,41.0,55,58.333333333333336,35,60.0,30.833333333333332,1,0
c16p1587,Oil industry misinformation,Female,60+,Black / African American,Less than high school,"Less than $30,000",Democrat,49.166666666666664,35,45,45,45,65,45,65,65,35,65,45,35,65,25,65,52.5,33.0,65,45.0,65,63.285714285714285,27.5,10,0
